NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS;COORDENADAS_LAT;COORDENADAS_LON
Palhoça;4211900;CEI APRENDER BRINCANDO;42293278;1;0;1;0;0;0;0;1;0;0;0;1;170;20;-27.6760863;-48.65742006
Florianópolis;4205407;COLEGIO DE ENSINO MEDIO MANUELLA BASTOS;42294266;1;0;1;0;1;0;1;0;0;0;0;1;58;13;-27.59308846;-48.52360827
Joinville;4209102;INSTITUTO TECNOLOGICO ASSESSORITEC;42295262;1;0;1;0;0;0;0;1;0;0;0;0;6208;16;-26.2738548;-48.827412
São Miguel do Oeste;4217204;SENAC DE SAO MIGUEL DO OESTE;42296269;1;0;1;0;0;0;0;1;0;0;0;1;156;25;-26.7293954;-53.5259326
Florianópolis;4205407;ACAO SOCIAL MISSAO CASALAR EMAUS;42297265;1;0;1;0;0;0;1;0;0;0;0;1;;;-27.59075245;-48.50464613
Balneário Camboriú;4202008;N E I PEQUENO NAVEGADOR;42297273;1;0;1;0;0;0;1;0;0;0;0;1;86;9;-27.01263;-48.63137
Tubarão;4218707;CEI APRENDER BRINCANDO;42298261;1;0;1;0;0;0;1;0;0;0;0;1;75;8;-28.50028333;-49.06956333
Joinville;4209102;COOPERATIVA DE EDUCACAO DE PROFESSORES E ESPECIALISTAS;42298270;1;0;1;0;0;0;1;0;0;0;0;1;31;4;-26.2970546;-48.843645
Tubarão;4218707;FACULDADE DE TECNOLOGIA SENAC TUBARAO;42299268;1;0;1;0;0;0;1;0;0;0;0;9;2;2;-28.468428;-48.9989712
Itapema;4208302;COOPERATIVA DE EDUCACAO DE PROFESSORES E ESPECIALISTAS;42300266;1;0;1;0;0;0;1;0;0;0;0;0;624;11;-27.12796;-48.60332
Lages;4209300;CEIM PRIMEIROS PASSOS;42302269;1;0;1;0;0;0;1;0;0;0;0;0;70;10;-27.79993856;-50.2961114
Rio Negrinho;4215000;COOPERATIVA DE EDUCACAO DE PROFESSORES E ESPECIALISTAS - COOEPE;42302285;1;0;1;0;0;0;1;0;0;0;0;0;34;1;;
Blumenau;4202404;COOEPERATIVA DE EDUCACAO DE PROFESSORES E ESPECIALISTAS;42306264;1;0;1;0;0;0;1;1;0;0;0;1;955;12;-26.8864245;-49.0833324
Florianópolis;4205407;FUNDACAO VIDAL RAMOS;42306272;1;0;1;0;0;0;1;0;0;0;0;0;;;-27.58741679;-48.54398546
Criciúma;4204608;CEI AFASC MARIA JOSE NUNES PIRES CASTELAN;42307287;1;0;1;0;0;0;1;1;0;0;0;1;96;19;-28.6743263;-49.3845431
Sangão;4215455;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO CAMINHO DE LUZ;42307295;2;0;1;0;0;0;0;1;0;0;0;0;;;-28.6439505;-49.1202252
Palhoça;4211900;CENTRO EDUC JOAO PAULO DE SENNA;42309263;1;0;1;0;0;0;0;1;0;0;0;0;203;13;-27.64795;-48.68315
Joinville;4209102;CENTRO DE EDUCACAO PROF NEIDE KRUGER;42310261;1;0;1;0;0;0;1;0;0;0;0;1;138;4;;
São Miguel do Oeste;4217204;APAS;42311268;1;0;1;0;0;0;1;0;0;0;0;1;;;-26.7402732;-53.512298
Joinville;4209102;CEI MARILENE DOS PASSOS SANTOS;42312264;1;0;1;0;0;0;1;0;0;0;0;1;432;18;;
Palhoça;4211900;ASSOCIACAO LAURA DOS SANTOS;42313260;1;0;1;0;0;0;0;1;0;0;0;1;;;;
São Miguel do Oeste;4217204;CENTRO EDUCACIONAL INFANTIL SONHO FELIZ;42315263;1;0;1;0;0;0;0;1;0;0;0;1;120;10;-26.7141265;-53.5184643
Barra Velha;4202107;CEI PROFª MARLI HESS DE FARIA;42316260;1;0;1;0;0;0;1;0;0;0;0;0;79;11;-26.6773204;-48.693023
Palhoça;4211900;CENTRO EDUCACIONAL HERMON;42317282;1;0;1;0;1;0;0;1;0;0;0;1;179;5;-27.64159333;-48.703135
Biguaçu;4202305;CEI MUNICIPAL PROFESSORA MARIA DE LOURDES GALLIANI;42318270;1;0;1;0;0;0;1;1;0;0;0;0;175;22;-27.38470675;-48.63245515
Biguaçu;4202305;EBM PROF RUTH FARIA DOS REIS;42318289;1;0;1;0;0;0;1;0;0;0;0;1;274;16;-27.51809167;-48.63492
Biguaçu;4202305;CENTRO DE EDUCACAO INFANTIL MUNICIPAL PROFESSORA PASCOA REGIS MENDES;42319269;1;0;1;0;0;0;0;1;0;0;0;1;201;18;-27.5158209;-48.65151039
Brusque;4202909;COOEPE- COOPERATIVA DE EDUCACAO DE PROFESSORES E ESPECIALISTAS;42320267;1;0;1;0;0;0;1;0;0;0;0;1;159;9;-27.10004;-48.91725
Araquari;4201307;CENTRO DE EDUCACAO INFANTIL CANTINHO DA VOVO JUSTINA;42321263;1;0;1;0;0;0;1;0;0;0;0;1;151;18;;
Saudades;4217303;CEI MUN CINDERELA;42323266;1;0;1;0;0;0;0;0;1;0;0;1;32;2;-26.82722497;-53.09196609
Saudades;4217303;CEI MUN BALAO MAGICO;42323274;2;0;1;0;0;0;0;0;1;0;0;1;22;1;-26.89634037;-53.05163943
Saudades;4217303;CEI MUN BORBOLETA ALEGRE;42324262;2;0;1;0;0;0;0;0;1;0;0;1;20;3;-26.91407745;-53.104511
Biguaçu;4202305;GEM PROFESSORA CELINA DA CUNHA;42325269;2;0;1;0;0;0;0;1;0;0;0;0;134;11;-27.45281899;-48.75742378
Grão-Pará;4206108;CENTRO DE EDUCACAO DE JOVENS E ADULTOS;42327261;1;0;1;0;0;0;1;0;0;0;0;1;46;8;-28.18550397;-49.21300088
Araranguá;4201406;ESCOLA DE ENSINO INFANTIL E FUNDAMENTAL TOQUINHO DE GENTE;42328268;1;0;1;0;0;0;1;0;0;0;0;1;178;16;;
Criciúma;4204608;INSTITUICAO DE ENSINO IMAGEM LTDA ME;42330262;1;0;1;0;0;0;1;0;0;0;0;1;55;3;-28.6733;-49.37484
Florianópolis;4205407;SENAC SAUDE E BELEZA;42330270;1;0;1;0;0;0;1;0;0;0;0;0;59;13;-27.5946031;-48.55751247
Fraiburgo;4205506;CEI SAO SEBASTIAO;42330300;1;0;1;0;0;0;1;1;0;0;0;1;77;8;-27.012515;-50.95013333
Fraiburgo;4205506;CEI DONA ZENAIDE MARIA SCHMIDTT PEREIRA DA COSTA;42330319;1;0;1;0;0;0;1;1;0;0;0;1;109;12;-27.032535;-50.92786833
Fraiburgo;4205506;CEI MACIEIRA;42330335;1;0;1;0;0;0;1;1;0;0;0;1;61;7;-27.08124167;-50.89127
Riqueza;4215075;CMEI GESSY SPIER AVERBECK;42330343;1;0;1;0;0;0;0;1;0;0;0;0;211;22;-27.06949;-53.3284
Indaial;4207502;UEI BAIRRO DOS ESTADOS PROFESSORA TERESA LUIZA LUCINI TRIDAPALLI;42330351;1;0;1;0;0;0;1;0;0;0;0;1;72;7;-26.90650684;-49.22416405
Major Gercino;4210209;EIEF NHEMBOEA VYA;42330378;2;2;1;0;0;0;0;0;0;1;1;1;66;9;-27.37882672;-48.92869525
Chapecó;4204202;CEIM MARIA HELENA ALVES CHAGAS;42330386;1;0;1;0;0;0;1;1;0;0;0;1;275;18;-27.1047718;-52.6450119
Araquari;4201307;CENTRO DE EDUCACAO INFANTIL VOVO BRANDINA;42330394;1;0;1;0;0;0;1;0;0;0;0;1;92;11;;
Criciúma;4204608;CEIM MARIO PIZZETTI;42330408;1;0;1;0;0;0;1;0;0;0;0;1;234;29;-28.70198507;-49.34516333
Joaçaba;4209003;CEI NOSSA SENHORA DE LOURDES;42330416;1;0;1;0;0;0;0;1;0;0;0;0;162;28;-27.17854345;-51.5168832
Itajaí;4208203;NUCLEO PROFISSIONALIZANTE COMBEMI;42330424;1;0;1;0;0;0;1;0;0;0;0;1;;;-26.91032;-48.69173
Lages;4209300;CEIM PROF TRAJANO;42330432;1;0;1;0;0;0;0;1;0;0;0;0;110;17;-27.79294333;-50.30716167
Lages;4209300;CEIM NS DOS PRAZERES;42330440;1;0;1;0;0;0;1;0;0;0;0;1;300;28;-27.84116667;-50.34671167
São Bento do Sul;4215802;SENAC DE SAO BENTO DO SUL;42330459;1;0;1;0;0;0;1;0;0;0;0;1;127;13;-26.2524561;-49.3813899
Içara;4207007;CEI MUNDO ENCANTADO;42331277;2;0;1;0;0;0;0;1;0;0;0;0;49;4;-28.73088294;-49.20368998
Balneário Gaivota;4202073;ENSINO DE EDUCACAO DE JOVENS E ADULTOS;42331293;1;0;1;0;0;0;1;0;0;0;0;0;62;2;-29.1628252;-49.58737011
Videira;4219309;IFC - CAMPUS VIDEIRA;42331307;1;0;1;0;0;0;0;1;0;0;0;1;571;65;-27.0268813;-51.1449898
Vitor Meireles;4219358;ESCOLA MUNICIPAL VITOR MEIRELES;42331315;1;0;1;0;0;0;0;1;0;0;0;1;200;11;-26.88573514;-49.83753701
Bocaina do Sul;4202438;NAES PROF MARLETE MARIA DE SOUZA;42331323;1;0;1;0;0;0;1;1;0;0;0;0;14;2;-27.74189167;-49.945775
Indaial;4207502;UEI BAIRRO JOAO PAULO II JOSE LINO KUHNEN;42331331;1;0;1;0;0;0;1;0;0;0;0;1;234;15;-26.88891473;-49.26299621
São Francisco do Sul;4216206;COLEGIO FRANCISQUENSE;42331340;1;0;1;0;0;0;1;1;0;0;0;1;210;23;-26.24376;-48.63747
Navegantes;4211306;CMEI PROF ADELIA DE SOUZA FERNANDES;42331366;1;0;1;0;0;0;1;0;0;0;0;0;117;9;-26.8806446;-48.6470772
Navegantes;4211306;CMEI PROF ISABEL FLORES PAGANI;42331374;1;0;1;0;0;0;0;1;0;0;0;0;73;5;-26.8454181;-48.6577863
Fraiburgo;4205506;CEI ANTONIO PORTO BURDA;42332273;1;0;1;0;0;0;1;0;0;0;0;1;180;17;-27.05766833;-50.93857
Lages;4209300;SENAC DE LAGES;42332281;1;0;1;0;0;0;1;0;0;0;0;1;110;6;-27.819165;-50.31481167
Cordilheira Alta;4204350;CEM MEDIACAO;42333261;1;0;1;0;0;0;1;0;0;0;0;0;464;41;-26.9886024;-52.6100536
Otacílio Costa;4211751;EB MUN TRACOS E LETRAS;42334268;1;0;1;0;0;0;1;0;0;0;0;1;71;13;-27.5024427;-50.1244611
Concórdia;4204301;CMEI SONHOS DE CRIANCA;42335264;1;0;1;0;0;0;0;1;0;0;0;1;93;9;-27.19895046;-52.10228133
Brusque;4202909;CEI PROFª HELGA STOLTENBERG;42335272;1;0;1;0;0;0;1;1;0;0;0;1;95;14;-27.1159387;-48.9080928
Mafra;4210100;CEIM BRENO CAUAN GARCIA;42335280;1;0;1;0;0;0;0;1;0;0;0;1;127;15;-26.12288339;-49.79391099
Timbó Grande;4218251;CENTRO DE ATEND EDUC ZENO DE SOUZA MATOS;42336260;1;0;1;0;0;0;1;0;0;0;0;1;;;-26.62075;-50.67222833
Vargem Bonita;4219176;ESCOLA ESPECIAL LUZ DA VIDA;42337267;1;0;1;0;0;0;1;0;0;0;0;1;;;-27.00626333;-51.743895
Balneário Rincão;4220000;CEI NAVEGANDO NO SABER;42337275;1;0;1;0;0;0;0;1;0;0;0;1;61;7;-28.85065104;-49.25977194
Içara;4207007;CEI PROFESSOR JOAO DA ROCHA PORTO;42338263;2;0;1;0;0;0;0;1;0;0;0;1;77;4;-28.78956246;-49.29938735
São Bento do Sul;4215802;CEI MUN PEQUENOS PASSOS;42338271;1;0;1;0;0;0;0;1;0;0;0;1;92;7;-26.2426832;-49.3997572
Garuva;4205803;CRECHE MUN JOAO DE DEUS;42340268;1;0;1;0;0;0;1;1;0;0;0;1;160;23;;
Blumenau;4202404;CEI FRIEDA ZADROZNY;42342260;1;0;1;0;0;0;1;0;0;0;0;1;155;18;-26.96233816;-49.064396
Lages;4209300;CEIM IRMA DULCE;42342279;1;0;1;0;0;0;0;1;0;0;0;1;255;28;-27.787755;-50.29323667
Itajaí;4208203;CEI PROF ERMELINDA POTTER CUSTODIO;42342287;1;0;1;0;0;0;0;1;0;0;0;1;54;9;-26.91977319;-48.70135986
Blumenau;4202404;CEI ARNO BERNARDES;42343267;1;0;1;0;0;0;1;0;0;0;0;1;191;27;-26.8692064;-49.0600145
Herval d'Oeste;4206702;CMEI VALDETE SOUZA NODARI;42344263;1;0;1;0;0;0;1;0;0;0;0;0;178;20;-27.18403076;-51.50175893
Itajaí;4208203;CEI PROF GISELE KAWIKIONI;42344271;1;0;1;0;0;0;1;0;0;0;0;1;117;13;-26.8817552;-48.7031744
Itajaí;4208203;CEI PROF MARCIA MARIA AUGUSTO NUNES;42345260;1;0;1;0;0;0;1;0;0;0;0;1;72;11;-26.8833679;-48.7506075
Lages;4209300;CEIM DOMINGAS BIANCHINI;42345278;1;0;1;0;0;0;1;0;0;0;0;1;52;6;-27.8070927;-50.3188815
Itajaí;4208203;CEI DRA ZILDA ARNS NEUMANN;42346266;1;0;1;0;0;0;1;0;0;0;0;1;363;19;-26.92116654;-48.69789241
Lages;4209300;CEIM CELINA TOME MELEGARI;42346274;1;0;1;0;0;0;1;0;0;0;0;1;18;4;-27.78808597;-50.26026897
Itajaí;4208203;CEI PROF ROSEMARY KLOCK;42347262;1;0;1;0;0;0;1;0;0;0;0;1;112;15;-26.91645394;-48.67784753
Itajaí;4208203;CEI PADRE JOAO PIVATTO;42347270;1;0;1;0;0;0;1;0;0;0;0;1;201;18;-26.8896848;-48.6930375
Lages;4209300;CEIM MUTIRAO;42347289;1;0;1;0;0;0;1;0;0;0;0;1;163;14;-27.835235;-50.3168467
Lages;4209300;CEIM ASSISTENCIA NOSSA SENHORA DOS PRAZERES;42347297;1;0;1;0;0;0;1;0;0;0;0;0;164;17;-27.83279575;-50.32531176
Rio Negrinho;4215000;CMEI ALGODAO DOCE;42348277;1;0;1;0;0;0;0;1;0;0;0;1;108;13;-26.26209;-49.51623
Rio Negrinho;4215000;CMEI ESPACO CRIANCA;42348285;1;0;1;0;0;0;1;0;0;0;0;1;114;11;-26.27048169;-49.52438781
Dionísio Cerqueira;4205001;CEJA DE DIONISIO CERQUEIRA;42348293;1;0;1;0;0;0;1;0;0;0;0;0;34;13;-26.26430667;-53.62920333
Itajaí;4208203;CEI PROF CARINE DE SOUZA BALDUINO;42349265;1;0;1;0;0;0;1;0;0;0;0;1;79;11;-26.9086929;-48.6915035
Itajaí;4208203;CEI CESAR MARTINHO FERREIRA;42350263;1;0;1;0;0;0;0;1;0;0;0;1;112;11;-26.9209086;-48.6561332
Presidente Getúlio;4214003;CENTRO DE EDUCACAO INFANTIL MUNICIPAL AGOSTINHO ANTONIO SEHNEM;42350271;1;0;1;0;0;0;0;0;1;0;0;1;102;11;-27.05539271;-49.61567187
Itajaí;4208203;CEI MARIA REGINA COPPI VICENTE;42351260;1;0;1;0;0;0;0;0;1;0;0;0;121;14;-26.92042597;-48.69764364
Joinville;4209102;ESCOLA MUNICIPAL NELSON DE MIRANDA COUTINHO;42351278;1;0;1;0;0;0;1;0;0;0;0;1;1038;41;-26.33773;-48.80446
Penha;4212502;CRECHE MUN TEREZINHA MARLENE CORREIA;42351286;1;0;1;0;0;0;1;0;0;0;0;0;77;12;-26.7736211;-48.65367493
Itajaí;4208203;CEI LEONIDIA DOS SANTOS VICENTE;42352266;1;0;1;0;0;0;1;0;0;0;0;1;52;8;-26.8978487;-48.6864999
Seara;4217501;CEJA DE SEARA;42352274;1;0;1;0;0;0;1;0;0;0;0;1;93;16;-27.16105977;-52.31869188
Joinville;4209102;ESCOLA MUNICIPAL VEREADOR ARINOR VOGELSANGER;42353262;1;0;1;0;0;0;1;0;0;0;0;1;828;34;;
Joinville;4209102;ESCOLA MUNICIPAL PREFEITO WITTICH FREITAG;42353270;1;0;1;0;0;0;1;0;0;0;0;1;853;36;;
Joinville;4209102;ESCOLA MUNICIPAL PREFEITO LUIZ GOMES;42354269;1;0;1;0;0;0;1;0;0;0;0;1;1070;36;-26.32302;-48.79824
Joinville;4209102;CEI DEPUTADO PEDRO PAULO HINGS COLIN;42354285;1;0;1;0;0;0;1;0;0;0;0;1;293;17;-26.3831;-48.82045
Balneário Camboriú;4202008;N E I ESTALEIRINHO;42355265;1;0;1;0;0;0;1;0;0;0;0;1;52;14;-27.0510648;-48.59372992
Vargem Bonita;4219176;CENTRO DE EDUCACAO INFANTIL PRIMEIROS PASSOS PROFESSORA TEREZINHA BERTUCCI ROTTA;42355273;1;0;1;0;0;0;1;0;0;0;0;1;168;21;-27.00969873;-51.7381235
Guabiruba;4206306;EEI PROFESSORA EDITE BOZANO ALVES DE SOUZA;42355281;1;0;1;0;0;0;1;0;0;0;0;0;98;9;-27.0888713;-48.9832782
Brusque;4202909;EEF MUN PREF ALEXANDRE MERICO;42355290;1;0;1;0;0;0;1;0;0;0;0;1;258;13;-27.08522479;-48.86953871
Tijucas;4218004;CEI PROF MARCO AURELIO DE OLIVEIRA;42356261;1;0;1;0;0;0;0;1;0;0;0;0;225;16;-27.228394;-48.6360638
Brusque;4202909;CEI PROF NOEMIA IZABEL WALENDOWSKY FIALHO;42357268;1;0;1;0;0;0;1;0;0;0;0;0;300;27;-27.09327267;-48.90858262
Brusque;4202909;CEI HILDA ANNA ECCEL;42358264;1;0;1;0;0;0;1;0;0;0;0;0;603;56;;
São José;4216602;CEM CENIRO MARTINS;42358272;1;0;1;0;0;0;0;1;0;0;0;0;629;44;-27.5760838;-48.6589015
Balneário Camboriú;4202008;COLEGIO ANGLO BALNEARIO CAMBORIU;42359260;1;0;1;0;0;0;1;0;0;0;0;1;857;52;-26.99284;-48.6392
São Cristóvão do Sul;4216057;ESCOLA DE JOVENS E ADULTOS SAO CRISTOVAO DO SUL;42360269;1;0;1;0;0;0;1;1;0;0;0;1;36;2;-27.26718534;-50.4429937
Camboriú;4203204;CEI PROFESSORA OTILIA SANTOS DA SILVA;42360277;1;0;1;0;0;0;1;0;0;0;0;1;376;20;-27.0300824;-48.6680934
Camboriú;4203204;CEI JUDITE DA ROCHA DALAGO;42360285;1;0;1;0;0;0;1;0;0;0;0;0;155;6;-27.0395649;-48.6512175
Ipuaçu;4207684;EMEI KOKOJ SI;42360293;2;2;1;0;0;0;0;0;1;0;0;1;33;4;-26.7350896;-52.464649
Xanxerê;4219507;SESI SC - XANXERE;42361265;1;0;1;0;0;0;1;0;0;0;0;0;9;1;-26.87299;-52.40764
Lages;4209300;CEIM JUDITE TEREZINHA DIAS;42362261;1;0;1;0;0;0;1;0;0;0;0;1;98;12;-27.80677161;-50.34810278
