NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS;COORDENADAS_LAT;COORDENADAS_LON
Canoinhas;4203808;GEM MENINO JESUS;42089522;2;0;1;0;0;0;0;1;0;0;0;1;60;5;-26.19215882;-50.5254652
Canoinhas;4203808;GEM FREI FABIANO GADZINSKI;42089549;1;0;1;0;0;0;0;1;0;0;0;1;137;12;-26.17727;-50.40989
Canoinhas;4203808;EBM GUILHERMINA MARIA VEIGA FERREIRA;42089557;2;0;1;0;0;0;0;1;0;0;0;1;169;16;-26.27039501;-50.36109855
Canoinhas;4203808;EBM ALBERTO WARDENSKI;42089727;2;0;1;0;0;0;0;1;0;0;0;1;196;13;-26.22598283;-50.39641623
Bela Vista do Toldo;4202131;NUCLEO ESCOLAR MUNICIPAL JOAO BATISTA PONTAROLO;42089735;2;0;1;0;0;0;0;0;1;0;0;1;55;6;-26.2792088;-50.5511763
Bela Vista do Toldo;4202131;ESC NUCLEO MUN JOSE SCHIMBORSKI;42089816;2;0;1;0;0;0;0;0;1;0;0;0;165;8;-26.27459808;-50.46687678
Canoinhas;4203808;EEB SANTA CRUZ;42089832;1;0;1;0;0;0;1;1;0;0;0;1;745;52;-26.16818164;-50.3943065
Bela Vista do Toldo;4202131;EEB ESTANISLAU SCHUMANN;42089840;1;0;1;0;0;0;1;1;0;0;0;0;245;17;-26.274685;-50.46647405
Canoinhas;4203808;EEB IRMA MARIA FELICITAS;42089859;1;0;1;0;0;0;0;1;0;0;0;1;661;58;-26.18450555;-50.4003106
Canoinhas;4203808;EEB PROF MANOEL DA S QUADROS;42089875;1;0;1;0;0;0;1;1;0;0;0;0;258;28;-26.1367525;-50.39142096
Canoinhas;4203808;ESCOLA BASICA MUNICIPAL MARIA LOVATEL PIRES;42089883;1;0;1;0;0;0;0;1;0;0;0;1;194;15;-26.15988345;-50.39269368
Canoinhas;4203808;CEDUP VIDAL RAMOS;42089905;2;0;1;0;0;0;0;1;0;0;0;0;303;26;-26.09939144;-50.39093978
Canoinhas;4203808;UNIVERSIDADE DO CONTESTADO CAMPUS DE CANOINHAS;42089913;1;0;1;0;0;0;0;1;0;0;0;0;60;13;-26.17180868;-50.39451109
Major Vieira;4210308;EB DRAUSIO CELESTINO CUNHA;42089930;2;0;1;0;0;0;0;1;0;0;1;1;200;21;-26.46262294;-50.40448634
Major Vieira;4210308;EEF FREI ANDRE MALINSKI;42089948;2;0;1;0;0;0;0;1;0;0;1;1;175;20;-26.51389833;-50.32305333
Major Vieira;4210308;EEB LUIZ DAVET;42090148;1;0;1;0;0;0;0;0;1;0;0;1;563;43;-26.36961167;-50.32802
Porto União;4213609;NUCLEO EDUCACIONAL DA LANCA;42090300;2;0;1;0;0;0;0;0;1;0;0;0;44;12;-26.29753166;-50.93539151
Porto União;4213609;NUCLEO EDUCACIONAL DE SAO PEDRO DO TIMBO;42090571;2;0;1;0;0;0;0;1;0;0;0;0;62;9;-26.43198006;-50.84407233
Porto União;4213609;EEB CEL CID GONZAGA;42090580;1;0;1;0;0;0;1;1;0;0;0;1;1157;82;-26.2407524;-51.08180568
Porto União;4213609;ASSOCIACAO MISSIONARIA BENEFICENCIA COLEGIO SANTOS ANJOS;42090598;1;0;1;0;0;0;1;0;0;0;0;1;514;42;-26.23290164;-51.08219711
Porto União;4213609;COLEGIO SAO JOSE;42090601;1;0;1;0;0;0;1;0;0;0;0;0;719;54;-26.23358333;-51.08027667
Porto União;4213609;EEB ANTONIO GONZAGA;42090610;1;0;1;0;0;0;0;1;0;0;0;1;513;47;-26.2493475;-51.07034426
Porto União;4213609;EEB NILO PECANHA;42090628;1;0;1;0;0;0;0;1;0;0;0;1;582;51;-26.26486168;-51.0938434
Porto União;4213609;NUCLEO EDUCACIONAL JORNALISTA HERMINIO MILIS;42090636;1;0;1;0;0;0;1;0;1;0;0;1;296;25;-26.26227015;-51.03399498
Porto União;4213609;NUCLEO DE EDUCACAO INFANTIL MORANGUINHO;42090660;1;0;1;0;0;0;1;0;0;0;0;1;98;12;-26.24938833;-51.08911667
Porto União;4213609;EEB PROF BALDUINO CARDOSO;42090687;1;0;1;0;0;0;1;0;0;0;0;1;204;20;-26.23476988;-51.08079091
Porto União;4213609;EEB PROF CLEMENTINO BRITTO;42090695;1;0;1;0;0;0;1;0;0;0;0;0;317;30;-26.38567031;-50.88106496
Porto União;4213609;NUCLEO EDUCACIONAL JOAO FERNANDO SOBRAL;42090776;1;0;1;0;0;0;1;0;0;0;0;1;332;27;-26.26743371;-51.07268197
Porto União;4213609;NUCLEO EDUCACIONAL SAO BERNARDO DO CAMPO;42090784;1;0;1;0;0;0;1;0;0;0;0;1;127;13;-26.27591846;-51.07215731
Porto União;4213609;NUCLEO EDUCACIONAL DO LEGRU;42090792;2;0;1;0;0;0;0;0;1;0;0;1;55;11;-26.29117546;-51.10169489
Porto União;4213609;EEB PROF GERMANO WAGENFUHR;42090903;1;0;1;0;0;0;1;0;0;0;0;0;456;40;-26.25160495;-51.0875327
Irineópolis;4207908;ESCOLA MUNICIPAL NOSSA SENHORA APARECIDA;42090911;1;0;1;0;0;0;1;0;0;0;0;1;378;16;-26.239705;-50.80371
Irineópolis;4207908;EEB HORACIO NUNES;42091233;1;0;1;0;0;0;0;0;1;0;0;1;374;34;-26.24209568;-50.79895508
Jaraguá do Sul;4208906;EEB PROF JOAO ROMARIO MOREIRA;42091268;2;0;1;0;0;0;0;0;0;1;0;1;530;33;-26.5945289;-49.1405365
Jaraguá do Sul;4208906;EEB PROF JOSE DUARTE MAGALHAES;42091276;1;0;1;0;0;0;0;1;0;0;0;0;733;48;-26.5123186;-49.121161
Jaraguá do Sul;4208906;EMEB ANTONIO ESTANISLAU AYROSO;42091284;1;0;1;0;0;0;1;0;0;0;0;1;774;36;-26.5005933;-49.1512252
Jaraguá do Sul;4208906;EMEB RICIERI MARCATTO;42091292;1;0;1;0;0;0;1;0;0;0;0;1;361;23;-26.5541432;-49.1310392
Jaraguá do Sul;4208906;EMEB PROFESSORA GERTRUDES STEILEIN MILBRATZ;42091306;1;0;1;0;0;0;0;1;0;0;0;1;686;33;-26.5311573;-49.1384739
Jaraguá do Sul;4208906;EMEB RENATO PRADI;42091314;1;0;1;0;0;0;1;0;0;0;0;1;808;38;-26.5043434;-49.1123282
Jaraguá do Sul;4208906;EMEB ADELINO FRANCENER;42091322;1;0;1;0;0;0;1;0;0;0;0;1;95;14;-26.5007635;-49.0657303
Jaraguá do Sul;4208906;EMEB ERICH BLOSFELD;42091330;1;0;1;0;0;0;1;0;0;0;0;1;412;20;-26.4927062;-49.0525477
Jaraguá do Sul;4208906;EMEB PROFESSOR HENRIQUE HEISE;42091365;2;0;1;0;0;0;0;1;0;0;0;1;203;16;-26.5791762;-49.1738073
Florianópolis;4205407;CASA AMARELA MATERNAL E JARDIM DE INFANCIA;42091381;1;0;1;0;0;0;0;1;0;0;0;1;37;2;-27.65735895;-48.48343606
Jaraguá do Sul;4208906;EEB HOLANDO MARCELLINO GONCALVES;42091390;1;0;1;0;0;0;1;0;0;0;0;0;502;48;-26.4914017;-49.0646999
Jaraguá do Sul;4208906;COLEGIO BOM JESUS DIVINA PROVIDENCIA;42091403;1;0;1;0;0;0;1;0;0;0;0;1;823;50;-26.48741804;-49.08317322
Jaraguá do Sul;4208906;EEB ROLAND HAROLD DORNBUSCH;42091411;1;0;1;0;0;0;1;0;0;0;0;0;627;40;-26.50534193;-49.0881613
Jaraguá do Sul;4208906;EEB PROF LILIA AYROSO OECHSLER;42091420;1;0;1;0;0;0;1;0;0;0;0;0;641;37;-26.4898184;-49.0310281
Jaraguá do Sul;4208906;EMEB CRISTINA MARCATTO;42091438;1;0;1;0;0;0;1;0;0;0;0;1;652;32;-26.5031922;-49.1004585
Jaraguá do Sul;4208906;ACAO SOCIAL DE JARAGUA DO SUL;42091446;1;0;1;0;0;0;1;0;0;0;0;1;52;9;-26.48034023;-49.08683256
Jaraguá do Sul;4208906;ALFA JANGADA - SISTEMA ELITE DE ENSINO;42091462;1;0;1;0;0;0;1;0;0;0;0;1;672;46;-26.47593;-49.08635
Jaraguá do Sul;4208906;EEB PROF VALDETE I P ZINDARS;42091470;1;0;1;0;0;0;1;0;0;0;0;1;583;40;-26.4929593;-49.078694
Jaraguá do Sul;4208906;EMEB FRANCISCO DE PAULA;42091500;1;0;1;0;0;0;1;0;0;0;0;1;235;24;-26.4803668;-49.126783
Jaraguá do Sul;4208906;EMEB PE ALBERTO JACOBS;42091519;1;0;1;0;0;0;1;0;0;0;0;1;238;18;-26.4600155;-49.1477348
Jaraguá do Sul;4208906;EMEB JOAQUIM FERAZZA;42091527;1;0;1;0;0;0;1;1;0;0;0;1;481;22;-26.4593702;-49.1906419
Jaraguá do Sul;4208906;EEM ABDON BATISTA;42091543;1;0;1;0;1;0;1;0;0;0;0;0;621;38;-26.4782825;-49.0852674
Jaraguá do Sul;4208906;EEB PROF HELEODORO BORGES;42091551;1;0;1;0;0;0;1;0;0;0;0;0;259;38;-26.4803563;-49.0660304
Jaraguá do Sul;4208906;COLEGIO MARISTA SAO LUIS EI EF EM;42091560;1;0;1;0;0;0;1;0;0;0;0;1;1172;64;-26.48585367;-49.08334237
Jaraguá do Sul;4208906;COLEGIO EVANGELICO JARAGUA;42091578;1;0;1;0;1;0;1;0;0;0;0;1;892;57;-26.47992;-49.08263
Jaraguá do Sul;4208906;EMEB ALBERTO BAUER;42091586;1;0;1;0;0;0;1;0;0;0;0;1;548;29;-26.4737812;-49.0957632
Jaraguá do Sul;4208906;EEB ALVINO TRIBESS;42091594;1;0;1;0;0;0;1;0;0;0;0;0;848;52;-26.47366333;-49.04114667
Jaraguá do Sul;4208906;EMEB ALBANO KANZLER;42091608;1;0;1;0;0;0;1;0;0;0;0;1;620;30;-26.4801233;-49.0952559
Jaraguá do Sul;4208906;EMEB RODOLPHO DORNBUSCH;42091616;1;0;1;0;0;0;1;0;0;0;0;1;726;34;-26.48467167;-49.05839
Jaraguá do Sul;4208906;EMEB MACHADO DE ASSIS;42091624;1;0;1;0;0;0;1;0;0;0;0;1;999;38;-26.44405032;-49.06073051
Jaraguá do Sul;4208906;EEB ELZA GRANZOTTO FERRAZ;42091659;1;0;1;0;0;0;0;1;0;0;0;1;556;42;-26.3704763;-49.1261672
Capivari de Baixo;4203956;CEI ANITA BRUNEL ALVES;42091721;1;0;1;0;0;0;0;1;0;0;0;0;104;18;-28.43848718;-48.9499704
Jaraguá do Sul;4208906;EMEB LUIZ GONZAGA AYROSO;42091730;1;0;1;0;0;0;1;0;0;0;0;1;484;29;-26.5106625;-49.1623163
Jaraguá do Sul;4208906;EMEB VITOR MEIRELLES;42091829;1;0;1;0;0;0;1;0;0;0;0;1;664;29;-26.4377289;-49.1489371
Jaraguá do Sul;4208906;EEB PROF GIARDINI LUIZ LENZI;42091845;1;0;1;0;0;0;1;0;0;0;0;1;885;64;-26.4889671;-49.1040397
Jaraguá do Sul;4208906;EEB EUCLIDES DA CUNHA;42091853;1;0;1;0;0;0;1;1;0;0;0;1;896;56;-26.4516048;-49.1660454
Jaraguá do Sul;4208906;EEB JULIUS KARSTEN;42091861;1;0;1;0;0;0;1;0;0;0;0;0;1662;96;-26.4654992;-49.1121371
Guaramirim;4206504;EMEF PROFESSOR DORVALINO FELIPPI E PRE ESCOLAR SENHOR BOM JESUS;42091870;1;0;1;0;0;0;0;1;0;0;0;1;314;18;-26.4736459;-49.0038432
Guaramirim;4206504;CEI PROFESSORA ROSELI ULLMANN;42091888;1;0;1;0;0;0;0;1;0;0;0;1;130;10;-26.4459402;-48.9422575
Guaramirim;4206504;EMEF E CEI MAMAE GANSA E SEUS FILHOTES;42091896;1;0;1;0;0;0;1;0;0;0;0;0;245;19;-26.4848959;-48.9205042
Guaramirim;4206504;EMEF E PE CANTINHO DA AMIZADE;42091900;1;0;1;0;0;0;0;1;0;0;0;1;111;7;-26.5144841;-48.9839061
Guaramirim;4206504;EEF SAO JOSE;42091934;1;0;1;0;0;0;1;1;0;0;0;1;364;23;-26.521885;-48.97938
Guaramirim;4206504;EEB ALFREDO ZIMMERMANN;42091942;1;0;1;0;0;0;1;0;1;0;0;0;976;56;-26.4660099;-48.9784263
Guaramirim;4206504;EEB SAO PEDRO;42091950;1;0;1;0;0;0;0;1;0;0;0;1;894;45;-26.4838651;-48.9217501
Guaramirim;4206504;EMEF E PE PADRE MATHIAS MARIA STEIN;42091969;1;0;1;0;0;0;0;1;0;0;0;0;799;29;-26.4476643;-48.9392627
Guaramirim;4206504;EMEF E PE VEREADOR HEITOR ANTONIO DA SILVA;42091977;1;0;1;0;0;0;1;0;0;0;0;1;93;7;-26.5481167;-48.990159
Guaramirim;4206504;EMEF E PE ANTONIO PLACIDO RAUSISSE;42092000;1;0;1;0;0;0;0;1;0;0;0;1;174;9;-26.4707459;-48.9507892
Guaramirim;4206504;EMEF E PE GERMANO LAFFIN;42092027;1;0;1;0;0;0;0;1;0;0;0;1;236;15;-26.48602;-49.0027458
Guaramirim;4206504;EMEF E PE IARO EUGENIO HANSCH;42092035;1;0;1;0;0;0;1;0;0;0;0;0;277;13;-26.4754813;-49.0245843
Guaramirim;4206504;EMEF E PE JOSE DEQUECH;42092078;1;0;1;0;0;0;1;0;0;0;0;1;697;27;-26.46251849;-48.91959957
Guaramirim;4206504;EMEF E PE PROFESSORA ISABEL LILIA ROSA DE SOUZA;42092140;1;0;1;0;0;0;1;0;0;0;0;1;198;12;-26.4731626;-48.959295
Guaramirim;4206504;EMEF E PE LAURO CARNEIRO DE LOYOLA;42092183;1;0;1;0;0;0;0;1;0;0;0;1;128;12;-26.4650727;-48.9950265
Araquari;4201307;EIEB CACIQUE WERA PUKU;42092191;2;2;1;0;0;0;0;0;1;0;1;1;51;10;-26.4458712;-48.8230464
Guaramirim;4206504;EMEF E PE PROFESSORA ALICE OLINGER DIAS;42092221;1;0;1;0;0;0;0;1;0;0;0;1;114;10;-26.5015572;-48.9249283
Guaramirim;4206504;EEB PREF LAURO ZIMMERMANN;42092230;1;0;1;0;0;0;1;0;0;0;0;0;653;43;-26.4733211;-48.9974292
Guaramirim;4206504;EEF ALMIRANTE TAMANDARE;42092248;1;0;1;0;0;0;1;0;1;0;0;0;640;36;-26.47479343;-49.0026626
Massaranduba;4210605;PE BONDINHO FELIZ;42092256;1;0;1;0;0;0;0;0;1;0;0;0;40;4;-26.6105915;-48.9834236
Massaranduba;4210605;PE IVO VENSKE;42092264;1;0;1;0;0;0;1;0;0;0;0;1;87;4;-26.6132192;-49.0059909
Massaranduba;4210605;PE GOTINHA SAPECA;42092280;1;0;1;0;0;0;0;0;1;0;0;0;128;6;-26.6025016;-48.9879317
Massaranduba;4210605;PE CANTINHO ALEGRE;42092299;2;0;1;0;0;0;0;0;1;0;0;0;53;5;-26.6212884;-49.0691596
Massaranduba;4210605;PE PINGO DE GENTE;42092302;2;0;1;0;0;0;0;0;1;0;0;1;23;4;-26.7056472;-48.969816
Massaranduba;4210605;PE CANTINHO DA AMIZADE;42092329;2;0;1;0;0;0;0;0;1;0;0;1;11;3;-26.5861437;-48.8694483
Massaranduba;4210605;EEB FELIPE MANKE;42092337;2;0;1;0;0;0;0;0;1;0;0;1;236;22;-26.60871;-48.89552167
Massaranduba;4210605;EMEF PADRE BRUNO LINDEN;42092345;2;0;1;0;0;0;0;0;1;0;0;0;234;12;-26.5975596;-49.0634016
Massaranduba;4210605;EEB MARIA KONDER BORNHAUSEN;42092353;2;0;1;0;0;0;0;0;1;0;1;1;234;24;-26.66182333;-48.94678333
Massaranduba;4210605;CEI PADRE ALDOLINO GUESSER;42092361;2;0;1;0;0;0;0;0;1;0;0;0;44;8;-26.5760097;-48.9279478
Massaranduba;4210605;EMEF PROFESSORA MARIA MACHADO KREUTZFELD;42092370;2;0;1;0;0;0;0;1;0;0;0;0;46;5;-26.5861238;-48.8695695
Massaranduba;4210605;CEI PROFESSORA VIDALINA XAVIER;42092388;2;0;1;0;0;0;0;0;1;0;0;0;67;8;-26.6213389;-49.0691658
Massaranduba;4210605;EMEF PROFESSORA ARACI DUARTE;42092396;2;0;1;0;0;0;0;0;1;0;0;0;168;15;-26.6105898;-48.9834303
Massaranduba;4210605;EMEF MINISTRO PEDRO ALEIXO;42092400;1;0;1;0;0;0;0;0;1;0;0;0;575;29;-26.6018522;-48.9882111
Massaranduba;4210605;EMEF ALTO LUIS ALVES;42092469;2;0;1;0;0;0;0;0;1;0;0;1;64;7;-26.7052166;-48.9697251
Massaranduba;4210605;EMEF NICOLAU JENSEN;42092590;1;0;1;0;0;0;1;0;0;0;0;0;161;9;-26.6238278;-49.0160227
Massaranduba;4210605;EEB GENERAL RONDON;42092663;1;0;1;0;0;0;1;0;1;0;0;1;787;39;-26.6152059;-49.0108755
Corupá;4204509;JI ANITA GARIBALDI;42092680;1;0;1;0;0;0;0;1;0;0;0;1;15;1;;
Corupá;4204509;EMEF FRANCISCO MEES;42092728;1;0;1;0;0;0;0;1;0;0;0;1;356;18;-26.4350578;-49.2791724
Corupá;4204509;EMEF JOSE PASQUALINI;42092736;1;0;1;0;0;0;0;1;0;0;0;1;476;19;-26.43869866;-49.22847324
Corupá;4204509;CEI FRANZ DORN;42092744;1;0;1;0;0;0;0;1;0;0;0;1;81;5;-26.4062696;-49.2356252
Corupá;4204509;EEB TERESA RAMOS;42092906;1;0;1;0;0;0;1;0;0;0;0;0;565;42;-26.4236563;-49.244432
Corupá;4204509;EMEF SAO JOSE;42092914;1;0;1;0;0;0;0;1;0;0;0;1;587;26;-26.426985;-49.2447428
Corupá;4204509;EMEF ALUISIO CARVALHO DE OLIVEIRA;42092922;1;0;1;0;0;0;0;1;0;0;0;1;768;32;-26.4377953;-49.2456703
Schroeder;4217402;JARDIM DE INFANCIA PINGO DE GENTE;42092930;1;0;1;0;0;0;0;1;0;0;0;1;101;6;-26.4133202;-49.0765433
Schroeder;4217402;JARDIM DE INFANCIA ABELHINHA FELIZ;42092949;1;0;1;0;0;0;0;1;0;0;0;1;136;6;-26.4458634;-49.0274285
Schroeder;4217402;JARDIM DE INFANCIA BRANCA DE NEVE;42092965;1;0;1;0;0;0;1;0;0;0;0;1;36;3;-26.37549;-49.10765
Schroeder;4217402;JARDIM DE INFANCIA CANTINHO ALEGRE;42092973;2;0;1;0;0;0;0;1;0;0;0;1;15;3;-26.38731345;-49.03518507
Schroeder;4217402;JARDIM DE INFANCIA CHAPEUZINHO VERMELHO;42092981;1;0;1;0;0;0;0;1;0;0;0;1;163;9;-26.3923095;-49.0899462
Schroeder;4217402;JARDIM DE INFANCIA PEQUENO PRINCIPE;42092990;1;0;1;0;0;0;0;1;0;0;0;1;67;4;;
Schroeder;4217402;EEF LUIZ DELFINO;42093007;1;0;1;0;0;0;1;0;1;0;0;0;528;29;-26.3919346;-49.0897477
Schroeder;4217402;ESCOLA MUNICIPAL CASTRO ALVES;42093031;2;0;1;0;0;0;0;1;0;0;0;1;27;5;;
Schroeder;4217402;ESCOLA MUNICIPAL PROFESSOR SANTOS TOMASELLI;42093040;1;0;1;0;0;0;0;1;0;0;0;1;485;23;-26.38627;-49.06003
Schroeder;4217402;EEB PROF ELISA CLAUDIO DE AGUIAR;42093058;1;0;1;0;0;0;1;1;0;0;0;0;592;39;-26.4457047;-49.0276883
Schroeder;4217402;ESCOLA MUNICIPAL FRIDA HEIN KRAUSE;42093074;1;0;1;0;0;0;0;1;0;0;0;1;146;7;-26.37546;-49.10843
Schroeder;4217402;EEB MIGUEL COUTO;42093082;1;0;1;0;0;0;1;0;0;0;0;0;608;32;-26.4225751;-49.0685756
Laguna;4209409;CEI PEIXINHO DOURADO;42093279;2;0;1;0;0;0;0;0;1;0;0;1;34;5;-28.37898654;-48.76491261
Laguna;4209409;CEI PEQUENO PRINCIPE;42093309;1;0;1;0;0;0;0;0;1;0;0;1;210;25;-28.44273599;-48.82256074
Laguna;4209409;CEI SACI PERERE;42093341;2;0;1;0;0;0;0;0;0;1;0;1;19;5;-28.46219722;-48.85554378
Laguna;4209409;CEI SUPER AMIGOS;42093376;2;0;1;0;0;0;0;0;1;0;0;1;15;3;-28.47934617;-48.7845328
Laguna;4209409;CEI TIO PATINHAS;42093384;2;0;1;0;0;0;0;0;1;0;0;1;7;3;-28.45004589;-48.84873977
Laguna;4209409;ESC PRIMEIRO DE GRAU ME;42093430;1;0;1;0;0;0;1;0;0;0;0;0;89;15;;
Laguna;4209409;CEI BAIRRO PROGRESSO;42093465;1;0;1;0;0;0;1;0;0;0;0;1;101;13;-28.47349246;-48.78891452
Laguna;4209409;EEB CEL JOSE MAURICIO DOS SANTOS;42093473;2;0;1;0;0;0;1;0;0;0;0;0;378;39;-28.38184244;-48.78978302
Pescaria Brava;4212650;EEB DOMINGOS BARBOSA CABRAL;42093481;2;0;1;0;0;0;0;1;0;0;0;0;198;16;-28.38594452;-48.86608358
Laguna;4209409;EEB DR RENATO RAMOS DA SILVA;42093490;1;0;1;0;0;0;1;0;0;0;0;0;483;40;;
Laguna;4209409;EEB GREGORIO MANOEL DE BEM;42093503;2;0;1;0;0;0;0;1;0;0;0;0;120;17;-28.48536833;-48.88574667
Pescaria Brava;4212650;EEB NERI MENDONCA DE SOUZA;42093511;2;0;1;0;0;0;1;0;0;0;0;0;227;23;-28.4315119;-48.8720831
Laguna;4209409;EEB SAUL ULYSSEA;42093520;1;0;1;0;0;0;1;0;0;0;0;0;847;64;-28.44129363;-48.82170644
Pescaria Brava;4212650;EEB PALMIRA MORAIS DE MIRANDA;42093538;2;0;1;0;0;0;1;1;0;0;0;0;299;30;-28.4294175;-48.8831014
Laguna;4209409;EEB PROFª IRACY VIRGINIA RODRIGUES;42093554;2;0;1;0;0;0;0;0;1;0;0;1;129;9;-28.43680445;-48.80949746
Laguna;4209409;EEB CHIQUINHA GOMES DE CARVALHO;42093562;2;0;1;0;0;0;0;0;1;0;0;1;27;5;-28.42891939;-48.85235547
