NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS;COORDENADAS_LAT;COORDENADAS_LON
Porto Belo;4213500;CENTRO EDUC PORTO DAS AGUAS LTDA;42145481;1;0;1;0;0;0;1;0;0;0;0;1;769;51;-27.15959209;-48.58507619
Itapema;4208302;EMEB EDUCAR;42145490;1;0;1;0;0;0;1;0;0;0;0;0;1285;62;-27.12685581;-48.60823363
Abelardo Luz;4200101;EEM SEMENTE DA CONQUISTA;42145511;2;1;1;0;0;0;0;0;1;0;1;0;51;11;-26.6626575;-52.1432256
Abelardo Luz;4200101;EEM PAULO FREIRE;42145520;2;1;1;0;0;0;1;0;1;0;1;0;61;14;-26.5858785;-52.1046797
Navegantes;4211306;C E M PROFª GIOVANA SOARES DA CUNHA;42145538;1;0;1;0;0;0;0;0;1;0;0;0;851;33;-26.8769454;-48.6609329
Navegantes;4211306;C E M PROFª MARIA DE LOURDES ANTUNES;42145546;1;0;1;0;0;0;0;1;0;0;0;0;221;11;-26.8830828;-48.6452885
Guaramirim;4206504;CEI PINGO DE GENTE;42145554;1;0;1;0;0;0;0;0;1;0;0;1;96;7;-26.47372611;-49.01833149
Pomerode;4213203;SENAI SC - POMERODE;42145562;1;0;1;0;0;0;1;0;0;0;0;0;99;21;-26.73960333;-49.17732833
Indaial;4207502;UEI AQUARELA;42145570;1;0;1;0;0;0;0;1;0;0;0;1;138;12;-26.87122696;-49.21214221
Indaial;4207502;UEI POLAQUIA;42145589;2;0;1;0;0;0;0;1;0;0;0;1;73;7;-26.930465;-49.20712262
Indaial;4207502;UEI CURUMIM;42145597;1;0;1;0;0;0;0;1;0;0;0;1;228;16;-26.86872605;-49.24888938
Joinville;4209102;CEI SORRISO DA CRIANCA;42145635;1;0;1;0;0;0;1;0;0;0;0;1;46;4;;
Joinville;4209102;CEI REINO DA ALEGRIA;42145643;1;0;1;0;0;0;1;0;0;0;0;1;42;3;-26.24862;-48.79807
Joinville;4209102;CEI PEQUENINOS DE JESUS;42145678;1;0;1;0;0;0;1;0;0;0;0;1;68;7;-26.26103;-48.80888
Joinville;4209102;CEI TRES ROSAS;42145686;1;0;1;0;1;0;1;0;0;0;0;1;19;2;-26.32324;-48.81786
Joinville;4209102;CEI PEQUENOS BAMBINOS;42145724;1;0;1;0;0;0;1;0;0;0;0;1;55;3;-26.2722;-48.87166
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL PEQUENO APRENDIZ;42145740;1;0;1;0;0;0;1;0;0;0;0;1;104;6;;
Joinville;4209102;CEDI PORTAL DA ALEGRIA;42145759;1;0;1;0;0;0;1;0;0;0;0;1;30;3;-26.28972;-48.91092
Treze de Maio;4218400;CEI CANTINHO DA ALEGRIA;42145767;2;0;1;0;0;0;0;1;0;0;0;0;13;1;-28.57686231;-49.20353613
Joinville;4209102;CEI ARCO IRIS;42145783;1;0;1;0;0;0;1;0;0;0;0;0;117;7;-26.26331;-48.9274
Joinville;4209102;CEI TURMINHA DOCE VIDA;42145856;1;0;1;0;0;0;0;1;0;0;0;1;58;3;;
São Miguel do Oeste;4217204;CEI MUNDO MAGICO;42145910;1;0;1;0;0;0;0;1;0;0;0;1;93;8;-26.7346061;-53.503701
Xanxerê;4219507;CEMEI MARIA E JOAO;42145945;1;0;1;0;0;0;0;1;0;0;0;1;100;8;-26.8791408;-52.4109356
Ouro Verde;4211850;APAE DE OURO VERDE;42145961;1;0;1;0;0;0;1;0;0;0;0;1;;;-26.69210102;-52.30832093
Joinville;4209102;CEI MARIA OFELIA GUIMARAES;42145970;1;0;1;0;0;0;1;0;0;0;0;1;117;8;-26.33534;-48.84468
Joinville;4209102;CEI ABELHINHA DOURADA LTDA-ME;42146011;1;0;1;0;0;0;1;0;0;0;0;1;99;7;-26.2753655;-48.82658472
Água Doce;4200408;EM ASSENTAMENTO 1º DE AGOSTO;42146038;2;1;1;0;0;0;0;0;1;0;0;1;38;7;-26.8976482;-51.5745904
Caçador;4203006;CEI TAQUARA VERDE;42146062;1;0;1;0;0;0;1;0;0;0;0;0;30;4;-26.76539167;-51.202555
Joinville;4209102;CEI MAMAE CORUJA;42146070;1;0;1;0;0;0;1;0;0;0;0;1;44;4;-26.31796;-48.80448
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL RAIOS DE LUZ;42146135;1;0;1;0;0;0;1;0;0;0;0;1;30;4;-26.32657;-48.84203
Araranguá;4201406;CEI PRIMEIROS PASSOS;42146151;1;0;1;0;0;0;0;1;0;0;0;0;172;13;-28.9434941;-49.4585657
Sombrio;4217709;CEI MUN PARAISO DA CRIANCA;42146160;1;0;1;0;0;0;0;1;0;0;0;0;119;6;-29.1038415;-49.6449477
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL ESPACO DA CRIANCA;42146178;1;0;1;0;0;0;1;0;0;0;0;1;401;21;-26.32789;-48.80308
Schroeder;4217402;CEIM CRISTIANE INES ZERBIN;42146186;1;0;1;0;0;0;0;1;0;0;0;1;158;18;-26.42159;-49.06233
Joinville;4209102;CEI PEQUENO CEU LTDA ME;42146194;1;0;1;0;0;0;1;0;0;0;0;1;128;11;-26.33784;-48.84551
Canoinhas;4203808;CENTRO DE EDUCACAO INFANTIL CECILIA MEIRELES;42146208;1;0;1;0;0;0;1;0;0;0;0;1;126;11;-26.15970116;-50.39343115
Nova Veneza;4211603;CENTRO EDUCACIONAL BAIRRO BORTOLOTTO;42146240;1;0;1;0;0;0;1;0;0;0;0;1;79;8;-28.64447247;-49.5078006
Joinville;4209102;CEI OS PEQUENINOS;42146259;1;0;1;0;0;0;1;0;0;0;0;1;19;2;;
Joinville;4209102;CEI ARTES E MANHAS E CIA LTDA;42146267;1;0;1;0;0;0;1;0;0;0;0;1;29;3;;
Canelinha;4203709;CENTRO EDUCACIONAL NOVO IDEAL;42146275;1;0;1;0;1;0;1;0;0;0;0;1;279;28;-27.2687657;-48.7647163
Joinville;4209102;CEI JARDIM SOFIA;42146283;1;0;1;0;0;0;1;0;0;0;0;1;253;15;-26.2373;-48.8311
Joinville;4209102;CENTRO EDUC DIA FELIZ;42146313;1;0;1;0;0;0;1;0;0;0;0;1;36;4;-26.34878;-48.79236
Joinville;4209102;CEI BEM ME QUER;42146348;1;0;1;0;0;0;1;0;0;0;0;1;512;26;-26.20832;-48.83152
Ituporanga;4208500;CENTRO DE EDUCACAO INFANTIL IRMA KEMPNER DE FARIAS;42146364;1;0;1;0;0;0;0;1;0;0;0;1;168;17;-27.47675127;-49.57333055
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL PARQUE GUARANI;42146372;1;0;1;0;0;0;1;0;0;0;0;1;283;13;;
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL PAO DE MEL;42146380;1;0;1;0;0;0;0;1;0;0;0;1;281;11;-26.3464;-48.78141
Irani;4207809;CMEI RAIO DE LUZ;42146402;1;0;1;0;0;0;1;1;0;0;0;1;65;11;-27.0092746;-51.90489314
Ibirama;4206900;CENTRO DE EDUCACAO INFANTIL LIDI BRODWOLF;42146429;1;0;1;0;0;0;0;1;0;0;0;1;192;21;-27.0454078;-49.5415365
Lontras;4209904;CENTRO DE EDUCACAO INFANTIL SONHO FELIZ;42146437;1;0;1;0;0;0;1;0;0;0;0;1;44;6;-27.1660691;-49.5434573
Lontras;4209904;CENTRO DE EDUCACAO INFANTIL RAIOS DE SOL;42146445;1;0;1;0;0;0;1;0;0;0;0;1;42;7;-27.1788545;-49.5405095
Içara;4207007;CEI BRANCA DE NEVE;42146461;1;0;1;0;0;0;0;1;0;0;0;1;75;5;-28.7495197;-49.28290973
Santa Terezinha;4215679;UD DE SANTA TEREZINHA;42146488;1;0;1;0;0;0;1;0;0;0;0;1;4;1;;
Rio do Campo;4214508;UD DE RIO DO CAMPO;42146496;1;0;1;0;0;0;0;1;0;0;0;1;20;4;-26.94549785;-50.14124012
Taió;4217808;CEJA DE TAIO;42146500;1;0;1;0;0;0;1;1;0;0;0;1;79;8;-27.11762375;-50.01826088
Trombudo Central;4218608;UD DE TROMBUDO CENTRAL;42146518;1;0;1;0;0;0;1;0;0;0;0;0;10;2;-27.3090876;-49.7962387
Tijucas;4218004;CEI ENEIDE MANNRICH DOS SANTOS;42146526;1;0;1;0;0;0;0;1;0;0;0;0;98;10;-27.2422359;-48.6343148
Criciúma;4204608;CEI AFASC LINO PIZZETTI;42146550;1;0;1;0;0;0;1;1;0;0;0;1;263;38;-28.67852331;-49.34979445
Navegantes;4211306;CMEI RECANTO DOS BAIXINHOS;42146569;1;0;1;0;0;0;1;0;0;0;0;0;105;7;-26.8985811;-48.6519778
Navegantes;4211306;C M EM I PROFª NEROZILDA PINHEIRO FERREIRA;42146577;1;0;1;0;0;0;1;0;0;0;0;0;468;22;-26.8808109;-48.6861234
Navegantes;4211306;CMEI PROF JOSE DOS PASSOS LEMOS;42146585;2;0;1;0;0;0;1;0;0;0;0;0;156;9;-26.827201;-48.7379742
Balneário Camboriú;4202008;N E I SEMENTES DO AMANHA;42146593;1;0;1;0;0;0;1;0;0;0;0;1;315;76;-27.00668;-48.63892
Balneário Camboriú;4202008;N E I NOVA ESPERANCA;42146607;1;0;1;0;0;0;1;0;0;0;0;1;215;18;-27.02479418;-48.61369953
Itajaí;4208203;CEI ODILIO GARCIA;42146615;1;0;1;0;0;0;1;0;0;0;0;1;104;13;-26.8902363;-48.6936398
Itajaí;4208203;CEI PROF ROSANA APARECIDA DE SOUZA;42146623;1;0;1;0;0;0;0;1;0;0;0;1;217;23;-26.90252546;-48.67670648
Itajaí;4208203;CEI MARIO PEDRO FERREIRA;42146631;1;0;1;0;0;0;1;0;0;0;0;1;77;8;-26.956112;-48.6445686
Itajaí;4208203;CEI DARLAN DOTTO WIERSINSKI;42146640;1;0;1;0;0;0;1;0;0;0;0;1;62;10;-26.9106025;-48.6891906
Itajaí;4208203;CEI JOAO VICTORINO;42146658;1;0;1;0;0;0;1;0;0;0;0;1;344;28;-26.9043437;-48.7048173
Itajaí;4208203;SERVICO SOCIAL DO COMERCIO;42146666;1;0;1;0;0;0;1;0;0;0;0;1;643;23;;
São Francisco do Sul;4216206;UD DE SAO FRANCISCO DO SUL;42146674;1;0;1;0;0;0;1;0;0;0;0;1;62;12;;
Itajaí;4208203;CEI VER LUIZ GONZAGA AGOSTINHO;42146682;1;0;1;0;0;0;0;0;1;0;0;1;125;13;-26.9036369;-48.66947458
Princesa;4214151;CMEI PEQUENOS ANJOS;42146690;1;0;1;0;0;0;0;1;0;0;0;1;139;12;-26.44464651;-53.59702639
Criciúma;4204608;CENTRO DE ATIV DE CRICIUMA SESC;42146704;1;0;1;0;0;0;1;0;0;0;0;1;526;23;-28.67009277;-49.35829553
Passo de Torres;4212254;UD DE PASSO DE TORRES;42146739;1;0;1;0;0;0;1;0;0;0;0;1;46;9;-29.32299097;-49.72409762
Garuva;4205803;UD DE GARUVA;42146747;1;0;1;0;0;0;1;0;0;0;0;1;20;3;;
Maracajá;4210407;UD DE MARACAJA;42146763;1;0;1;0;0;0;1;0;0;0;0;0;29;9;-28.8624825;-49.4468117
Lauro Müller;4209607;ESCOLA MUNICIPAL HILARIO PESCADOR;42146780;1;0;1;0;0;0;1;0;0;0;0;1;500;30;-28.38715496;-49.38799374
Corupá;4204509;CEI GERTRUDES STEFFEN;42146801;1;0;1;0;0;0;0;1;0;0;0;1;93;5;-26.43798167;-49.22833
São José;4216602;CEI MARIA DE LOURDES BOTT PHILIPPI;42146895;1;0;1;0;0;0;1;1;0;0;0;1;81;10;-27.6129687;-48.6296469
Chapecó;4204202;CENTRO EDUCACIONAL CONEXAO;42146917;1;0;1;0;0;0;1;0;0;0;0;1;25;6;;
Chapecó;4204202;CEI INFANCIA FELIZ;42146925;1;0;1;0;0;0;1;0;0;0;0;0;30;3;-27.10876914;-52.6200815
Anita Garibaldi;4201000;UD DE ANITA GARIBALDI;42146933;1;0;1;0;0;0;1;0;0;0;0;0;35;10;-27.69277807;-51.12928245
Bocaina do Sul;4202438;UD DE BOCAINA DO SUL;42146941;1;0;1;0;0;0;1;0;0;0;0;0;14;4;-27.74171221;-49.94585873
Capão Alto;4203253;UD DE CAPAO ALTO;42146950;1;0;1;0;0;0;1;0;0;0;0;0;10;2;;
Ipumirim;4207700;UD DE IPUMIRIM;42146968;1;0;1;0;0;0;1;0;0;0;0;1;35;7;-27.07517174;-52.13403242
Navegantes;4211306;CMEI PROF ALESSANDRA ZILDA DA SILVA;42146976;1;0;1;0;0;0;1;0;0;0;0;0;245;19;-26.8822448;-48.6452103
Piratuba;4213104;UD DE PIRATUBA;42146984;1;0;1;0;0;0;1;0;0;0;0;0;34;6;-27.42260176;-51.77742318
Xavantina;4219606;UD DE XAVANTINA;42146992;1;0;1;0;0;0;1;0;0;0;0;1;6;2;-27.07014573;-52.34034608
Arabutã;4201273;UD DE ARABUTA;42147018;1;0;1;0;0;0;0;1;0;0;0;1;2;2;-27.15722094;-52.13457535
Arvoredo;4201653;UD DE ARVOREDO;42147026;1;0;1;0;0;0;1;0;0;0;0;1;6;3;;
Ipira;4207601;UD DE IPIRA;42147034;1;0;1;0;0;0;1;0;0;0;0;0;27;5;-27.40104592;-51.77867102
Paial;4211876;UD DE PAIAL;42147042;1;0;1;0;0;0;1;0;0;0;0;1;8;2;-27.25636333;-52.498935
Lindóia do Sul;4209854;UD DE LINDOIA DO SUL;42147050;1;0;1;0;0;0;1;0;0;0;0;1;35;5;-27.05248447;-52.09159895
Guatambú;4206652;UD DE GUATAMBU;42147077;1;0;1;0;0;0;1;0;0;0;0;0;13;2;;
Major Gercino;4210209;UD DE MAJOR GERCINO;42147140;1;0;1;0;0;0;0;0;1;0;0;1;23;6;-27.4142;-48.95025
Canelinha;4203709;UD DE CANELINHA;42147158;1;0;1;0;0;0;0;1;0;0;0;1;82;11;;
Botuverá;4202701;UD DE BOTUVERA;42147166;1;0;1;0;0;0;1;1;0;0;0;0;14;4;;
São João Batista;4216305;UD DE SAO JOAO BATISTA;42147174;1;0;1;0;0;0;1;0;0;0;0;0;124;15;;
Papanduva;4212205;UD DE PAPANDUVA;42147190;1;0;1;0;0;0;1;0;0;0;0;0;91;10;-26.42133866;-50.12541862
Major Vieira;4210308;UD DE MAJOR VIEIRA;42147204;1;0;1;0;0;0;1;1;0;0;0;1;20;6;-26.36901748;-50.32907938
Vargeão;4219101;UD DE VARGEAO;42147212;1;0;1;0;0;0;0;0;1;0;0;1;12;3;-26.8623135;-52.1510127
Passos Maia;4212270;UD DE PASSOS MAIA;42147220;1;0;1;0;0;0;1;0;1;0;0;0;22;4;-26.7789629;-52.05874499
Blumenau;4202404;SESC - CENTRO DE EDUCACAO INFANTIL;42147239;1;0;1;0;0;0;1;0;0;0;0;0;129;12;-26.91596627;-49.06420209
Blumenau;4202404;CENTRO DE EDUCACAO INFANTIL ENCANTO E MAGIA;42147247;1;0;1;0;1;0;1;0;0;0;0;1;87;6;-26.9640427;-49.0630109
Blumenau;4202404;COLEGIO MENINO JESUS LTDA;42147255;1;0;1;0;0;0;1;0;0;0;0;0;490;23;-26.9244993;-49.1218065
Tubarão;4218707;CEI CIDADE AZUL;42147263;1;0;1;0;0;0;1;1;0;0;0;0;79;9;-28.4697424;-49.04418962
Fraiburgo;4205506;CEM SAO MIGUEL;42147271;1;0;1;0;0;0;0;1;0;0;0;1;712;41;-27.049175;-50.934675
Camboriú;4203204;CENTRO EDUC NANA NENEM;42147280;1;0;1;0;0;0;1;0;0;0;0;0;65;7;-27.02424;-48.64811
Videira;4219309;CENTRO MUNICIPAL DE EDUCACAO INFANTIL MONTEIRO LOBATO;42147298;1;0;1;0;0;0;0;1;0;0;0;0;138;9;-27.00139964;-51.16974878
Blumenau;4202404;ANJOS DA TERRA ESPACO EDUC INFANTIL LTDA;42147301;1;0;1;0;0;0;1;0;0;0;0;1;95;6;;
Blumenau;4202404;ESCOLA EXPRESSAO;42147310;1;0;1;0;0;0;1;0;0;0;0;0;95;6;-26.899475;-49.0813578
Blumenau;4202404;CEI WALLY SERENA BRANDES;42147328;1;0;1;0;0;0;1;0;0;0;0;1;118;14;-26.9095135;-49.1402325
Serra Alta;4217550;CENTRO MUN DE EDUCACAO;42147336;1;0;1;0;0;0;0;1;0;0;0;1;288;23;-26.7260678;-53.0449263
Joinville;4209102;INSTITUTO REFERENCIA EM EDUCACAO INTEGRADA LTDA;42147352;1;0;1;0;0;0;1;0;0;0;0;1;98;15;-26.301241;-48.851834
Xaxim;4219705;CENTRO DE ED DE JOVENS E ADULTOS DE XAXIM;42147360;1;0;1;0;0;0;0;1;0;0;0;0;142;11;-26.9613667;-52.53443495
Navegantes;4211306;CMEI PROF MARIA DOS NAVEGANTES RAMOS;42147379;1;0;1;0;0;0;1;1;0;0;0;1;109;7;-26.8591915;-48.7148665
Orleans;4211702;UD DE ORLEANS;42147387;1;0;1;0;0;0;1;0;0;0;0;1;97;12;-28.36081026;-49.29108096
Forquilhinha;4205456;UD DE FORQUILHINHA;42147409;1;0;1;0;0;0;1;0;0;0;0;0;123;24;-28.7503093;-49.4736273
Caçador;4203006;COLEGIO DOS SANTOS ANJOS;42147417;1;0;1;0;0;0;1;0;0;0;0;1;185;17;-26.7676477;-51.0190039
Vidal Ramos;4219200;UD DE VIDAL RAMOS;42147425;1;0;1;0;0;0;0;1;0;0;0;0;40;8;-27.3918684;-49.3622084
Alfredo Wagner;4200705;UD DE ALFREDO WAGNER;42147433;1;0;1;0;0;0;1;1;0;0;0;1;76;5;-27.70152341;-49.33491899
Atalanta;4201802;UD DE ATALANTA;42147441;1;0;1;0;0;0;1;0;0;0;0;1;15;4;-27.4197939;-49.78291905
Agrolândia;4200200;UD DE AGROLANDIA;42147450;1;0;1;0;0;0;1;0;0;0;0;0;59;4;-27.4125247;-49.8291344
Leoberto Leal;4209805;UD DE LEOBERTO LEAL;42147468;1;0;1;0;0;0;1;1;0;0;0;1;25;6;;
Chapadão do Lageado;4204194;UD DE CHAPADAO DO LAGEADO;42147476;1;0;1;0;0;0;0;1;0;0;0;1;27;8;-27.588622;-49.5482325
São João Batista;4216305;CRECHE MUN LUIZA MOTTER;42147484;1;0;1;0;0;0;1;0;0;0;0;1;63;9;-27.26824186;-48.86115444
Timbé do Sul;4218103;ESCOLA MUNICIPAL DO ENSINO FUNDAMENTAL FREI MODESTO;42147506;1;0;1;0;0;0;1;0;0;0;0;0;414;31;-28.8333923;-49.8408421
Penha;4212502;UD DE PENHA;42147514;1;0;1;0;0;0;1;0;0;0;0;0;53;9;;
São Bento do Sul;4215802;COOPERATIVA DE EDUCACAO DE PROFESSORES E ESPECIALISTAS;42147522;1;0;1;0;0;0;1;0;0;0;0;0;85;2;-26.24546;-49.38739333
Capivari de Baixo;4203956;SENAI SC - CAPIVARI DE BAIXO;42147530;1;0;1;0;0;0;1;0;0;0;0;0;141;21;-28.43968196;-48.9611851
São José;4216602;COOPERATIVA DE EDUCACAO DE PROFESSORES E ESPECIALISTAS;42147549;1;0;1;0;0;0;1;0;0;0;0;1;1010;14;-27.55305597;-48.62029795
Monte Carlo;4211058;UD DE MONTE CARLO;42147557;1;0;1;0;0;0;1;0;0;0;0;1;40;4;;
Zortéa;4219853;UD DE ZORTEA;42147565;1;0;1;0;0;0;1;0;0;0;0;1;50;4;;
Ituporanga;4208500;CENTRO EDUCACIONAL LEANDRO DOS SANTOS;42147573;2;0;1;0;0;0;1;1;0;0;0;1;93;8;-27.54439907;-49.46580107
Garuva;4205803;EIEF TARUMA;42147581;2;2;1;0;0;0;0;0;1;0;1;0;13;6;;
Angelina;4200903;CMEI FARTURA;42147590;2;0;1;0;0;0;0;1;0;0;0;1;10;2;;
Palhoça;4211900;SENAI SC - PALHOCA;42147603;1;0;1;0;0;0;1;0;0;0;0;1;156;27;-27.618425;-48.66242833
Sangão;4215455;CENTRO DE EDUCACAO INFANTIL PEQUENOS BRILHANTES;42147620;2;0;1;0;0;0;0;1;0;0;0;0;44;8;-28.67432609;-49.13825104
Capinzal;4203907;SENAI SC - CAPINZAL;42147638;1;0;1;0;0;0;1;0;0;0;0;0;75;10;-27.37964337;-51.58297955
Rio Negrinho;4215000;CMEI CLARA LUZ;42147646;1;0;1;0;0;0;1;0;0;0;0;0;154;23;-26.26126526;-49.53613597
Mafra;4210100;SENAI SC - MAFRA;42147654;1;0;1;0;0;0;1;0;0;0;0;1;111;16;-26.12458614;-49.8176255
Bela Vista do Toldo;4202131;CENTRO DE EDUCACAO INFANTIL RAIOS DE SOL;42147662;2;0;1;0;0;0;0;1;0;0;0;1;47;8;-26.27397394;-50.52493171
Blumenau;4202404;CEI PROF MARLISE STRITTHORST THEIS;42147670;1;0;1;0;0;0;1;0;0;0;0;1;218;33;-26.8811326;-49.0636753
Florianópolis;4205407;NEIM MORRO DO MOCOTO;42147689;1;0;1;0;0;0;1;0;0;0;0;0;95;10;-27.608341;-48.5440724
Ilhota;4207106;CEI VO ROSA;42147697;1;0;1;0;0;0;1;0;0;0;0;0;202;12;-26.91103029;-48.8159427
Curitibanos;4204806;NUCLEO MUNICIPAL DO CAMPO LEONIZA CARVALHO AGOSTINI;42147700;2;0;1;0;0;0;1;0;0;0;0;1;178;12;-27.19941139;-50.63197958
Irineópolis;4207908;UNIDADE DE CRECHE PEDRA BRANCA;42147719;2;0;1;0;0;0;0;1;0;0;0;1;16;1;-26.39993667;-50.6759
Guabiruba;4206306;ESC DE ED INFANTIL PROFESSORA IDA SILVA DEBATIN;42147727;1;0;1;0;0;0;1;0;0;0;0;0;129;13;-27.0888659;-48.9832721
Chapecó;4204202;COLEGIO LOGOSOFICO GONZALEZ PECOTCHE;42147735;1;0;1;0;0;0;0;1;0;0;0;0;304;28;-27.12814;-52.60553
Schroeder;4217402;ESCOLA MUNICIPAL PROFª CLARICE LANGE JACOBI;42147743;1;0;1;0;0;0;0;1;0;0;0;1;282;14;-26.446085;-49.0136721
São José;4216602;CENTRO EDUCACIONAL MUNICIPAL SANTA TEREZINHA;42147751;1;0;1;0;0;0;0;1;0;0;0;1;795;50;-27.5611263;-48.6736265
São José;4216602;CEM MORAR BEM;42147760;1;0;1;0;0;0;0;1;0;0;0;1;639;42;-27.53995156;-48.64186212
São José;4216602;CEM SANTA ANA;42147778;1;0;1;0;0;0;0;1;0;0;0;1;227;32;-27.5833115;-48.7181206
Major Vieira;4210308;CRECHE MUNICIPAL ESTEPHANIA SJABELSKI;42147786;1;0;1;0;0;0;1;0;0;0;0;1;119;12;-26.36465;-50.32220333
Chapecó;4204202;SERVICO SOCIAL DO COMERCIO;42147794;1;0;1;0;0;0;1;0;0;0;0;1;642;29;-27.09927833;-52.62631
Itaiópolis;4208104;PE MUN MENINO JESUS;42147808;1;0;1;0;0;0;0;1;0;0;0;0;20;4;;
Itaiópolis;4208104;PE MUN PARAGUACU;42147816;1;0;1;0;0;0;0;0;1;0;0;0;42;6;-26.38879385;-49.91630934
