NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS;COORDENADAS_LAT;COORDENADAS_LON
Barra Velha;4202107;CEI PROFª PORFIRIA COELHO DA SILVA;42153050;1;0;1;0;0;0;1;0;0;0;0;1;239;26;-26.5988916;-48.6796733
Itajaí;4208203;CEI GABRIEL DALLAGO;42153077;2;0;1;0;0;0;0;1;0;0;0;1;53;7;-26.9737889;-48.7471513
Itajaí;4208203;BANDA FILARMONICA DE ITAJAI;42153085;1;0;1;0;0;0;0;1;0;0;0;1;;;-26.902212;-48.6881657
Jaraguá do Sul;4208906;UD PRESIDIO REGIONAL DE JARAGUA DO SUL;42153093;1;0;1;0;0;0;1;0;0;0;0;0;101;8;-26.5168144;-49.1593072
Lages;4209300;UD PRESIDIO REGIONAL DE LAGES;42153107;1;0;1;0;0;0;1;0;0;0;0;0;24;9;-27.81866768;-50.31124487
Blumenau;4202404;UD PRESIDIO REGIONAL DE BLUMENAU;42153115;1;0;1;0;0;0;1;1;0;0;0;0;17;2;-26.90131773;-49.134534
Barra Velha;4202107;UD UNIDADE PRISIONAL AVANCADA DE BARRA VELHA;42153123;1;0;1;0;0;0;1;0;0;0;0;0;12;3;;
Joaçaba;4209003;UD PRESIDIO REGIONAL DE JOACABA;42153158;1;0;1;0;0;0;1;0;0;0;0;0;8;2;-27.17850715;-51.5431235
Balneário Rincão;4220000;UD BALNEARIO RINCAO;42153166;1;0;1;0;0;0;1;0;1;0;0;0;30;8;-28.8243695;-49.2284339
Criciúma;4204608;UD PRESIDIO REGIONAL DE CRICIUMA;42153174;1;0;1;0;1;0;1;0;0;0;0;0;29;10;-28.69461222;-49.40305447
Criciúma;4204608;UD PENITENCIARIA SUL;42153190;2;0;1;0;1;0;1;0;0;0;0;0;13;9;-28.69111139;-49.38827408
Joaçaba;4209003;CEI TEMPO DE APRENDER;42153204;1;0;1;0;0;0;1;0;0;0;0;0;185;30;-27.17170472;-51.52224007
Maravilha;4210506;UD PRISIONAL AVANCADA DE MARAVILHA;42153212;1;0;1;0;0;0;1;0;0;0;0;1;21;3;-26.77158971;-53.18994288
Xanxerê;4219507;UD PRESIDIO REGIONAL DE XANXERE;42153220;1;0;1;0;0;0;0;0;1;0;0;1;35;3;-26.87996255;-52.38106445
Caçador;4203006;UD DO PRESIDIO REGIONAL DE CACADOR;42153239;1;0;1;0;0;0;1;0;0;0;0;1;20;5;-26.7964815;-51.0013006
Araranguá;4201406;UD PRESIDIO REGIONAL DE ARARANGUA;42153247;1;0;1;0;0;0;1;0;0;0;0;0;38;4;-28.97142164;-49.534992
Itapema;4208302;UD UPA DE ITAPEMA;42153271;1;0;1;0;0;0;1;0;0;0;0;1;12;5;;
Brusque;4202909;UD UNIDADE PRISIONAL AVANCADA DE BRUSQUE;42153280;2;0;1;0;1;0;1;1;0;0;0;0;21;3;;
Chapecó;4204202;UD PRESIDIO REGIONAL FEMININO DE CHAPECO;42153298;1;0;1;0;0;0;1;1;0;0;0;0;62;8;-27.1118482;-52.6757215
Abelardo Luz;4200101;CEI FUTURA GERACAO;42153301;1;0;1;0;0;0;0;1;0;0;0;0;49;7;;
Videira;4219309;ESCOLA DE EDUCACAO BASICA MUNICIPAL GABRIEL BOGONI;42153310;1;0;1;0;0;0;0;1;0;0;0;0;312;19;-26.992951;-51.1588244
Criciúma;4204608;CEI JARDIM DA ALEGRIA LTDA ME;42153328;1;0;1;0;0;0;1;0;0;0;0;0;110;11;-28.68567582;-49.37354814
Criciúma;4204608;COLEGIO SOLETRANDO;42153336;1;0;1;0;0;0;1;0;0;0;0;1;46;8;-28.67332678;-49.38000517
Araranguá;4201406;CENTRO EDUC E RECREATIVO DAY CARE INFANTIL LTDA;42153344;1;0;1;0;0;0;1;0;0;0;0;0;57;10;-28.93606124;-49.47826897
Timbó;4218202;SESI SC - TIMBO;42153352;1;0;1;0;0;0;1;0;0;0;0;0;100;4;-26.8269637;-49.2713939
Gaspar;4205902;CENTRO DE DESENV INFA TEMPOS DE INFANCIA;42153360;1;0;1;0;0;0;0;1;0;0;0;1;82;3;-26.85165;-49.03822
São Francisco do Sul;4216206;COLEGIO KRAPP LTDA;42153379;1;0;1;0;0;0;1;0;0;0;0;1;506;30;;
Catanduvas;4204004;COLEGIO LUTERANO SANTISSIMA TRINDADE;42153409;1;0;1;0;0;0;1;0;0;0;0;0;184;18;-27.0714281;-51.6564781
Joinville;4209102;CEI JOSE FRANCISCO VIEIRA;42153417;1;0;1;0;0;0;1;0;0;0;0;1;339;15;;
Joinville;4209102;CEI PROF SALETE KONECKI;42153425;1;0;1;0;0;0;1;0;0;0;0;1;335;15;;
Joinville;4209102;CEI PROFESSORA TERESA CAMPREGHER MOREIRA;42153433;1;0;1;0;0;0;1;0;0;0;0;1;360;18;;
Governador Celso Ramos;4206009;CEI PROFESSORA RAQUEL DAVINA ALVES DE SOUZA;42153441;1;0;1;0;0;0;0;1;0;0;0;0;107;20;-27.39857348;-48.59825321
Piratuba;4213104;ESCOLA SOCIO AMBIENTAL;42153450;2;0;1;0;0;0;1;0;0;0;0;0;;;;
Joinville;4209102;CEI FAZENDO ARTE;42153468;1;0;1;0;0;0;1;0;0;0;0;1;89;6;;
Balneário Gaivota;4202073;CEI TIA BENTA;42153492;1;0;1;0;0;0;0;1;0;0;0;0;187;11;-29.15445041;-49.58738439
Araranguá;4201406;FACULDADE DO VALE DO ARARANGUA LTDA ME;42153506;1;0;1;0;0;0;1;0;0;0;0;1;211;21;-28.93583882;-49.48164556
São Lourenço do Oeste;4216909;IFSC - CAMPUS AVANCADO SAO LOURENCO DO OESTE;42153522;1;0;1;0;0;0;0;1;0;0;0;1;118;13;-26.40429107;-52.78483203
Florianópolis;4205407;ESCOLA TECNICA PRO SAUDE;42153530;1;0;1;0;0;0;1;0;0;0;0;0;595;10;-27.593715;-48.556775
Palhoça;4211900;CEI MUNDO MAGICO;42153549;1;0;1;0;0;0;0;1;0;0;0;0;172;16;-27.6100926;-48.66726461
Palhoça;4211900;CEI PRIMEIROS PASSOS;42153557;1;0;1;0;0;0;0;1;0;0;0;0;106;18;-27.6207671;-48.6677813
Chapecó;4204202;CEIB BEBE CRIANCA LTDA;42153565;1;0;1;0;0;0;1;0;0;0;0;1;93;5;;
Palhoça;4211900;CENTRO EDUCACIONAL MULLER;42153573;1;0;1;0;0;0;1;0;0;0;0;0;444;26;-27.64029145;-48.67791031
Itajaí;4208203;UD DO COMPLEXO PENITENCIARIO DO VALE DO ITAJAI;42153581;2;0;1;0;0;0;1;0;0;0;0;0;19;6;;
Itajaí;4208203;UD PRESIDIO REGIONAL DE ITAJAI FEMININO;42153590;1;0;1;0;0;0;1;0;0;0;0;1;37;7;;
Timbó;4218202;CENTRO EDUCACIONAL TIMBO EIRELI;42153603;1;0;1;0;0;0;1;0;0;0;0;1;79;15;-26.82561906;-49.27546707
Camboriú;4203204;CENTRO EDUCACIONAL MENNA BARRETO;42153611;1;0;1;0;0;0;1;0;0;0;0;0;64;4;-27.03337018;-48.65967597
Florianópolis;4205407;COLEGIO CRISTAO MONTE SIAO;42153620;1;0;1;0;0;0;1;0;0;0;0;1;34;5;;
Palhoça;4211900;CENTRO DE EDUCACAO RECRIEACAO;42153638;1;0;1;0;0;0;1;0;0;0;0;0;323;19;;
Chapecó;4204202;CEIM ADELINA DALL IGNA CARLESSO;42153646;1;0;1;0;0;0;0;0;1;0;0;1;139;9;-27.10741889;-52.672815
São José;4216602;COC COLEGIO OSVALDO CARVALHO CONTINENTE;42153654;1;0;1;0;0;0;1;0;0;0;0;1;148;44;;
Taió;4217808;CEI MARIA MAZZI MAINHARDT;42153662;1;0;1;0;0;0;1;0;0;0;0;1;105;18;-27.13273;-49.98981333
Imbituba;4207304;CMEI MARIA LOPES DA SILVA DONA PEQUENA;42153670;1;0;1;0;0;0;0;1;0;0;0;1;79;13;-28.26109667;-48.696655
Joinville;4209102;CEI ABC DA CRIANCA;42153689;1;0;1;0;0;0;1;0;0;0;0;1;99;12;;
Joinville;4209102;CEI JOAO E MARIA;42153700;1;0;1;0;0;0;1;0;0;0;0;1;29;2;;
Joinville;4209102;CEI REINO DA CRIANCA;42153735;1;0;1;0;0;0;1;0;0;0;0;0;117;5;;
Cocal do Sul;4204251;IEI MARIA DE LOURDES CARARA;42153743;1;0;1;0;0;0;1;0;0;0;0;1;111;20;-28.58860732;-49.31902838
Imbituba;4207304;CENTRO EDUCACIONAL IDEAL;42153751;2;0;1;0;0;0;1;0;0;0;0;1;62;9;;
Camboriú;4203204;CEI PROF ORLANDO SOUZA FILHO;42153760;1;0;1;0;0;0;1;0;0;0;0;1;313;17;-27.0353026;-48.6661301
Rio do Campo;4214508;ESCOLA MUNICIPAL PREFEITO HILARIO PREIS;42153786;1;0;1;0;0;0;1;0;0;0;0;1;209;13;-26.94158667;-50.141585
Camboriú;4203204;PRE ESCOLAR MUNICIPAL MARIZA GALDINE;42153794;1;0;1;0;0;0;1;0;0;0;0;0;273;14;-27.035703;-48.6403103
São Cristóvão do Sul;4216057;UD PENITENCIARIA INDUSTRIAL DE SAO CRISTOVAO DO SUL;42153808;1;0;1;0;0;0;1;0;0;0;0;1;79;14;-27.26428417;-50.4302944
Araranguá;4201406;CEI DONA VALDA PAGNAN PAULINO;42153816;1;0;1;0;0;0;0;1;0;0;0;0;131;9;-28.93039;-49.48642
Balneário Camboriú;4202008;COC BALNEARIO CAMBORIU COLEGIO CARVALHO;42153824;1;0;1;0;0;0;1;0;0;0;0;1;673;39;;
São José;4216602;CEI JARDIM ZANELATO;42153840;1;0;1;0;0;0;0;1;0;0;0;1;288;20;;
São José;4216602;CEI ERICA SCHMIDT DE SOUZA;42153859;1;0;1;0;0;0;1;1;0;0;0;1;304;21;-27.56735333;-48.64346667
Lages;4209300;COLEGIO PINGOS DE MEL;42153867;1;0;1;0;0;0;1;0;0;0;0;1;112;15;-27.8056674;-50.3128468
Campos Novos;4203600;CEIM RAIO DE LUZ;42153883;2;0;1;0;0;0;0;1;0;0;0;1;9;1;;
Campos Novos;4203600;CEIM VIVENDO E APRENDENDO;42153891;2;1;1;0;0;0;0;1;0;0;0;1;26;2;;
Lages;4209300;ESCOLA DE EDUCACAO FREINET;42153913;1;0;1;0;0;0;1;0;0;0;0;1;20;7;-27.8209906;-50.3281735
Joinville;4209102;ESCOLA MUNICIPAL DE SAUDE MARIA CAROLA KELLER;42153930;1;0;1;0;0;0;1;0;0;0;0;1;66;14;;
Curitibanos;4204806;CENTRO EDUCACAO INFANTIL SESC CURITIBANOS;42153948;1;0;1;0;0;0;1;0;0;0;0;1;266;14;-27.29518288;-50.5793022
Blumenau;4202404;CRECHE E JARDIM MENINOS E MENINAS;42153956;1;0;1;0;0;0;1;0;0;0;0;1;93;7;-26.88724268;-49.08303335
Bombinhas;4202453;ESCOLA DOUTOR CORUJA LTDA;42153972;1;0;1;0;0;0;1;1;0;0;0;1;45;6;;
Araranguá;4201406;CENTRO EDUCACIONAL INFANTIL TIA TUDE - AFAIA;42153980;1;0;1;0;0;0;1;0;0;0;0;0;83;6;-28.94877429;-49.50539071
Araranguá;4201406;CENTRO DE EDUCACAO INFANTIL AMAR;42153999;1;0;1;0;0;0;1;1;0;0;0;0;140;8;-28.93547018;-49.47777598
Chapecó;4204202;CENTRO DE EDUCACAO INFANTIL EXPOENTE;42154014;1;0;1;0;0;0;1;0;1;0;0;1;141;13;-27.13716188;-52.59260633
Catanduvas;4204004;CEDAC CENTRO EDUCACIONAL AGUAS CLARAS;42154022;1;0;1;0;0;0;1;0;0;0;0;1;202;22;-27.07128333;-51.66306167
Itajaí;4208203;VALLEY INTERNATIONAL SCHOOL;42154030;1;0;1;0;0;0;1;0;0;0;0;1;234;23;;
Araranguá;4201406;PRE-ESCOLAR OPERARIA;42154049;2;0;1;0;0;0;0;0;1;0;0;1;48;3;-28.95084692;-49.52954611
Tubarão;4218707;CENTRO DE EDUCACAO INFANTIL PAPAI CORUJA;42154057;1;0;1;0;0;0;1;0;0;0;0;0;44;6;-28.48576088;-49.01118969
Balneário Camboriú;4202008;INSTITUTO S S ESCOLA TECNICA PROFISSIONALIZANTE;42154065;1;0;1;0;0;0;1;0;0;0;0;0;28;3;-26.9937121;-48.6381434
Otacílio Costa;4211751;CEOC CENTRO EDUCACIONAL DE OTACILIO COSTA;42154073;1;0;1;0;0;0;1;0;0;0;0;1;35;6;-27.5087773;-50.1102478
Tubarão;4218707;CENTRO DE EDUCACAO INFANTIL SAPEQUINHAS;42154081;1;0;1;0;0;0;1;0;0;0;0;1;77;4;-28.48579667;-48.996295
Florianópolis;4205407;ESCOLA DE ENSINO MEDIO ESTIMOARTE LTDA EPP;42154090;1;0;1;0;0;0;1;0;0;0;0;1;83;13;-27.63439169;-48.52343862
Botuverá;4202701;ESCOLA MUNICIPAL INES GIANESINI MERIZIO;42154103;1;0;1;0;0;0;1;0;0;0;0;1;141;12;-27.1756098;-49.0121012
Araquari;4201307;CENTRO DE EDUCACAO INFANTIL CINDERELA;42154111;1;0;1;0;0;0;1;0;0;0;0;1;139;17;;
Canoinhas;4203808;CENTRO DE EDUCACAO INFANTIL PEDRO IVO OLESKOVICZ;42154120;1;0;1;0;0;0;0;1;0;0;0;1;115;8;-26.20536395;-50.42094577
Tijucas;4218004;CEI ZILDA MARIA PEIXER;42154138;1;0;1;0;0;0;0;1;0;0;0;0;270;26;;
Jaraguá do Sul;4208906;CMEI MARIA MOKWA KIATKOSKY;42154146;1;0;1;0;0;0;1;0;0;0;0;1;86;5;-26.4630317;-49.1976164
Jaraguá do Sul;4208906;PRE ESCOLAR ELIANE WELK KREUTZFELD;42154154;1;0;1;0;0;0;1;0;0;0;0;1;194;7;-26.48029408;-49.09573783
Balneário Camboriú;4202008;NEI NOVA GERACAO;42154162;1;0;1;0;0;0;1;0;0;0;0;1;360;31;-27.0070285;-48.63966137
Guaramirim;4206504;CENTRO DE EDUCACAO INFANTIL PROFESSORA ROSA ZENIR DALPRA TESTONI;42154170;1;0;1;0;0;0;1;0;0;0;0;1;43;4;-26.5059556;-49.0083823
Rio do Sul;4214805;CENTRO DE EDUCACAO INFANTIL CAMINHO DO FAROL;42154189;1;0;1;0;0;0;1;0;0;0;0;1;71;5;-27.2235516;-49.645453
São José;4216602;CENTRO EDUCACIONAL ATITUDE;42154197;1;0;1;0;0;0;1;0;0;0;0;0;82;9;;
Lages;4209300;CENTRO DE EDUCACAO INFANTIL RECREAR RECREACAO INFANTIL;42154219;1;0;1;0;0;0;1;0;0;0;0;1;37;6;-27.82632475;-50.3295048
São José;4216602;CENTRO DE EDUCACAO INFANTIL RENASCER;42154227;1;0;1;0;0;0;0;1;0;0;0;0;104;6;-27.54644243;-48.64266662
Araquari;4201307;CENTRO DE EDUCACAO INFANTIL HELEY DE ABREU SILVA BATISTA;42154235;1;0;1;0;0;0;1;0;0;0;0;1;147;16;;
Blumenau;4202404;COLEGIO POLICIAL MILITAR FELICIANO NUNES PIRES - UNIDADE PEDRO II;42154243;1;0;1;0;0;0;1;0;0;0;0;1;292;23;-26.92687;-49.06578
Joinville;4209102;COLEGIO POLICIAL MILITAR FELICIANO NUNES PIRES - UNIDADE OSVALDO ARANHA;42154251;1;0;1;0;0;0;1;0;0;0;0;0;294;34;-26.2977211;-48.8710867
Blumenau;4202404;UD PENITENCIARIA INDUSTRIAL DE BLUMENAU;42154308;1;0;1;0;0;0;1;1;0;0;0;0;85;4;-26.8979978;-49.0213043
São Bento do Sul;4215802;CEDUP PADRE AFONSO ROBL;42154316;1;0;1;0;0;0;1;0;0;0;0;1;494;41;-26.22067461;-49.34646057
Campo Belo do Sul;4203402;UD DE CAMPO BELO;42154324;1;0;1;0;0;0;1;0;0;0;0;0;44;11;-27.9008343;-50.7590191
Campo Alegre;4203303;UD CAMPO ALEGRE;42154332;1;0;1;0;0;0;1;0;0;0;0;1;8;5;-26.19258407;-49.26569715
Joinville;4209102;CEI PRINCIPE DA PAZ;42154340;1;0;1;0;0;0;0;1;0;0;0;0;67;7;;
Gaspar;4205902;ESCOLA DE EDUCACAO INFANTIL ESSENCIA DO BRINCAR;42154359;1;0;1;0;0;0;0;1;0;0;0;1;130;12;-26.9320563;-48.9466528
Caçador;4203006;CMEI ELMAR PEREIRA ROSA;42154367;1;0;1;0;0;0;0;1;0;0;0;1;202;44;-26.7871934;-51.00027886
São José;4216602;CENTRO EDUCACIONAL FEITO CRIANCA;42154375;1;0;1;0;0;0;1;0;0;0;0;1;172;9;-27.5638495;-48.63644273
Braço do Norte;4202800;COLEGIO DEHON;42154383;2;0;1;0;0;0;1;0;0;0;0;0;281;29;-28.2800702;-49.1470156
Palhoça;4211900;CENTRO EDUCACIONAL MUNDO DO SABER;42154391;1;0;1;0;0;0;1;0;0;0;0;0;266;21;-27.63754901;-48.6794447
Palhoça;4211900;CENTRO EDUCACIONAL RAIZES;42154413;1;0;1;0;0;0;1;0;0;0;0;0;115;10;-27.66223601;-48.69202073
São José;4216602;JARDIM DE INFANCIA E 1º GRAU MEU CANTINHO;42154421;1;0;1;0;0;0;1;0;0;0;0;1;73;6;-27.58316407;-48.61800768
Itajaí;4208203;RECANTO DO SABER;42154430;1;0;1;0;0;0;0;1;0;0;0;1;87;4;;
Itajaí;4208203;CENTRO EDUCACIONAL BRINCANDO DE ESCOLINHA;42154448;1;0;1;0;0;0;1;0;0;0;0;1;96;4;;
Itajaí;4208203;CENTRO PEDAGOGICO BRINCANDO E APRENDENDO;42154456;1;0;1;0;0;0;1;0;0;0;0;1;67;8;;
Itajaí;4208203;CENTRO EDUCACIONAL SONHO MEU;42154464;1;0;1;0;0;0;1;0;0;0;0;1;132;7;;
Itajaí;4208203;CENTRO DE EDUCACAO INFANTIL CONSTRUINDO CULTURA EIRELE - RECANTO DO SABER;42154472;1;0;1;0;0;0;1;0;0;0;0;1;125;8;;
Campo Alegre;4203303;CENTRO MUNICIPAL DE EDUCACAO INFANTIL CMEI ANNA GORNIACK BUCHMANN;42154480;1;0;1;0;0;0;0;1;0;0;0;1;91;10;-26.20350794;-49.26969799
Gaspar;4205902;ESCOLA DO SITIO PASSARO ENCANTADO;42154499;1;0;1;0;0;0;0;1;0;0;0;1;39;3;-26.92344664;-48.89155017
Gaspar;4205902;CENTRO EDUCACIONAL RECANTO FELIZ;42154502;1;0;1;0;0;0;0;1;0;0;0;0;26;2;-26.93029406;-48.96422789
Itajaí;4208203;COLEGIO BOM JESUS ITAJAI;42154510;1;0;1;0;0;0;1;0;0;0;0;1;645;44;-26.94475652;-48.63165999
Palhoça;4211900;COLEGIO BOM JESUS;42154529;1;0;1;0;0;0;1;0;0;0;0;1;842;55;-27.62398434;-48.67583153
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL FAZENDINHA;42154537;1;0;1;0;0;0;1;0;0;0;0;1;137;8;-26.2730992;-48.8249744
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL CARACOL;42154545;1;0;1;0;0;0;1;0;0;0;0;1;62;5;;
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL DA ASSOCIACAO ACOLHER JARDIM PARAISO;42154553;1;0;1;0;0;0;1;0;0;0;0;1;59;4;-26.2128647;-48.8128161
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL ESTACAO DO BEBE;42154561;1;0;1;0;0;0;1;0;0;0;0;1;10;2;;
Joinville;4209102;CEI PROF FELICIA CARDOSO VIEIRA;42154570;1;0;1;0;0;0;1;0;0;0;0;1;326;14;;
Rio do Sul;4214805;UD PRESIDIO REGIONAL DE RIO DO SUL;42154588;1;0;1;0;0;0;1;0;0;0;0;1;24;4;-27.18207393;-49.70210739
Garuva;4205803;PRE ESCOLA VICTORIA JUNQUEIRA PENSKY;42154596;1;0;1;0;0;0;1;1;0;0;0;0;233;9;;
Passo de Torres;4212254;APAE DE PASSO DE TORRES;42154600;1;0;1;0;0;0;1;0;0;0;0;0;;;-29.32132;-49.71974
Joinville;4209102;CEI ANTONIO BRUHMULLER;42154626;1;0;1;0;0;0;1;0;0;0;0;1;310;14;;
Itajaí;4208203;CENTRO EDUCACIONAL MUNDINHO DO SABER;42154642;1;0;1;0;0;0;1;0;0;0;0;1;200;13;;
Indaial;4207502;UD UNIDADE PRISIONAL AVANCADA DE INDAIAL;42154650;1;0;1;0;0;0;1;0;0;0;0;1;6;5;-26.89739653;-49.22531883
Joinville;4209102;EM MONSENHOR SEBASTIAO SCARZELLO;42154669;1;0;1;0;0;0;1;0;0;0;0;1;703;26;;
Siderópolis;4217600;EEBM PROFESSORA SARA BOM MORETTI;42154685;1;0;1;0;0;0;1;0;0;0;0;1;123;29;-28.58470759;-49.42848971
Ibiam;4206751;UD DE IBIAM;42154707;1;0;1;0;0;0;1;1;0;0;0;1;22;5;;
São Francisco do Sul;4216206;COLEGIO UNIVILLE;42154715;1;0;1;0;1;0;0;1;0;0;0;1;180;14;;
São José;4216602;CENTRO DE EDUCACAO E TREINAMENTO ESPERANCA;42154723;1;0;1;0;0;0;1;0;0;0;0;1;157;7;-27.56118236;-48.63165787
Otacílio Costa;4211751;EDUCARE CENTRO DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;42154731;1;0;1;0;0;0;1;0;0;0;0;0;53;9;-27.484754;-50.1218225
Painel;4211892;UD DE PAINEL;42154758;1;0;1;0;0;0;1;0;0;0;0;0;33;13;-27.92063403;-50.10478204
Lages;4209300;UD PRESIDIO MASCULINO DE LAGES;42154766;1;0;1;0;0;0;1;0;0;0;0;0;32;7;-27.8373982;-50.355503
Balneário Camboriú;4202008;JARDIM DE INFANCIA BUTTERFLY;42154774;1;0;1;0;0;0;1;0;0;0;0;1;282;22;-26.99511358;-48.63750965
Balneário Camboriú;4202008;CENTRO EDUCACIONAL BAMBINATA;42154790;1;0;1;0;0;0;1;0;0;0;0;1;107;7;;
Maracajá;4210407;APAE DE MARACAJA;42154804;1;0;1;0;0;0;0;1;0;0;0;1;;;-28.84730167;-49.45406167
Balneário Camboriú;4202008;CDC CENTRO EDUCACIONAL LTDA - ME;42154812;1;0;1;0;0;0;1;0;0;0;0;1;95;6;;
Itajaí;4208203;COLEGIO UNIFICADO;42154820;1;0;1;0;0;0;1;0;0;0;0;1;376;26;;
Balneário Gaivota;4202073;CEI EVA CABREIRA GOMES;42154839;1;0;1;0;0;0;0;1;0;0;0;0;102;8;-29.15493269;-49.58833473
Indaial;4207502;MONTE VERDE CENTRO EDUCACIONAL LTDA;42154898;1;0;1;0;0;0;1;0;0;0;0;1;44;10;-26.8950092;-49.2275313
