NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS;COORDENADAS_LAT;COORDENADAS_LON
Ibirama;4206900;EEB GERTRUD AICHINGER;42024471;1;0;1;0;0;0;1;1;0;0;0;1;363;28;-27.06401509;-49.52306271
Ibirama;4206900;COLEGIO HAMONIA;42024480;1;0;1;0;0;0;1;0;0;0;0;1;467;36;;
José Boiteux;4209151;EEB JOSE CLEMENTE PEREIRA;42024498;1;0;1;0;0;0;1;0;0;0;0;1;240;24;-26.96052763;-49.62913326
Ibirama;4206900;EEB WALMOR RIBEIRO;42024501;1;0;1;0;0;0;1;0;0;0;0;0;413;37;-27.03475393;-49.59102719
Vitor Meireles;4219358;EEB PROFESSOR JOAO VENDRAMI;42024528;1;0;1;0;0;0;0;1;0;0;1;0;108;9;-26.7069096;-49.8357127
Vitor Meireles;4219358;EEB VICTOR MEIRELLES;42024536;1;0;1;0;0;0;1;0;1;0;0;1;372;19;-26.88211007;-49.83404447
Vitor Meireles;4219358;ESCOLA MUNICIPAL SERRA DA ABELHA;42024587;2;0;1;0;0;0;0;1;0;0;0;1;87;9;-26.84026676;-49.85509796
Vitor Meireles;4219358;ESCOLA MUNICIPAL RIO DENECKE;42024714;2;0;1;0;0;0;0;1;0;0;0;1;47;4;-26.7993041;-49.8228502
Vitor Meireles;4219358;ESCOLA MUNICIPAL SALTO DOLLMANN;42024749;2;0;1;0;0;0;0;1;0;0;0;1;83;10;-26.86313503;-49.79022839
Taió;4217808;CENTRO DE EDUCACAO INFANTIL FILOMENA GIRARDI;42024781;2;0;1;0;0;0;0;0;1;0;0;1;70;10;-27.04992507;-50.1142774
Taió;4217808;CENTRO DE EDUCACAO INFANTIL ANJO DA GUARDA;42024790;1;0;1;0;0;0;1;0;0;0;0;1;171;30;-27.12112963;-50.02050812
Taió;4217808;CENTRO EDUCACAO INFANTIL BOM PASTOR;42024803;1;0;1;0;0;0;1;0;0;0;0;1;108;12;-27.11875877;-50.00678645
Taió;4217808;CENTRO DE EDUCACAO INFANTIL CINDERELA;42024820;2;0;1;0;0;0;0;1;0;0;0;1;54;10;-27.0494185;-49.9606921
Taió;4217808;CENTRO DE EDUCACAO INFANTIL DONA LUIZE HEIDRICH;42024838;2;0;1;0;0;0;0;1;0;0;0;1;44;6;;
Mirim Doce;4210852;CENTRO DE EDUCACAO INFANTIL MARTHA WULFF ZIMMERMANN;42024846;1;0;1;0;0;0;1;0;0;0;0;1;108;16;-27.19755331;-50.06915007
Iomerê;4207577;CMEI - CENTRO MUNICIPAL DE EDUCACAO INFANTIL;42024862;1;0;1;0;0;0;0;1;0;0;0;0;153;21;-27.00513645;-51.24014037
Taió;4217808;CENTRO DE EDUCACAO INFANTIL PADRE EDUARDO;42024870;1;0;1;0;0;0;0;1;0;0;0;1;102;22;-27.11612706;-49.98573555
Taió;4217808;EEB LEOPOLDO JACOBSEN;42024897;1;0;1;0;0;0;1;0;0;0;0;1;747;57;-27.11770462;-50.01809951
Taió;4217808;EEF HERCILIO ANDERLE;42024900;2;0;1;0;0;0;0;0;1;0;0;0;115;16;-27.04880943;-50.11294056
Taió;4217808;EEF ADELE HEIDRICH;42024951;2;0;1;0;0;0;0;1;0;0;0;1;68;15;-27.09783062;-50.12129464
Mirim Doce;4210852;CENTRO EDUCACIONAL JOAO CUSTODIO MACIEL;42025001;2;0;1;0;0;0;0;0;1;0;0;1;143;16;-27.1929893;-50.0553937
Mirim Doce;4210852;CENTRO EDUCACIONAL DE RIBEIRAO CAETANO;42025176;2;0;1;0;0;0;0;0;1;0;0;1;16;1;-27.15394889;-50.27769215
Taió;4217808;ESCOLA DE ENSINO FUNDAMENTAL ADOLPHO EWALD;42025311;2;0;1;0;0;0;0;1;0;0;0;1;334;23;-27.12485828;-49.95293146
Taió;4217808;EEB LUIZ BERTOLI;42025400;1;0;1;0;0;0;1;0;0;0;0;0;421;25;-27.11778833;-50.003135
Mirim Doce;4210852;EEB BRUNO HEIDRICH;42025419;1;0;1;0;0;0;1;1;0;0;0;0;158;16;-27.19807351;-50.06974326
Taió;4217808;COLEGIO CENECISTA NOSSA SENHORA DE FATIMA;42025427;1;0;1;0;0;0;1;0;0;0;0;1;65;8;-27.11794167;-50.01913
Treze Tílias;4218509;EJA MUN SIBILA PARISOTTO;42025435;1;0;1;0;0;0;1;0;0;0;0;1;39;6;;
Presidente Getúlio;4214003;CENTRO DE EDUCACAO INFANTIL MUNICIPAL DOM QUIXOTE;42025451;1;0;1;0;0;0;0;0;1;0;0;1;274;22;-27.0486908;-49.6189333
Presidente Getúlio;4214003;CENTRO DE EDUCACAO INFANTIL MUNICIPAL GIRASSOL;42025460;1;0;1;0;0;0;0;1;0;0;0;1;13;4;-27.07011393;-49.71216895
Presidente Getúlio;4214003;CENTRO DE EDUCACAO INFANTIL MUNICIPAL AMIGUINHOS;42025486;2;0;1;0;0;0;0;1;0;0;0;1;19;2;-27.0383257;-49.82911
Presidente Getúlio;4214003;EEB BERNARDO MULLER;42025508;2;0;1;0;0;0;0;0;1;0;1;0;83;15;-27.08323708;-49.81818756
Presidente Getúlio;4214003;EEB PAPA JOAO XXIII;42025516;2;0;1;0;0;0;0;1;0;0;0;0;97;13;-27.0701;-49.712115
Presidente Getúlio;4214003;ESCOLA MUNICIPAL DE EDUCACAO BASICA TANCREDO NEVES;42025524;1;0;1;0;0;0;1;0;0;0;0;1;761;34;-27.03662614;-49.59701866
Presidente Getúlio;4214003;ESCOLA MUNICIPAL DE EDUCACAO BASICA WALTER BUSS;42025532;2;0;1;0;0;0;0;1;0;0;0;1;52;5;-27.0383973;-49.82924573
Presidente Getúlio;4214003;ESCOLA MUNICIPAL DE EDUCACAO BASICA CAMINHO HELVECIA;42025575;2;0;1;0;0;0;0;1;0;0;0;1;22;5;-27.11560746;-49.77204105
Presidente Getúlio;4214003;ESCOLA MUNICIPAL DE EDUCACAO BASICA FRANZ SCHNEIDER;42025702;2;0;1;0;0;0;0;1;0;0;0;1;27;5;-27.12298093;-49.72290447
Presidente Getúlio;4214003;EEB ORLANDO BERTOLI;42025710;1;0;1;0;0;0;1;0;0;0;0;0;1050;53;-27.0453309;-49.6204308
Presidente Getúlio;4214003;EEB CECILIA AX;42025729;1;0;1;0;0;0;0;0;1;0;0;1;729;35;-27.06929508;-49.65149132
Witmarsum;4219408;ESCOLA DE EDUCACAO BASICA NOSSA SENHORA DAS GRACAS;42025753;1;0;1;0;0;0;1;0;0;0;0;1;287;17;-26.9229367;-49.7911544
Witmarsum;4219408;CENTRO DE EDUCACAO INFANTIL PEQUENO PRINCIPE;42025770;2;0;1;0;0;0;0;1;0;0;0;1;18;5;-26.9144198;-49.8460871
Witmarsum;4219408;EEB PROF SEMIRAMIS BOSCO;42025796;1;0;1;0;0;0;0;1;0;0;0;1;415;36;-26.92825183;-49.79141627
Witmarsum;4219408;EEB MADRE MARIA AVOSANI;42025800;2;0;1;0;0;0;0;1;0;0;0;1;34;6;-26.9724665;-49.9363505
Laurentino;4209508;CEI ARCO IRIS;42025974;1;0;1;0;0;0;1;0;0;0;0;1;52;14;-27.2342673;-49.7074864
Laurentino;4209508;EEB TEREZA CRISTINA;42026040;1;0;1;0;0;0;1;1;0;0;0;0;580;39;-27.2196618;-49.73400948
Rio do Oeste;4214607;CENTRO DE EDUCACAO INFANTIL PROFESSOR ERNESTO RONCHI;42026075;2;0;1;0;0;0;0;1;0;0;1;1;34;4;-27.12428726;-49.87093221
Rio do Oeste;4214607;CEI MENINO DEUS;42026091;1;0;1;0;0;0;1;0;0;0;0;0;169;11;-27.19271333;-49.80108
Rio do Oeste;4214607;EEB EXPEDICIONARIO MARIO NARDELLI;42026440;1;0;1;0;0;0;1;1;0;0;0;0;665;49;-27.1896731;-49.8129113
Lontras;4209904;CENTRO DE EDUCACAO INFANTIL HILDA RAUH;42026458;1;0;1;0;0;0;0;1;0;0;0;1;41;4;-27.18905526;-49.52302484
Lontras;4209904;CENTRO DE EDUCACAO INFANTIL EMILIO JACOBSEN;42026466;1;0;1;0;0;0;1;0;0;0;0;1;19;3;-27.1343589;-49.5410126
Lontras;4209904;ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA LAURA SAMULEWSKI;42026547;1;0;1;0;0;0;0;1;0;0;0;1;192;11;-27.1785234;-49.5147368
Lontras;4209904;ESCOLA MUNICIPAL DE EDUCACAO BASICA LEOPOLDO SONNTAG;42026571;2;0;1;0;0;0;0;1;0;0;0;1;73;7;-27.2416205;-49.49374825
Lontras;4209904;ESCOLA MUNICIPAL DE EDUCACAO BASICA JULIO WOLF;42026628;1;0;1;0;0;0;1;0;0;0;0;1;143;9;-27.1466359;-49.52419845
Lontras;4209904;EEB REGENTE FEIJO;42026660;1;0;1;0;0;0;1;0;0;0;0;0;977;53;-27.16717126;-49.5428184
Lontras;4209904;EEB CECILIA BERTHA HILDEGARD CARDOSO;42026679;1;0;1;0;0;0;0;0;1;0;0;0;133;15;;
Presidente Nereu;4214102;EEB JOAO TOLENTINO JUNIOR;42026890;1;0;1;0;0;0;1;1;0;0;0;1;166;18;-27.2809856;-49.391824
Salete;4215307;CENTRO DE EDUCACAO INFANTIL CHAPEUZINHO VERMELHO;42026903;2;0;1;0;0;0;1;0;0;0;0;0;28;5;-26.8928533;-49.9909767
Salete;4215307;CENTRO DE EDUCACAO INFANTIL CINDERELA;42026911;1;0;1;0;0;0;1;0;0;0;0;1;113;9;-26.98663167;-50.011675
Salete;4215307;CENTRO DE EDUCACAO INFANTIL PEQUENO PRINCIPE;42026938;1;0;1;0;0;0;0;1;0;0;0;0;108;10;-26.97694333;-50.003695
Salete;4215307;EEF ROBERTO HEINZEN;42026946;2;0;1;0;0;0;0;0;1;0;1;1;69;14;-26.89267484;-49.99097457
Salete;4215307;ESCOLA DE ENSINO FUNDAMENTAL BERNARDO ROHDEN;42026954;1;0;1;0;0;0;0;1;0;0;0;1;436;32;-26.986255;-50.01173
Salete;4215307;EEB GUILHERME ANDRE DALRI;42027071;1;0;1;0;0;0;1;0;0;0;0;1;589;47;-26.97697058;-50.00139386
Rio do Campo;4214508;CENTRO DE EDUCACAO INFANTIL BEM-TE-VI;42027098;2;0;1;0;0;0;0;0;1;0;0;1;24;1;-26.8214994;-50.0104472
Rio do Campo;4214508;CEI CAMPINAS;42027136;1;0;1;0;0;0;1;0;0;0;0;1;22;3;-26.89484667;-50.09065667
São José;4216602;CEJA DE SAO JOSE;42027152;1;0;1;0;0;0;1;0;0;0;0;0;429;57;-27.60388518;-48.62335064
Rio do Campo;4214508;EEF DR WALDOMIRO COLAUTTI;42027187;2;0;1;0;0;0;0;1;0;0;0;1;95;19;-26.81517159;-50.03595086
Rio do Campo;4214508;EEB MAESTRO HEITOR VILLA LOBOS;42027195;1;0;1;0;0;0;0;1;0;0;0;0;88;15;-26.8936714;-50.09305635
Rio do Campo;4214508;EEB DR FERNANDO FERREIRA DE MELLO;42027438;1;0;1;0;0;0;1;1;0;0;0;1;588;35;-26.94378247;-50.13856052
Irani;4207809;CHECHE MUNICIPAL UM SONHO MAGICO;42027446;1;0;1;0;0;0;0;1;0;0;0;1;44;8;-27.0264044;-51.91117354
Pouso Redondo;4213708;CENTRO DE EDUCACAO INFANTIL TIA CELIA;42027500;1;0;1;0;0;0;0;1;0;0;0;1;143;13;-27.2675217;-49.878075
Pouso Redondo;4213708;CENTRO DE EDUCACAO INFANTIL CARROCINHA DO AMOR;42027519;1;0;1;0;0;0;1;0;0;0;0;1;271;26;-27.26683164;-49.8818695
Pouso Redondo;4213708;CENTRO DE EDUCACAO INFANTIL CASA DA AMIZADE;42027543;1;0;1;0;0;0;1;1;0;0;0;0;153;7;-27.25206832;-49.9324316
Pouso Redondo;4213708;EEB LETICIA POSSAMAI;42027560;1;0;1;0;0;0;0;1;0;0;0;1;394;43;-27.26676962;-49.88002348
Pouso Redondo;4213708;EEB PROF ANAIR MARGARIDA VOLTOLINI;42027586;1;0;1;0;0;0;1;0;0;0;0;1;822;46;-27.25257032;-49.93239068
Pouso Redondo;4213708;CENTRO EDUCACIONAL MAXIMO NARDELLI;42027764;1;0;1;0;0;0;0;1;0;0;0;1;135;14;-27.25958149;-49.91237449
Pouso Redondo;4213708;CENTRO EDUCACIONAL POMBINHAS;42027780;2;0;1;0;0;0;0;1;0;0;0;0;212;17;-27.24991406;-49.99477505
Pouso Redondo;4213708;EEB PREF ARNO SIEWERDT;42027896;1;0;1;0;0;0;1;0;0;0;0;1;1060;66;-27.26044362;-49.93324793
Blumenau;4202404;NUCLEO DE ESTUDO SISTEMICOS;42027918;1;0;1;0;0;0;1;0;0;0;0;1;27;10;;
Dona Emma;4205100;CENTRO DE EDUCACAO INFANTIL CRIANCA FELIZ;42027926;1;0;1;0;0;0;0;1;0;0;0;1;46;7;-27.00451709;-49.78099777
Dona Emma;4205100;CENTRO DE EDUCACAO INFANTIL MENINO DEUS;42027950;1;0;1;0;0;0;0;1;0;0;0;1;81;5;-26.98605169;-49.72261274
Dona Emma;4205100;CENTRO DE EDUCACAO INFANTIL DA MONICA;42027977;2;0;1;0;0;0;0;1;0;0;0;1;37;5;-26.98480884;-49.85931632
Dona Emma;4205100;EEB PROF MARIA ANGELICA CALAZANS;42027985;2;0;1;0;0;0;0;1;0;0;1;0;119;17;-26.98473;-49.85975167
Dona Emma;4205100;ESCOLA DE ENSINO FUNDAMENTAL PROFESSOR PAUL RICHARD ELTERMANN;42027993;1;0;1;0;0;0;0;1;0;0;0;1;126;9;-27.00435438;-49.77915602
Dona Emma;4205100;EEB LINDO SARDAGNA;42028108;1;0;1;0;0;0;1;1;0;0;0;1;414;30;-26.98858;-49.72031
Lages;4209300;EMEB NICANOR RODRIGUES GOULART;42028167;1;0;1;0;0;0;1;0;0;0;0;1;172;11;-27.8336283;-50.3216983
Lages;4209300;EMEF GRAMADOS;42028213;2;0;1;0;0;0;0;0;1;0;1;0;4;4;;
Lages;4209300;EMEF PROFESSOR EDSON PEREIRA MACHADO;42028302;2;0;1;0;0;0;0;1;0;0;0;1;6;3;-27.8126103;-50.3459506
Capão Alto;4203253;EB MUN BELISARIO J LUIZ;42028361;2;0;1;0;0;0;0;1;0;0;0;1;181;16;-28.00606787;-50.5448581
Lages;4209300;EMEF SALTO DO CAVEIRAS;42028400;2;0;1;0;0;0;0;1;0;0;0;1;34;5;-27.81237333;-50.34597333
Lages;4209300;EEB SAO JUDAS TADEU;42028485;1;0;1;0;0;0;1;0;0;0;0;1;379;48;-27.81741504;-50.34480731
Lages;4209300;COLEGIO SANTA ROSA DE LIMA;42028493;1;0;1;0;0;0;1;1;0;0;0;1;1488;60;-27.8178;-50.3254349
Lages;4209300;EEB BELISARIO RAMOS;42028507;1;0;1;0;0;0;0;0;1;0;0;0;552;43;-27.81622343;-50.31290713
Lages;4209300;EEB PROF FLORDOARDO CABRAL;42028523;1;0;1;0;0;0;1;0;0;0;0;0;629;57;-27.81948667;-50.33400333
Lages;4209300;EEB VIDAL RAMOS;42028531;1;0;1;0;0;0;1;0;0;0;0;1;214;21;-27.81859733;-50.32300161
Lages;4209300;EEB VISCONDE DE CAIRU;42028540;1;0;1;0;0;0;1;0;0;0;0;0;368;51;-27.8283723;-50.3277384
Lages;4209300;EMEB ANJO DA GUARDA;42028566;1;0;1;0;0;0;1;0;0;0;0;1;123;14;-27.8070488;-50.3188856
Lages;4209300;EMEB LUPERCIO DE OLIVEIRA KOECHE;42028574;1;0;1;0;0;0;1;0;0;0;0;0;301;18;-27.8378112;-50.3123954
Lages;4209300;EMEB PROFESSOR TRAJANO;42028582;1;0;1;0;0;0;0;1;0;0;0;0;121;11;-27.79296667;-50.3071
Lages;4209300;CEIM TIA ANITA;42028663;1;0;1;0;0;0;1;0;0;0;0;1;63;8;-27.83737181;-50.33996911
Lages;4209300;SESI SC - LAGES;42028671;1;0;1;0;0;0;1;0;0;0;0;0;472;29;-27.7959847;-50.3019387
Araranguá;4201406;COLEGIO EXTENSAO X;42028736;1;0;1;0;0;0;1;0;0;0;0;0;538;28;-28.94141343;-49.48076003
Lages;4209300;EMEB SAUL DE ATHAYDE;42028949;1;0;1;0;0;0;1;0;0;0;0;1;78;6;-27.82335969;-50.3003433
Capão Alto;4203253;EM VALMOR ANTUNES DOS SANTOS;42028973;1;0;1;0;0;0;0;1;0;0;0;1;145;15;-27.9390238;-50.51522402
Lages;4209300;EEB VIDAL RAMOS JUNIOR;42028981;1;0;1;0;0;0;1;0;0;0;0;1;1153;79;-27.81365685;-50.3210193
Lages;4209300;COLEGIO BOM JESUS DIOCESANO;42028990;1;0;1;0;0;0;1;0;0;0;0;1;839;53;-27.81868318;-50.32646043
Lages;4209300;EEB RUBENS DE ARRUDA RAMOS;42029007;1;0;1;0;0;0;1;0;0;0;0;1;780;52;-27.8061017;-50.3065275
Lages;4209300;COLEGIO MASTER SIGMA LTDA;42029031;1;0;1;0;0;0;1;0;0;0;0;1;394;30;-27.8167404;-50.3126598
Lages;4209300;EMEB DOM DANIEL HOSTIN;42029040;1;0;1;0;0;0;1;0;0;0;0;1;80;11;-27.7892433;-50.2998326
Lages;4209300;EMEB PROFº ANTONIO JOAQUIM HENRIQUES;42029058;1;0;1;0;0;0;1;0;0;0;0;1;398;26;-27.8348505;-50.3368462
Lages;4209300;EMEB PROFESSOR EDUARDO PEDRO AMARAL;42029066;1;0;1;0;0;0;1;0;0;0;0;1;227;18;-27.797136;-50.338374
Lages;4209300;CEIM GENTE MIUDA;42029082;1;0;1;0;0;0;1;0;0;0;0;1;164;18;-27.8058542;-50.3453387
Lages;4209300;RECREACAO PE SESC;42029112;1;0;1;0;0;0;1;0;0;0;0;0;497;17;-27.8206426;-50.3162324
Capão Alto;4203253;EEB EMILIANO RAMOS;42029139;1;0;1;0;0;0;1;1;0;0;0;0;82;16;-27.93985386;-50.51206569
Lages;4209300;EMEF ANTONIETA DE BARROS;42029147;2;0;1;0;0;0;0;0;1;0;1;1;10;2;-27.812725;-50.34616667
Lages;4209300;EMEF CANDIDO BATISTA DIAS;42029180;2;0;1;0;0;0;0;0;1;0;0;1;10;4;-27.81272;-50.34596667
Lages;4209300;EMEB INDIOS;42029236;2;0;1;0;0;0;0;1;0;0;0;1;85;17;-27.7748;-50.197595
Lages;4209300;EMEF MACACOS;42029260;2;0;1;0;0;0;0;0;1;0;1;1;26;4;-27.81277667;-50.34602333
Tubarão;4218707;ASSOCIACAO TUBARONENSE PARA INTEGRACAO DO DEFICIENTE VISUAL;42029287;1;0;1;0;0;0;1;0;0;0;0;0;;;;
Lages;4209300;EMEF RIO CADEADO;42029368;2;0;1;0;0;0;0;0;1;0;0;1;6;4;-27.81269;-50.345975
Lages;4209300;EMEF VERGILIO GODINHO;42029414;2;0;1;0;0;0;0;0;1;0;0;1;8;3;-27.81265667;-50.34610167
Lages;4209300;EMEF VISCONDE DE ARAGUAIA;42029430;2;0;1;0;0;0;0;0;1;0;0;1;29;3;-27.812755;-50.34627
Lages;4209300;EMEF IRENE RAFAELI DE ANDRADE;42029457;2;0;1;0;0;0;0;0;1;0;0;1;9;4;;
Lages;4209300;EEB FRANCISCO MANFROI;42029465;1;0;1;0;0;0;0;1;0;0;0;1;506;38;-27.805695;-50.37074695
Lages;4209300;EEB CORA BATALHA DA SILVEIRA;42029473;1;0;1;0;0;0;1;0;0;0;0;1;381;30;-27.81757003;-50.30273721
Lages;4209300;EEB FREI NICODEMOS;42029481;1;0;1;0;0;0;1;0;0;0;0;0;513;48;-27.8103509;-50.34501451
Lages;4209300;EEB PROF JORGE AUGUSTO NEVES VIEIRA;42029490;1;0;1;0;0;0;1;0;0;0;0;0;215;20;-27.773971;-50.3002576
Lages;4209300;EMEB PROFª BELIZARIA RODRIGUES;42029503;1;0;1;0;0;0;1;0;0;0;0;1;176;15;-27.7888867;-50.3135177
Lages;4209300;EMEB FREI BERNARDINO;42029520;1;0;1;0;0;0;1;0;0;0;0;1;102;7;-27.7988551;-50.3172122
Lages;4209300;EMEB MUTIRAO;42029538;1;0;1;0;0;0;1;0;0;0;0;1;580;37;-27.83541903;-50.31713622
Lages;4209300;EMEB PROFº PEDRO CANDIDO;42029554;1;0;1;0;0;0;1;0;0;0;0;1;373;24;-27.8072754;-50.3630312
Lages;4209300;CEIM SEPE TIARAJU;42029597;1;0;1;0;0;0;0;1;0;0;0;1;77;11;-27.7949526;-50.314198
Lages;4209300;CEIM GRALHA AZUL;42029600;1;0;1;0;0;0;1;0;0;0;0;1;79;10;-27.78242097;-50.29293272
Lages;4209300;EEB MARIA QUITERIA;42029627;1;0;1;0;0;0;1;0;0;0;0;0;287;27;-27.79133798;-50.30944238
Lages;4209300;EMEB HERMINIO PINHEIRO JUNIOR;42029635;1;0;1;0;0;0;1;0;0;0;0;1;215;9;-27.82748208;-50.33876415
Bocaina do Sul;4202438;EB MUN ANA VALQUIRIA DE SOUZA;42029643;2;0;1;0;0;0;0;1;0;0;1;0;45;11;-27.78486667;-49.879565
