NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS;COORDENADAS_LAT;COORDENADAS_LON
Imbituba;4207304;DORACI DE SOUZA SPILLERE;42051118;1;0;1;0;0;0;1;1;0;0;0;1;45;9;-28.127925;-48.69035167
Ipira;4207601;EEB CARLOS FRIES;42051169;1;0;1;0;0;0;0;1;0;0;0;1;137;17;-27.40271884;-51.77824459
Piratuba;4213104;CEI PASSINHO INICIAL;42051177;1;0;1;0;0;0;0;1;0;0;0;1;266;35;;
Piratuba;4213104;ER PROFESSOR RODOLFO HOLEVEGER;42051185;2;0;1;0;0;0;0;1;0;0;0;1;46;7;-27.4684467;-51.7229256
Piratuba;4213104;EMR ZONALTA;42051363;2;0;1;0;0;0;0;1;0;0;0;1;56;10;-27.4721559;-51.79711872
Piratuba;4213104;EEB CARLOS CHAGAS;42051371;1;0;1;0;0;0;1;1;0;0;0;0;190;15;-27.4213177;-51.7760723
Piratuba;4213104;EM MARECHAL CAMARA;42051380;2;0;1;0;0;0;0;1;0;0;1;1;49;9;-27.44627167;-51.85995333
Imbituba;4207304;CEI JUCI DE SOUZA DOS SANTOS;42051398;1;0;1;0;0;0;0;0;1;0;0;1;63;9;-28.16823833;-48.66829833
Itá;4208005;CENTRO DE EDUCACAO INFANTIL CANTINHO DA PEDRITA;42051410;1;0;1;0;1;0;1;0;0;0;0;0;197;21;-27.2695321;-52.355881
Paial;4211876;EEB FRANCISCO MACIEL BAGESTON;42051444;1;0;1;0;0;0;0;0;1;0;0;1;143;14;-27.25611974;-52.4989219
Itá;4208005;EEF PROF NEUSA BERNARDINA L MARQUES;42051452;2;0;1;0;0;0;0;1;0;0;0;1;97;17;-27.20658658;-52.22177833
Itá;4208005;EMEB JOAO HENRIQUE PILLE;42051517;2;0;1;0;0;0;0;1;0;0;0;0;121;18;-27.248294;-52.41095684
Itá;4208005;EEB GEN LIBERATO BITTENCOURT;42051720;1;0;1;0;0;0;1;0;0;0;0;0;188;19;-27.274525;-52.337728
Xavantina;4219606;CMEI CHAPEUZINHO VERMELHO;42051746;1;0;1;0;0;0;0;1;0;0;0;0;63;10;-27.07035282;-52.34051571
Xavantina;4219606;CMEI PALMEIRINHAS JI;42051762;2;0;1;0;0;0;0;1;0;0;0;0;46;10;-27.02003504;-52.33531678
Xavantina;4219606;EEB PROF LUIZ SANCHES B DA TRINDADE;42051770;1;0;1;0;0;0;1;0;0;0;0;1;180;15;-27.0704109;-52.339998
Xavantina;4219606;EEF DEPUTADO MASSOLINI;42051789;2;0;1;0;0;0;0;1;0;0;0;1;99;12;-27.0200405;-52.335097
Xavantina;4219606;EEF MEDIANEIRA;42051916;2;0;1;0;0;0;0;1;0;0;0;0;94;15;-27.01995197;-52.33509575
Xavantina;4219606;EEF PINHAL PRETO;42051940;1;0;1;0;0;0;0;1;0;0;0;0;87;12;-27.070203;-52.3405264
Florianópolis;4205407;CENTRO EDUCACIONAL TEMPO DE DESPERTAR LTDA;42052025;1;0;1;0;0;0;1;0;0;0;0;0;204;23;-27.67608473;-48.50036454
Chapecó;4204202;EEB SAAD ANTONIO SARQUIS;42052050;1;0;1;0;0;0;1;0;1;0;0;1;830;47;-27.06943;-52.6353
Cordilheira Alta;4204350;ESCOLA MUNICIPAL PREFEITO ALCEU MAZZIONI;42052068;2;0;1;0;0;0;0;1;0;0;0;1;97;8;-26.9704922;-52.6296704
Chapecó;4204202;EIEF FEN NO;42052076;2;2;1;0;0;0;0;0;1;0;1;1;192;24;-27.13075833;-52.53940333
Chapecó;4204202;EB MUN AGUA AMARELA;42052084;2;0;1;0;0;0;0;0;1;0;0;1;280;29;-27.16807843;-52.57245742
Chapecó;4204202;EB MUN ALIPIO JOSE DA ROSA;42052157;2;0;1;0;0;0;0;0;1;0;0;1;292;25;-27.06330833;-52.66586167
Chapecó;4204202;EB MUN LAJEADO LISO;42052165;2;0;1;0;0;0;0;1;0;0;0;1;59;10;-27.08678516;-52.54016985
Chapecó;4204202;EB MUN THEREZA GABOARDI BALDISSERA;42052181;1;0;1;0;0;0;0;0;1;0;0;1;596;45;-27.13868833;-52.60068
Chapecó;4204202;EEB BOM PASTOR;42052238;1;0;1;0;0;0;1;0;0;0;0;1;1927;96;-27.1101075;-52.6101309
Chapecó;4204202;EEB PROF LOURDES ANGELA SARTURI LAGO;42052246;1;0;1;0;0;0;1;0;1;0;0;0;838;50;-27.0775595;-52.6276523
Chapecó;4204202;EEB PROF ZELIA SCHARF;42052254;1;0;1;0;0;0;1;0;0;0;0;0;1419;79;-27.09213527;-52.61037451
Chapecó;4204202;EBM ALECIO ALEXANDRE CELLA;42052270;1;0;1;0;0;0;0;1;0;0;0;1;175;17;-26.99709;-52.64967
Cordilheira Alta;4204350;EEB CORDILHEIRA ALTA;42052289;1;0;1;0;0;0;1;0;0;0;0;1;260;28;-26.9849366;-52.602574
Chapecó;4204202;EEB PROF IRENE STONOGA;42052297;1;0;1;0;0;0;1;0;0;0;0;1;687;44;-27.0978254;-52.6026638
Chapecó;4204202;EEB SAO FRANCISCO;42052300;1;0;1;0;0;0;0;1;0;0;0;0;758;40;-27.13369833;-52.60115333
Blumenau;4202404;CEI IRMA MARIA CHRISTA PRULLAGE;42052343;1;0;1;0;0;0;1;0;0;0;0;1;170;27;-26.85135284;-49.11041298
Chapecó;4204202;EB MUN VILA RICA;42052360;1;0;1;0;0;0;0;0;1;0;0;1;224;20;-27.0391123;-52.6180669
Araranguá;4201406;COLEGIO ETHICOS LTDA;42052378;1;0;1;0;0;0;1;0;0;0;0;0;47;8;-28.9308744;-49.4793867
Chapecó;4204202;CEIM LEAOZINHO;42052440;1;0;1;0;0;0;0;0;1;0;0;1;183;11;-27.122143;-52.6169558
Navegantes;4211306;CMEI PROF MARIA CARLOTA VIEIRA;42052467;1;0;1;0;0;0;1;0;0;0;0;0;41;5;-26.8586843;-48.6501402
Chapecó;4204202;CEIM PEQUENO PRINCIPE;42052483;1;0;1;0;0;0;1;0;0;0;0;1;754;39;-27.0895174;-52.6065035
Joinville;4209102;CEI ANJOS DA TERRA;42052491;1;0;1;0;0;0;1;0;0;0;0;1;94;7;-26.29593;-48.85166
Guatambú;4206652;EEF AGILBERTO ZANDAVALLI;42052548;2;0;1;0;0;0;0;1;0;0;0;0;200;15;-27.0719964;-52.7610326
Chapecó;4204202;EB MUN PE JOSE ANCHIETA;42052556;1;0;1;0;0;0;0;0;1;0;0;1;451;41;-27.12469874;-52.61154176
Chapecó;4204202;EB MUN SEVERIANO ROLIN DE MOURA;42052564;1;0;1;0;0;0;0;0;1;0;0;1;554;49;-27.1167635;-52.6247425
Chapecó;4204202;EEB TANCREDO DE ALMEIDA NEVES;42052572;1;0;1;0;0;0;0;1;0;0;0;1;1092;66;-27.10030199;-52.67459071
Chapecó;4204202;EB MUN ASCENDINA BRASINHA DIAS;42052580;2;0;1;0;0;0;0;0;1;0;0;1;29;8;-27.22431692;-52.72448593
Chapecó;4204202;EB MUN DIOGO ALVES DA SILVA;42052599;1;0;1;0;0;0;0;0;1;0;0;1;833;56;-27.0993049;-52.6704064
Chapecó;4204202;EIEB SAPE TY KO;42052602;2;2;1;0;0;0;1;1;0;0;0;0;264;25;-27.2046398;-52.5620237
Chapecó;4204202;EB MUN OLIMPIO CORREA FIGUEIRO;42052700;1;0;1;0;0;0;0;0;1;0;0;1;477;42;-27.03624057;-52.62949778
Chapecó;4204202;EB MUN CRUZ E SOUSA;42052742;1;0;1;0;0;0;0;0;1;0;0;1;238;21;-27.07487649;-52.61776512
Chapecó;4204202;EB MUN LINHA ALMEIDA;42052840;2;0;1;0;0;0;0;0;1;0;0;1;24;8;-27.2387718;-52.74802509
Chapecó;4204202;EB MUN MIRIAN ELENA MEYER;42053161;1;0;1;0;0;0;0;0;1;0;0;1;493;40;-27.1297928;-52.6206394
Guatambú;4206652;ESCOLA MUNICIPAL LINHA KILLIAN;42053307;2;0;1;0;0;0;0;1;0;0;0;1;132;13;-27.09621667;-52.79747167
Chapecó;4204202;EB MUN GOIO EN;42053315;2;0;1;0;0;0;0;1;0;0;0;1;40;9;-27.2809754;-52.69128804
Chapecó;4204202;EB MUN RODEIO BONITO;42053382;2;0;1;0;0;0;0;0;1;0;0;1;36;8;-27.06081492;-52.5772409
Chapecó;4204202;EB MUN VILA REAL;42053463;1;0;1;0;0;0;0;0;1;0;0;1;457;40;-27.06827333;-52.60454833
Chapecó;4204202;EEB CORONEL ERNESTO BERTASO;42053471;1;0;1;0;0;0;0;1;0;0;0;0;549;39;-27.09384358;-52.63048897
Chapecó;4204202;COLEGIO MARISTA SAO FRANCISCO EI EF EM;42053480;1;0;1;0;0;0;1;1;0;0;1;1;1736;87;-27.103863;-52.6090045
Chapecó;4204202;EEB MARCOLINA RODRIGUES DA SILVA;42053498;2;0;1;0;0;0;0;0;1;0;0;0;579;38;-27.19273;-52.6488
Chapecó;4204202;EEB PROF VALESCA CARMEN RESK PARIZOTTO;42053501;1;0;1;0;0;0;0;1;0;0;0;0;1099;54;-27.09771127;-52.6351051
Chapecó;4204202;EBM PROF LUIZA SANTIN;42053510;1;0;1;0;0;0;0;0;1;0;0;0;425;28;-27.10903325;-52.60379473
Chapecó;4204202;EBM JACOB GISI;42053536;1;0;1;0;0;0;0;0;1;0;0;1;438;31;-27.09430775;-52.64587877
Chapecó;4204202;EBM LINHA CAMPINAS;42053544;2;0;1;0;0;0;0;0;1;0;0;1;197;23;-27.2351146;-52.6874004
Chapecó;4204202;EEB MARECHAL BORMANN;42053552;1;0;1;0;0;0;0;0;1;0;0;0;792;51;-27.1047942;-52.6131404
Chapecó;4204202;EB MUN RUI BARBOSA;42053560;1;0;1;0;0;0;1;0;0;0;0;1;329;35;-27.09867933;-52.62646818
Chapecó;4204202;EEB PEDRO MACIEL;42053587;1;0;1;0;0;0;0;1;0;0;0;1;1219;72;-27.10367855;-52.60437235
Chapecó;4204202;EEB PROF GENI COMEL;42053625;1;0;1;0;0;0;1;0;0;0;0;1;761;45;-27.10434418;-52.61274263
Chapecó;4204202;ESCOLA BASICA MUNICIPAL SEDE FIGUEIRA;42053633;2;0;1;0;0;0;0;0;1;0;0;1;129;23;-26.978304;-52.74609069
Nova Itaberaba;4211454;ESCOLA DO CAMPO EM TEMPO INTEGRAL BELA VISTA;42053692;2;0;1;0;0;0;0;1;0;0;0;1;118;12;-26.9866588;-52.8290082
Nova Itaberaba;4211454;EEB DR SERAFIN ENOSS BERTASO;42053870;1;0;1;0;0;0;0;1;0;0;0;0;324;27;-26.9433765;-52.8078142
Chapecó;4204202;EEB DRUZIANA SARTORI;42053889;1;0;1;0;0;0;1;0;0;0;0;1;1029;53;-27.1205941;-52.6173967
Chapecó;4204202;EEB PROF LIDIA GLUSTACK REMUS;42053897;2;0;1;0;0;0;0;1;0;0;0;1;96;18;-27.0311087;-52.7889279
Chapecó;4204202;EEB PROF NELSON HOROSTECKI;42053900;1;0;1;0;0;0;1;0;0;0;0;0;1282;58;-27.09846;-52.61998167
Chapecó;4204202;EEB ANTONIO MORANDINI;42053919;1;0;1;0;0;0;0;1;0;0;0;1;631;44;-27.109022;-52.6264433
Chapecó;4204202;EEB CORONEL LARA RIBAS;42053927;1;0;1;0;0;0;1;0;0;0;0;1;1237;69;-27.08040492;-52.61399488
Guatambú;4206652;EEB OLGA FIN TRAVI;42053935;1;0;1;0;0;0;0;0;1;0;0;1;679;46;-27.1319046;-52.7872879
Caxambu do Sul;4204103;JARDIM DE INFANCIA CHAPEUZINHO VERMELHO;42053951;1;0;1;0;0;0;0;1;0;0;0;0;29;6;-27.1581701;-52.8817759
Caxambu do Sul;4204103;EEF ADELE FACCIN ZANUZZO;42053960;2;0;1;0;0;0;1;1;0;0;0;1;62;12;-27.1359774;-52.912693
Planalto Alegre;4213153;ESC MUN PROFESSORA CLEUSA GUINDANI HUNTTMANN;42054010;1;0;1;0;0;0;0;0;1;0;0;0;191;12;-27.07048186;-52.86750841
Joinville;4209102;CRECHE CEI PROLE FELIZ LTDA ME;42054206;1;0;1;0;0;0;1;0;0;0;0;9;82;6;-26.36801;-48.82863
Planalto Alegre;4213153;EEB PROF LOURDES TONIN;42054281;1;0;1;0;0;0;0;0;1;0;0;1;248;25;-27.0735717;-52.86822
Caxambu do Sul;4204103;EEB CANDIDO RAMOS;42054290;1;0;1;0;0;0;0;0;1;0;1;0;316;26;-27.1589325;-52.8821498
Joinville;4209102;CEI ESPACO MAGICO;42054303;1;0;1;0;0;0;1;0;0;0;0;1;94;7;;
Águas de Chapecó;4200507;CEIM CINDERELA;42054320;1;0;1;0;0;0;0;1;0;0;0;1;209;20;-27.0763934;-52.9826561
Águas de Chapecó;4200507;ESCOLA MUNICIPAL PROFESSORA VENERANDA GIUSEPPINA RUARO SOLDATELLI;42054362;1;0;1;0;0;0;0;1;0;0;0;1;95;14;-27.0692719;-52.9836739
Águas de Chapecó;4200507;EEF MAIDANA;42054370;2;0;1;0;0;0;0;0;0;1;0;1;82;13;-26.99503286;-52.93245881
Águas de Chapecó;4200507;ESC MUN NS DAS GRACAS;42054443;2;0;1;0;0;0;0;1;0;0;1;1;44;9;-27.1143303;-53.0192105
Águas de Chapecó;4200507;ESC MUN ROSINA SCHEFFER HERMES;42054478;2;0;1;0;0;0;0;1;0;0;0;1;76;14;-27.06723123;-52.94211764
Águas de Chapecó;4200507;EEB IRINEU BORNHAUSEN;42054575;1;0;1;0;0;0;0;1;0;0;0;0;655;46;-27.0757663;-52.984664
Palmitos;4212106;EEB JORGE LACERDA;42054699;2;0;1;0;0;0;0;1;0;0;0;1;105;20;-27.136657;-53.251328
Palmitos;4212106;EEF SEDE OLDENBURG;42054702;2;0;1;0;0;0;1;1;0;0;0;1;120;12;-27.13861208;-53.12441062
Palmitos;4212106;NUCLEO EDUC MUN AVELINO ALVES TRICHES;42054710;2;0;1;0;0;0;0;0;1;0;1;1;100;20;-27.162877;-53.223754
Palmitos;4212106;N E M IDA HILDA CASELLA VIDORI;42054818;1;0;1;0;0;0;0;1;0;0;0;0;254;23;-27.0806651;-53.166976
Palmitos;4212106;NUCLEO EDUC MUN ALUINO KNAPP;42054826;2;0;1;0;0;0;0;1;0;0;1;0;95;16;-27.0003429;-53.177287
Palmitos;4212106;EEB FELISBERTO DE CARVALHO;42055237;1;0;1;0;0;0;1;0;0;0;0;0;504;39;-27.07675647;-53.16191358
Palmitos;4212106;EEB PRINCESA ISABEL;42055245;1;0;1;0;0;0;1;0;0;0;0;0;528;37;-27.0603121;-53.1565623
Joinville;4209102;COLEGIO SILOE;42055253;1;0;1;0;0;0;1;0;0;0;0;1;585;32;-26.31892;-48.85681
Florianópolis;4205407;CENTRO EDUCACIONAL VIVA VIDA;42055261;1;0;1;0;0;0;1;0;0;0;0;1;47;4;-27.67452;-48.50885
Caibi;4203105;EEB HUMBERTO DE ALENCAR CASTELO BRANCO;42055300;2;0;1;0;0;0;1;1;0;0;1;0;21;9;-26.9642042;-53.2121137
Caibi;4203105;EI ANITA GARIBALDI;42055520;2;0;1;0;0;0;0;1;0;0;0;0;28;7;-26.96415656;-53.21213914
Caibi;4203105;EEB DOM PEDRO II;42055539;1;0;1;0;0;0;1;1;0;0;0;0;640;42;-27.07377167;-53.24589667
Saudades;4217303;CEI PEQUENO PRINCIPE;42055555;1;0;1;0;0;0;0;1;0;0;0;0;253;8;-26.92712667;-52.99045833
Saudades;4217303;EEB CARLOS WERLANG;42055709;2;0;1;0;0;0;0;1;0;0;0;0;47;13;-26.914109;-53.1044461
Saudades;4217303;EEB RODOLFO FOSS;42055717;2;0;1;0;0;0;0;1;0;0;0;1;159;18;-26.82742847;-53.0919386
Saudades;4217303;EEB JOAO BATISTA FLECK;42055938;2;0;1;0;0;0;0;1;0;0;1;1;59;13;-26.89628189;-53.0517597
Saudades;4217303;EEB RODRIGUES ALVES;42055954;1;0;1;0;0;0;0;1;0;0;0;1;666;41;-26.92615621;-53.00344928
São Carlos;4216008;CEI MUN CRIANCA FELIZ;42055970;1;0;1;0;0;0;1;1;0;0;0;1;160;9;-27.0800519;-53.0037168
São Carlos;4216008;E M PROFESSOR MARIO XAVIER DOS SANTOS;42056071;2;0;1;0;0;0;0;0;1;0;1;1;176;20;-27.02732;-53.02746
Cunhataí;4204756;EEB NICOLAU SCHOENBERGER;42056080;1;0;1;0;0;0;0;1;0;0;1;1;257;25;-26.971515;-53.09386167
São Carlos;4216008;EEB DR CARLOS CULMEY;42056128;1;0;1;0;0;0;1;1;0;0;1;1;205;18;-27.08835911;-53.00339886
Cunhataí;4204756;EI MUN OSVIN SCHMITT;42056144;2;0;1;0;0;0;0;1;0;0;0;1;27;8;-26.9732093;-53.1236368
São Carlos;4216008;ESCOLA MUN PE NICOLAU GOUVERNEUR;42056276;1;0;1;0;0;0;0;0;1;0;0;1;195;17;-27.07809;-53.05578
São Carlos;4216008;EEB CARDEAL ARCOVERDE;42056322;1;0;1;0;0;0;0;0;1;0;1;0;794;42;-27.0792124;-53.0014161
São Carlos;4216008;ESCOLA MUNICIPAL PADRE JORGE ANNECKEN;42056330;2;0;1;0;0;0;0;0;1;0;1;0;152;19;;
Nova Erechim;4211405;CENTRO MUNICIPAL DE EDUCACAO INFANTIL RAIO DE SOL;42056365;1;0;1;0;1;0;0;1;0;0;0;1;300;18;-26.9028223;-52.9013736
Nova Erechim;4211405;EEB RUDOLFO LUZINA;42056470;1;0;1;0;0;0;0;1;0;0;0;0;370;27;-26.9014613;-52.9023771
Pinhalzinho;4212908;CEIM PEDRO SIMON;42056535;1;0;1;0;0;0;0;1;0;0;0;0;523;27;-26.84203301;-52.98589853
Pinhalzinho;4212908;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL DOM JOSE GOMES;42056586;1;0;1;0;0;0;0;1;0;0;0;1;261;15;-26.85838669;-52.97761191
Pinhalzinho;4212908;EEB JOSE MARCOLINO ECKERT;42056756;1;0;1;0;0;0;0;0;1;0;0;0;1188;60;-26.84888551;-52.99386721
Pinhalzinho;4212908;EEB VENDELINO JUNGES;42056764;1;0;1;0;0;0;0;1;0;0;0;0;574;34;-26.8503798;-52.9839838
Modelo;4210902;JI CANTINHO ALEGRE;42056802;1;0;1;0;0;0;0;1;0;0;0;1;94;10;-26.78095179;-53.05434838
Bom Jesus do Oeste;4202578;CENTRO DE EDUCACAO INFANTIL CHAPEUZINHO VERMELHO;42056810;1;0;1;0;0;0;0;1;0;0;0;1;120;18;-26.6926826;-53.09635894
Modelo;4210902;CEI PEQUENO LAR;42056829;1;0;1;0;0;0;0;1;0;0;0;1;132;22;-26.77911088;-53.05435282
Bom Jesus do Oeste;4202578;EEB PROF SILVIO ROMERO;42056837;1;0;1;0;0;0;1;0;0;0;0;1;173;19;-26.6955962;-53.0958701
Modelo;4210902;EEB DOM HELDER CAMARA;42056853;1;0;1;0;0;0;0;0;1;0;0;0;323;37;-26.7766957;-53.0540107
Sul Brasil;4217758;EEB SAO JOAO BOSCO;42057043;2;0;1;0;0;0;0;0;1;0;0;0;46;12;-26.6959206;-52.9547459
Serra Alta;4217550;EEB LA SALLE;42057213;1;0;1;0;0;0;0;1;0;0;0;0;240;25;-26.72801994;-53.04495503
Sul Brasil;4217758;EEB HELIO WASUM;42057221;1;0;1;0;0;0;1;0;0;0;0;1;182;18;-26.73596115;-52.96466372
Coronel Freitas;4204400;ESCOLA MUNICIPAL CORONELZINHO;42057248;1;0;1;0;0;0;1;1;0;0;0;1;198;17;-26.91213568;-52.70158692
Coronel Freitas;4204400;CMEIEF CLUBE DO BOLINHA;42057256;1;0;1;0;0;0;1;1;0;0;0;1;182;17;-26.9030758;-52.7015449
Coronel Freitas;4204400;PRE CASULO - CAIRU;42057272;2;0;1;0;0;0;0;1;0;0;0;1;15;5;-26.9016428;-52.8388793
Coronel Freitas;4204400;EEF ARTUR DA COSTA E SILVA;42057310;2;0;1;0;0;0;0;1;0;0;1;0;29;9;-26.8228516;-52.7996426
Coronel Freitas;4204400;EEF PEDRO PAQUES;42057329;2;0;1;0;0;0;0;0;1;0;1;1;54;14;-26.9018584;-52.83902483
Coronel Freitas;4204400;EEF PROF EDVINO HUPPES;42057337;1;0;1;0;0;0;0;1;0;0;0;1;248;11;-26.90301146;-52.7017269
