NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS;COORDENADAS_LAT;COORDENADAS_LON
Porto Belo;4213500;NUCLEO DE DESENVOLVIMENTO INFANTIL PROF ELIETE SEBASTIANA DOS SANTOS;42160855;1;0;1;0;0;0;1;0;0;0;0;1;148;21;;
Xanxerê;4219507;COLEGIO IMAGINE;42160863;1;0;1;0;0;0;1;1;0;0;0;1;52;6;;
Araranguá;4201406;UD QUILOMBOLA ROSALINA;42160871;1;3;1;0;0;0;1;0;0;0;0;0;42;13;;
Paulo Lopes;4212304;UD QUILOMBOLA TOCA SANTA CRUZ;42160880;1;3;1;0;0;0;0;1;0;0;0;0;44;15;;
Fraiburgo;4205506;UD QUILOMBOLA CAMPO DOS POLI;42160898;1;0;1;0;0;0;1;0;0;0;0;0;13;7;;
Antônio Carlos;4201208;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO CAESP DE ANTONIO CARLOS;42160901;1;0;1;0;0;0;1;1;0;0;0;1;;;;
Araranguá;4201406;PRE-ESCOLAR PROFª JULIETA AGUIAR BERTONCINI;42160910;1;0;1;0;0;0;1;0;0;0;0;0;29;3;-28.95699279;-49.51157707
Benedito Novo;4202206;ESCOLA MUNICIPAL ALTO BENEDITO NOVO;42160928;1;0;1;0;0;0;1;0;0;0;0;1;92;8;-26.77852;-49.40893667
Benedito Novo;4202206;CENTRO EDUCACIONAL INFANTIL PRIMEIROS PASSOS;42160936;1;0;1;0;0;0;1;1;0;0;0;1;23;2;-26.729035;-49.42019833
Itajaí;4208203;CEI BEM ME QUER MURTA;42160944;1;0;1;0;0;0;1;0;0;0;0;1;69;5;;
São José;4216602;CENTRO EDUCACIONAL CRIANCA FELIZ;42160952;1;0;1;0;0;0;0;1;0;0;0;1;85;6;;
Gaspar;4205902;ESCOLA DE EDUCACAO INFANTIL PINTANDO O SETE;42160960;1;0;1;0;1;0;0;1;0;0;0;1;29;1;-26.92340179;-48.96059985
Palhoça;4211900;CENTRO EDUCACIONAL DUARTE;42160987;1;0;1;0;0;0;1;0;0;0;0;1;47;4;;
Criciúma;4204608;CEI AFASC MORRO ESTEVAO;42160995;1;0;1;0;0;0;1;1;0;0;0;1;126;21;-28.73579667;-49.37325
Blumenau;4202404;COLEGIO EXCELSIOR;42161002;1;0;1;0;0;0;1;0;0;0;0;1;540;41;-26.88821722;-49.08095268
Criciúma;4204608;CEI AFASC MAE NINA;42161010;1;0;1;0;0;0;1;1;0;0;0;1;226;23;-28.664485;-49.38114667
Palhoça;4211900;CENTRO EDUCACIONAL CONSTRUINDO O SABER;42161029;1;0;1;0;0;0;1;0;0;0;0;1;11;4;;
Schroeder;4217402;COLEGIO APTO;42161037;1;0;1;0;0;0;1;0;0;0;0;0;2;1;;
Schroeder;4217402;CENTRO DE APOIO EDUCACIONAL SER E APRENDER;42161045;1;0;1;0;0;0;1;0;0;0;0;0;3;1;;
Passo de Torres;4212254;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MAR DO SABER;42161053;1;0;1;0;0;0;0;1;0;0;0;0;59;7;-29.26373397;-49.67990094
Passo de Torres;4212254;CENTRO DE EDUCACAO INFANTIL SANTOLINO GONCALVES DOS SANTOS;42161061;1;0;1;0;0;0;1;0;0;0;0;0;167;8;-29.31759608;-49.72439725
Itapema;4208302;EMEB PROF ALINE CRISTINA VIDAL NUNES;42161070;1;0;1;0;0;0;1;0;0;0;0;1;210;14;;
Balneário Camboriú;4202008;ESCOLA MONTESSORI SABER VIVER;42161088;1;0;1;0;0;0;1;0;0;0;0;1;142;11;;
Balneário Camboriú;4202008;CEI OFICINA DA INFANCIA - FILIAL;42161096;1;0;1;0;0;0;1;0;0;0;0;1;87;5;;
Criciúma;4204608;CEI AFASC FRANCISCA FURTADO DE LUCCA;42161100;1;0;1;0;0;0;1;1;0;0;0;1;152;20;-28.64642;-49.43100667
Criciúma;4204608;CEI AFASC NATUREZA;42161118;1;0;1;0;0;0;1;1;0;0;0;1;191;32;-28.70717667;-49.33828333
Criciúma;4204608;CEI AFASC ZELMA SAVI NAPOLI;42161126;1;0;1;0;0;0;1;1;0;0;0;1;119;15;-28.65549833;-49.44044333
Joinville;4209102;CEI PLAY NO APRENDER;42161134;1;0;1;0;0;0;1;0;0;0;0;1;8;2;;
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL MIO PICCOLO LTDA;42161142;1;0;1;0;0;0;1;0;0;0;0;0;16;2;;
Joinville;4209102;ESCOLA RISOS E RABISCOS LTDA;42161150;1;0;1;0;0;0;1;0;0;0;0;1;80;7;;
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL SEMEANDO O FUTURO LTDA;42161169;1;0;1;0;0;0;1;0;0;0;0;1;35;3;;
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL SONHO DE CRIANCA LTDA CEI TIA VERA;42161177;1;0;1;0;0;0;1;0;0;0;0;0;72;5;;
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL ECCHER E BUDAL ARINS LTDA CEI TIA SULA UNIDADE II;42161185;1;0;1;0;0;0;1;0;0;0;0;1;72;6;;
Florianópolis;4205407;IFSC - CAMPUS FLORIANOPOLIS-CONTINENTE;42161207;1;0;1;0;1;0;1;0;0;0;0;1;416;64;-27.59981808;-48.57181653
Joinville;4209102;JARDIM DE INFANCIA E EDUCACAO BILINGUE CURUPIRA LTDA - CURUPIRA EDUCACAO BILINGUE;42161215;1;0;1;0;0;0;1;0;0;0;0;1;18;2;;
Joinville;4209102;CENTRO INFANTIL DOCE CASTELO;42161223;1;0;1;0;0;0;1;0;0;0;0;1;46;4;;
Tubarão;4218707;CENTRO DE EDUCACAO INFANTIL PORTINHA DO FUTURO II;42161240;1;0;1;0;0;0;1;0;0;0;0;1;146;10;-28.4436336;-49.02781555
Treze de Maio;4218400;CENTRO DE EDUCACAO INFANTIL PRIMEIROS PASSOS;42161258;1;0;1;0;0;0;1;0;0;0;0;0;41;3;-28.57837325;-49.11020772
Tubarão;4218707;CENTRO DE EDUCACAO INFANTIL CAMINHO MAGICO;42161266;1;0;1;0;0;0;1;0;0;0;0;0;55;3;-28.48127333;-49.00123
Chapecó;4204202;CENTRO DE ATENDIMENTO ESPECIALIZADO CAESP DE CHAPECO;42161274;1;0;1;0;0;0;1;0;0;0;0;1;;;;
Araranguá;4201406;CENTRO MUNICIPAL DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO - CMAEE HANS GABRIEL VIEIRA PROHMANN;42161282;1;0;1;0;0;0;1;0;0;0;0;0;;;-28.9383127;-49.47807158
Brusque;4202909;ESCOLA QUERO SABER;42161290;1;0;1;0;0;0;0;1;0;0;0;1;170;16;;
Blumenau;4202404;ESCOLA DE EDUCACAO INFANTIL ENCANTAR LTDA;42161304;1;0;1;0;0;0;1;0;0;0;0;1;49;4;;
São José;4216602;CENTRO DE EDUCACAO INFANTIL MEDIARTE;42161312;1;0;1;0;0;0;1;0;0;0;0;1;31;3;;
Lages;4209300;CEIM ELVAS FLAVIO LENZI;42161320;1;0;1;0;0;0;1;0;0;0;0;0;256;26;;
Itajaí;4208203;CENTRO EDUCACIONAL EDUCARTE BABY;42161339;1;0;1;0;0;0;1;0;0;0;0;9;124;9;;
Tubarão;4218707;CEI PORTINHA DO FUTURO BABY EIRELI;42161347;1;0;1;0;0;0;1;0;0;0;0;1;69;4;;
Joinville;4209102;CENTRO DE EDUCACAO INFANTIL GUSTAVO ZIETZ;42161355;2;0;1;0;0;0;1;0;0;0;0;1;40;6;;
Joinville;4209102;CEI PROFESSORA DEBORA CRISTINA NEVES DA SILVA RUIZ PALOMA;42161363;1;0;1;0;0;0;1;0;0;0;0;1;183;11;;
Itapema;4208302;CMEI CENTRO MUNICIPAL DE EDUCACAO INFANTIL ODETE REBELO BERTEMES;42161371;2;0;1;0;0;0;0;0;1;0;0;1;56;8;;
Garuva;4205803;ESCOLA MUNICIPAL PROFESSORA MILENE SAAD BENEDET;42161380;1;0;1;0;0;0;0;1;0;0;0;1;373;20;;
Itapema;4208302;ANGLO ITAPEMA;42161398;1;0;1;0;0;0;1;0;0;0;0;1;517;41;;
Itajaí;4208203;COLEGIO ANGLO ITAJAI;42161410;1;0;1;0;0;0;1;0;0;0;0;1;103;18;;
Palhoça;4211900;COLEGIO KERIGMA;42161428;1;0;1;0;0;0;1;0;0;0;0;0;56;11;;
Itapema;4208302;EMEB EUNICE SEBASTIANA PRADO;42161436;1;0;1;0;0;0;1;0;0;0;0;1;265;27;;
São José;4216602;CONSELHO COMUNITARIO DO BAIRRO SANTOS DUMONT;42161444;1;0;1;0;0;0;0;1;0;0;0;1;183;12;-27.58626495;-48.60468859
São José;4216602;CEI IZALTINA GOMES DA SILVA;42161452;1;0;1;0;0;0;0;1;0;0;0;1;146;13;-27.54802235;-48.66218325
São Joaquim;4216503;ESCOLA DE EDUCACAO INFANTIL ALCIDES ZABOT TRACOS E LETRAS;42161460;1;0;1;0;0;0;1;0;0;0;0;0;105;24;-28.29483695;-49.9332952
Concórdia;4204301;COOEPE;42161479;1;0;1;0;0;0;1;1;0;0;0;1;50;2;-27.23114913;-52.02443893
Palhoça;4211900;CENTRO DE EDUCACAO INFANTIL PEQUENO PENSADOR;42161487;1;0;1;0;0;0;1;0;0;0;0;0;38;6;;
Palhoça;4211900;EBM PALHOCA;42161495;1;0;1;0;0;0;0;1;0;0;0;0;990;41;-27.6644599;-48.66450399
São Miguel do Oeste;4217204;COLEGIO UNOESC DE EDUCACAO INOVADORA;42161509;1;0;1;0;0;0;0;1;0;0;0;1;38;16;;
Capinzal;4203907;SESI SC - CAPINZAL;42161517;1;0;1;0;0;0;1;0;0;0;0;0;42;3;-27.37986753;-51.58296838
Biguaçu;4202305;CENTRO DE EDUCACAO INFANTIL MUNICIPAL PROFESSORA JANDIRA FARIA DE AMORIM;42161525;1;0;1;0;0;0;0;1;0;0;0;0;138;13;-27.46524428;-48.67917254
Blumenau;4202404;CENTRO EDUCACIONAL NINHO DO SABER LTDA;42161533;1;0;1;0;0;0;1;0;0;0;0;1;17;2;-26.91763667;-49.12462167
Itajaí;4208203;CENTRO EDUCACIONAL TRILHANDO SABERES;42161541;1;0;1;0;0;0;1;0;0;0;0;1;59;3;;
Itajaí;4208203;CENTRO DE EDUCACAO INFANTIL CONTO DE FADAS;42161568;1;0;1;0;0;0;1;0;0;0;0;1;92;4;;
Blumenau;4202404;CENTRO DE EDUCACAO INFANTIL PEQUENAS ESTRELAS;42161576;1;0;1;0;0;0;1;0;0;0;0;1;14;3;;
Schroeder;4217402;LAPIS DE TERRA ESPACO DE DESENVOLVIMENTO INFANTIL;42161584;1;0;1;0;0;0;1;0;0;0;0;1;5;1;;
Schroeder;4217402;CENTRO DE EDUCACAO INFANTIL MUNICIPAL ISABELLA GOMES DOS SANTOS;42161592;1;0;1;0;0;0;0;1;0;0;0;1;40;3;;
Timbó;4218202;CENTRO DESENVOLVIMENTO INFANTIL MONTE VERDE UNIDADE TIMBO;42161606;1;0;1;0;0;0;1;0;0;0;0;1;97;6;;
Santo Amaro da Imperatriz;4215703;ESCOLA ALEGRIA DA CRIANCA;42161614;1;0;1;0;0;0;1;0;0;0;0;1;29;3;;
Florianópolis;4205407;COLEGIO AURORA FILIAL I;42161622;1;0;1;0;0;0;1;0;0;0;0;1;188;19;;
Salto Veloso;4215406;CENTRO MUNICIPAL DE EDUCACAO INTEGRADA DE SALTO VELOSO;42161630;1;0;1;0;0;0;1;0;0;0;0;1;219;10;-26.90211281;-51.4082021
Ituporanga;4208500;UD UNIDADE PRISIONAL AVANCADA DE ITUPORANGA;42161657;1;0;1;0;0;0;1;0;0;0;0;1;30;9;-27.41851646;-49.59892505
Anitápolis;4201109;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO CAESP DE ANITAPOLIS;42161665;1;0;1;0;0;0;1;1;0;0;0;0;;;;
Palhoça;4211900;EIEF TEKOA YAKA PORA;42161673;1;2;1;0;0;0;0;0;0;1;1;0;9;3;;
Florianópolis;4205407;INSTITUTO UNI-FLORIPA;42161681;1;0;1;0;0;0;1;0;0;0;0;1;15;8;;
Tigrinhos;4217956;UD DE TIGRINHOS;42161690;1;0;1;0;0;0;0;1;0;0;0;1;3;2;;
Barra Velha;4202107;CENTRO EDUCACIONAL QUINTAL DOS SONHOS;42161703;1;0;1;0;0;0;0;1;0;0;0;1;108;10;;
Rio do Sul;4214805;CEI MOACIR ANTONIO TONON;42161711;1;0;1;0;0;0;1;1;0;0;0;1;261;22;-27.24577746;-49.67599197
Sombrio;4217709;CEI VALDEMAR MANOEL DA ROSA;42161720;2;0;1;0;0;0;0;0;1;0;0;1;42;5;;
Blumenau;4202404;CEI PASTOR NIRTON DOS SANTOS;42161738;1;0;1;0;0;0;1;0;0;0;0;1;238;39;;
Itajaí;4208203;CENTRO DE EDUCACAO INFANTIL ANTONIO NICOLETTI;42161746;2;0;1;0;0;0;0;1;0;0;0;1;135;13;;
São João Batista;4216305;ESCOLA DE EDUCACAO BASICA DARCI DE BRITO MAURICI;42161754;1;0;1;0;0;0;1;0;0;0;0;1;186;11;;
Brusque;4202909;INOVA CENTRO EDUCACIONAL E EXTRACURRICULAR;42161762;1;0;1;0;0;0;1;0;0;0;0;1;27;2;;
Indaial;4207502;UEI PROFESSORA JAQUELINE APARECIDA TRAPASOLLI GUIMARAES;42161770;1;0;1;0;0;0;1;0;0;0;0;1;64;9;-26.8961371;-49.23611286
Itajaí;4208203;CEI VEREADOR ELOI CAMILO DA COSTA;42161789;1;0;1;0;0;0;1;0;0;0;0;1;208;18;;
Maravilha;4210506;CENTRO DE EDUCACAO INFANTIL PEQUENO POLEGAR;42161797;1;0;1;0;0;0;1;1;0;0;0;1;97;12;-26.77065833;-53.19902
Maravilha;4210506;CENTRO DE EDUCACAO INFANTIL CHAPEUZINHO VERMELHO;42161819;1;0;1;0;0;0;0;1;0;0;0;1;158;14;-26.755015;-53.17845667
Maravilha;4210506;CENTRO DE EDUCACAO INFANTIL MAGICO DE OZ;42161827;1;0;1;0;0;0;0;1;0;0;0;1;79;11;-26.791225;-53.1992
