NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS;COORDENADAS_LAT;COORDENADAS_LON
Meleiro;4210803;CENTRO MUNICIPAL DE EDUCACAO INFANTIL ESCADINHA DO TEMPO;42127696;1;0;1;0;0;0;0;1;0;0;0;0;160;18;-28.82713723;-49.63350459
Bombinhas;4202453;EB MUN MANOEL JOSE DA SILVA;42127700;1;0;1;0;0;0;0;1;0;0;0;1;509;24;-27.17981;-48.51711
Bombinhas;4202453;EBM EDITH WILLECKE;42127718;1;0;1;0;0;0;0;1;0;0;0;1;383;28;-27.19395;-48.5006
Porto Belo;4213500;ESCOLA MUNICIPAL FRANCISCO JOSE MARQUES;42127742;1;0;1;0;0;0;1;0;0;0;0;1;156;11;-27.13257252;-48.52692883
Balneário Camboriú;4202008;N E I PEQUENO MUNDO;42127750;1;0;1;0;0;0;1;0;0;0;0;1;118;34;-27.0249473;-48.6134755
Rio Negrinho;4215000;CMEI ANJO SAPECA;42127769;1;0;1;0;0;0;1;0;0;0;0;0;120;14;-26.22796935;-49.51226296
Balneário Camboriú;4202008;CENTRO EDUCACIONAL VIANNA DE CARVALHO;42127777;1;0;1;0;0;0;1;0;0;0;0;0;250;35;-26.97756131;-48.6422397
Itajaí;4208203;CE PROF CACILDO ROMAGNANI - CEPCR;42127807;1;0;1;0;0;0;0;1;0;0;0;1;1091;49;-26.91964164;-48.69800031
Camboriú;4203204;COLEGIO RECRIARTE;42127815;1;0;1;0;0;0;1;0;0;0;0;1;881;49;-27.0244719;-48.6489291
Tubarão;4218707;CEI E ENSINO FUNDAMENTAL E MEDIO CORACAO FELIZ LTDA EPP;42127831;1;0;1;0;0;0;1;0;0;0;0;1;584;32;-28.47738133;-49.01459871
Ibirama;4206900;CEJA DE IBIRAMA;42127866;1;0;1;0;0;0;1;0;0;0;0;0;180;16;-27.05781621;-49.5159456
Salete;4215307;UD DE SALETE;42127874;1;0;1;0;0;0;1;0;0;0;0;0;21;4;-26.9817275;-50.01090612
Trombudo Central;4218608;CENTRO DE EDUCACAO BASICA EGINOLF BELL;42127890;1;0;1;0;0;0;0;1;0;0;0;1;120;10;-27.30930419;-49.80992183
Trombudo Central;4218608;CENTRO DE EDUCACAO INFANTIL GENTE MIUDA;42127912;1;0;1;0;0;0;0;1;0;0;0;1;70;4;-27.31669391;-49.79865502
Braço do Trombudo;4202859;CEI TIA EDITH;42127947;1;0;1;0;0;0;1;0;0;0;0;1;84;19;-27.35553409;-49.88167465
Pouso Redondo;4213708;CENTRO DE EDUCACAO INFANTIL CONSTANTINO ANTONIO MAXIMIANO;42127955;1;0;1;0;0;0;0;0;1;0;0;0;53;6;-27.25014612;-49.93725638
Pouso Redondo;4213708;UD DE POUSO REDONDO;42127963;1;0;1;0;0;0;1;0;0;0;0;1;67;8;-27.27169167;-49.94243167
Rio do Sul;4214805;CEJA DE RIO DO SUL;42127971;1;0;1;0;0;0;1;0;0;0;0;1;269;21;-27.2220327;-49.6476226
Arabutã;4201273;PRE ESCOLAR CINDERELA;42128145;1;0;1;0;0;0;0;1;0;0;0;1;146;13;-27.15661229;-52.13508388
Itá;4208005;UD DE ITA;42128218;1;0;1;0;0;0;1;0;0;0;0;1;47;10;-27.27778791;-52.33119648
Campos Novos;4203600;CAIC PROFESSORA NAIR DA SILVA GRIS;42128234;1;0;1;0;0;0;1;0;0;0;0;1;766;36;-27.40251996;-51.23571136
Vargem Bonita;4219176;UD DE VARGEM BONITA;42128242;1;0;1;0;0;0;1;0;0;0;0;0;27;7;-27.0051093;-51.74182923
Catanduvas;4204004;UD DE CATANDUVAS;42128277;1;0;1;0;0;0;1;0;0;0;0;0;61;9;-27.073032;-51.66066612
Campos Novos;4203600;CEJA DE CAMPOS NOVOS;42128293;1;0;1;0;0;0;1;0;0;0;0;0;270;21;-27.39754726;-51.22967217
Água Doce;4200408;UD DE AGUA DOCE;42128323;1;0;1;0;0;0;1;0;0;0;0;0;19;4;-26.99920272;-51.55460828
Brusque;4202909;CEJA DE BRUSQUE;42128340;1;0;1;0;0;0;1;0;0;0;0;0;380;37;-27.0992885;-48.9162512
Otacílio Costa;4211751;SENAI SC - OTACILIO COSTA;42128382;1;0;1;0;0;0;1;0;0;0;0;0;92;12;-27.5029196;-50.11634
Jacinto Machado;4208708;UD DE JACINTO MACHADO;42128412;1;0;1;0;0;0;1;0;0;0;0;0;40;5;-28.99992795;-49.75966933
Santiago do Sul;4215695;ESC DE EDUC INFANTIL CANTINHO DA ALEGRIA;42128420;1;0;1;0;0;0;1;0;0;0;0;1;100;13;-26.63640995;-52.67273414
Pinhalzinho;4212908;UD DE PINHALZINHO;42128439;1;0;1;0;0;0;0;0;1;0;0;1;129;22;-26.85012713;-52.98386824
Guatambú;4206652;CENTRO DE EDUCACAO INFANTIL MUNICIPAL - CEIM TRILHA DO SABER;42128463;2;0;1;0;0;0;0;1;0;0;0;1;77;8;-27.0720078;-52.7618174
São Lourenço do Oeste;4216909;CEIM MONTEIRO LOBATO;42128480;1;0;1;0;0;0;0;1;0;0;0;1;210;23;-26.36147833;-52.85968
Quilombo;4214201;CEJA DE QUILOMBO;42128498;1;0;1;0;0;0;0;1;0;0;0;1;105;12;-26.7236872;-52.7201519
Saudades;4217303;CEI TRENZINHO ALEGRE;42128528;1;0;1;0;0;0;0;0;1;0;0;1;100;5;-26.9248719;-53.00339688
Palmitos;4212106;CEJA DE PALMITOS;42128552;1;0;1;0;0;0;1;0;0;0;0;0;63;8;-27.066879;-53.1521713
Irati;4207858;CENTRO MUNICIPAL DE EDUCACAO INFANTIL;42128609;1;0;1;0;0;0;0;0;1;0;0;1;98;17;-26.65537513;-52.8917786
Abelardo Luz;4200101;EBM JOSE MARIA;42128714;2;1;1;0;0;0;0;0;1;0;1;1;311;19;-26.5865369;-52.1035788
Abelardo Luz;4200101;CEI SHALON;42128730;1;0;1;0;0;0;0;1;0;0;0;0;93;12;-26.5728366;-52.3198386
Ponte Serrada;4213401;CEI PROFª HORTENCIA RODRIGUES DE ALMEIDA;42128862;1;0;1;0;0;0;0;1;0;0;0;0;76;6;-26.8870127;-51.9834696
Lajeado Grande;4209458;ESCOLA MUNICIPAL PROFESSORA IRMA BLANDINA CISZ;42128870;1;0;1;0;0;0;0;1;0;0;0;1;121;9;-26.8600967;-52.565415
Ipuaçu;4207684;JI PEQUENO PRINCIPE;42128889;2;2;1;0;0;0;0;0;1;0;1;1;94;5;-26.7350896;-52.464649
Xanxerê;4219507;EMEB VISTA ALEGRE;42128900;1;0;1;0;0;0;1;0;0;0;0;1;388;22;-26.8894268;-52.4002925
Campo Erê;4203501;CENTRO DE EDUCACAO INFANTIL NILCI SANDER;42128919;1;0;1;0;0;0;0;1;0;0;0;1;63;12;-26.39088746;-53.06840987
Maravilha;4210506;CEI ERICA MALDANER;42128960;1;0;1;0;0;0;0;1;0;0;0;1;65;7;-26.76373604;-53.16351831
Iporã do Oeste;4207650;PRE ESCOLAR OS PEIXINHOS;42128978;1;0;1;0;0;0;0;0;1;0;0;1;185;9;-26.990249;-53.5350738
Iporã do Oeste;4207650;PE PEQUENO POLEGAR;42128986;2;0;1;0;0;0;0;0;1;0;0;1;28;9;-27.0333492;-53.5087813
São Miguel do Oeste;4217204;CEJA DE SAO MIGUEL D OESTE;42129001;1;0;1;0;0;0;0;0;1;0;0;1;134;17;-26.737656;-53.5184542
Monte Castelo;4211108;UD DE MONTE CASTELO;42129036;1;0;1;0;0;0;1;0;0;0;0;0;15;3;-26.45407125;-50.23660641
São José do Cedro;4216701;UD DE SAO JOSE DO CEDRO;42129044;1;0;1;0;0;0;1;1;0;0;0;0;19;7;-26.456095;-53.50203167
Bandeirante;4202081;ESCOLA MUNICIPAL BANDEIRANTE;42129052;2;0;1;0;0;0;0;1;0;0;0;0;370;25;-26.75543092;-53.63139598
Guaraciaba;4206405;UD DE GUARACIABA;42129079;1;0;1;0;0;0;1;1;0;0;0;1;9;5;-26.5996339;-53.5214516
Saltinho;4215356;PE ESTRELINHA VIVA;42129087;1;0;1;0;0;0;0;1;0;0;0;0;67;5;-26.61096719;-53.0620101
Águas Mornas;4200606;CEI BEIJA FLOR;42129109;1;0;1;0;0;0;0;1;0;0;0;1;229;13;-27.6979192;-48.81810466
Angelina;4200903;CMEI BARRA CLARA;42129168;2;0;1;0;0;0;0;1;0;0;0;1;39;5;;
Angelina;4200903;CMEI CANTINHO FELIZ;42129176;2;0;1;0;0;0;0;1;0;0;0;1;43;6;-27.47282;-48.97204
São José;4216602;CENTRO EDUC COMPANHIA DO SABER;42129206;1;0;1;0;0;0;1;0;0;0;0;1;633;25;-27.60489914;-48.63840245
São José;4216602;CEI SAO JUDAS TADEU;42129222;1;0;1;0;0;0;1;1;0;0;0;0;166;11;-27.5686784;-48.6294036
São José;4216602;GARDNER CURSOS E COLEGIO;42129249;1;0;1;0;0;0;1;0;0;0;0;0;252;30;;
São José;4216602;EEB PROF LAERCIO CALDEIRA DE ANDRADA;42129257;1;0;1;0;0;0;1;0;0;0;0;0;1174;93;-27.5971447;-48.60986777
São José;4216602;CEI BOM JESUS DE IGUAPE;42129273;1;0;1;0;0;0;1;1;0;0;0;1;214;15;-27.6097494;-48.6275179
Palhoça;4211900;CEI VOVO MARIA;42129290;1;0;1;0;0;0;0;1;0;0;0;0;232;24;-27.66385044;-48.66413388
Florianópolis;4205407;COLEGIO SANTA TEREZINHA;42129303;1;0;1;0;0;0;1;0;0;0;1;1;1034;38;-27.43616291;-48.39802762
Palhoça;4211900;EIEB ITATY;42129346;2;2;1;0;0;0;0;1;0;0;0;0;91;15;;
Florianópolis;4205407;COORD DE ED DE JOVENS E ADULTOS;42129354;1;0;1;0;0;0;1;0;0;0;0;0;1123;115;-27.58979;-48.54515
Laguna;4209409;CEJA DE LAGUNA;42129362;1;0;1;0;0;0;1;0;0;0;0;0;508;92;-28.47083443;-48.77793188
Palhoça;4211900;CAIC-PROF FEBRONIO TANCREDO DE OLIVEIRA - FUNDAMENTAL;42129370;1;0;1;0;0;0;1;0;0;0;0;1;1648;116;-27.63370545;-48.67182619
Florianópolis;4205407;ESCOLA JARDIM ANCHIETA;42129400;1;0;1;0;0;0;1;0;0;0;0;9;734;39;-27.59325;-48.5045
Urussanga;4219002;UD DE URUSSANGA;42129427;1;0;1;0;0;0;1;0;0;0;0;1;146;13;-28.5153067;-49.3184669
Lauro Müller;4209607;UD DE LAURO MULLER;42129435;1;0;1;0;0;0;1;0;0;0;0;1;53;11;-28.4052182;-49.4037952
Siderópolis;4217600;CEI PEQUENO PRINCIPE;42129443;1;0;1;0;0;0;1;0;0;0;0;1;51;7;-28.5820043;-49.4225161
Morro da Fumaça;4211207;UD DE MORRO DA FUMACA;42129486;1;0;1;0;0;0;1;0;0;0;0;1;47;10;-28.65396458;-49.21300372
Lauro Müller;4209607;PE PROFESSORA IRANI VARGAS;42129494;1;0;1;0;0;0;1;0;0;0;0;1;175;12;-28.38966451;-49.40093775
Nova Veneza;4211603;CENTRO EDUCACIONAL SOSSEGO DA MAMAE;42129516;1;0;1;0;0;0;1;0;0;0;0;0;42;8;-28.64017121;-49.502232
Criciúma;4204608;CEI AFASC CARMELA BENEDET CASAGRANDE;42129583;1;0;1;0;0;0;1;1;0;0;0;1;125;15;-28.65036942;-49.34995812
Criciúma;4204608;EMEB PROF VILSON LALAU;42129591;1;0;1;0;0;0;1;0;0;0;0;1;408;26;-28.70379122;-49.33616712
Criciúma;4204608;EMEB ACACIO ALFREDO VILLAIN;42129605;1;0;1;0;0;0;1;0;0;0;0;1;174;12;-28.6899333;-49.45387968
Balneário Rincão;4220000;CEI BALANCO DAS ONDAS;42129613;1;0;1;0;0;0;0;1;0;0;0;1;96;10;-28.82681594;-49.23917629
Içara;4207007;CEI FAVINHO DE MEL;42129656;1;0;1;0;0;0;0;1;0;0;0;1;122;12;-28.720647;-49.2999247
Balneário Rincão;4220000;CEI MUNDO MAGICO;42129664;2;0;1;0;0;0;0;1;0;0;0;1;118;7;-28.81266496;-49.22835549
Içara;4207007;UD DE ICARA;42129680;1;0;1;0;0;0;1;0;0;0;0;0;78;14;-28.7134583;-49.29016566
Videira;4219309;CEJA DE VIDEIRA;42129699;1;0;1;0;0;0;1;0;0;0;0;0;261;21;-27.00688982;-51.15206229
Fraiburgo;4205506;UD DE FRAIBURGO;42129729;1;0;1;0;0;0;1;0;0;0;0;0;78;8;-27.03105;-50.9175
Otacílio Costa;4211751;UD DE OTACILIO COSTA;42129800;1;0;1;0;0;0;1;0;0;0;0;0;65;13;-27.50392909;-50.12063459
Otacílio Costa;4211751;ESC DE ED INF JOAO MARIA R DE LIMA;42129818;1;0;1;0;0;0;1;0;0;0;0;1;112;15;-27.5312674;-50.1190571
Otacílio Costa;4211751;ESC DE ED INF ALEXANDRINA SCHLISCHTING;42129826;1;0;1;0;0;0;1;0;0;0;0;1;81;16;-27.4846959;-50.1216185
Otacílio Costa;4211751;EB ANTONIO PIRES BURG;42129834;1;0;1;0;0;0;1;0;0;0;0;0;287;21;-27.50386551;-50.12030859
Lages;4209300;CEIM NOE JOSE DOS SANTOS;42129850;1;0;1;0;0;0;1;0;0;0;0;1;163;16;-27.82630167;-50.33165333
Lages;4209300;COLEGIO LIBERI;42129869;1;0;1;0;0;0;1;0;0;0;0;1;91;10;-27.8140489;-50.3318152
Lages;4209300;CEIM JOAO JOSE THEODORO DA COSTA NETTO;42129877;1;0;1;0;0;0;0;1;0;0;0;1;115;14;-27.8199582;-50.2889045
Lages;4209300;CEIM TIA BIRA;42129893;1;0;1;0;0;0;1;0;0;0;0;0;111;15;-27.83018739;-50.33490938
Correia Pinto;4204558;UD DE CORREIA PINTO;42129915;1;0;1;0;0;0;1;0;0;0;0;0;83;11;-27.5921495;-50.3659953
Bom Retiro;4202602;UD DE BOM RETIRO;42129923;1;0;1;0;0;0;1;1;0;0;0;0;64;7;-27.79729451;-49.49112031
Caibi;4203105;ESC ESPECIAL DE CAIBI;42129966;1;0;1;0;0;0;0;1;0;0;0;1;;;-27.07202685;-53.24575935
Tubarão;4218707;ESCOLA ESPECIAL CIRANDA DA ESPERANCA APAE TUBARAO;42129974;1;0;1;0;0;0;1;0;0;0;0;1;;;;
São Martinho;4217105;ESC ESPECIAL TANTE CECILIA EFFTING;42129982;1;0;1;0;0;0;1;0;0;0;0;1;;;-28.165594;-48.9783419
Rio Fortuna;4214904;APAE RIO FORTUNA;42129990;1;0;1;0;0;0;1;0;0;0;0;0;;;-28.13349803;-49.10337218
Jaguaruna;4208807;CAESP NOVO MUNDO;42130000;1;0;1;0;0;0;0;0;1;0;1;1;;;-28.60331041;-49.03477318
Grão-Pará;4206108;CAESP GRAO-PARA;42130018;1;0;1;0;1;0;1;0;0;0;0;1;;;-28.18907;-49.21144167
Lauro Müller;4209607;CAESP LAURO MULLER;42130026;1;0;1;0;0;0;1;0;0;0;0;0;;;-28.38973679;-49.39852231
Apiúna;4201257;ESC ESPECIAL ACADEMIA DO AMOR;42130034;1;0;1;0;0;0;1;0;0;0;0;1;;;-27.03646167;-49.38933
Braço do Norte;4202800;ESC ESPECIAL JOAO ESTANISLAU ANGELO;42130042;1;0;1;0;0;0;1;0;0;0;0;1;;;-28.2849969;-49.1554673
Palma Sola;4212007;CAESP - PEQUENO GHINTHER;42130050;1;0;1;0;0;0;1;0;0;0;0;0;;;-26.3510889;-53.2762061
Armazém;4201505;ESC ESPECIAL ORLANDO MICHELS;42130077;1;0;1;0;0;0;1;0;0;0;0;1;;;-28.2641294;-49.0226133
Gravatal;4206207;ESC NOVO HORIZONTE;42130093;1;0;1;0;0;0;1;0;0;0;0;1;;;-28.33528348;-49.03088379
Vidal Ramos;4219200;APAE DE VIDAL RAMOS;42130107;2;0;1;0;0;0;1;0;0;0;0;1;;;-27.398565;-49.3735697
Massaranduba;4210605;CAESP ANJO GABRIEL;42130115;1;0;1;0;0;0;1;0;0;0;0;1;;;;
Jaraguá do Sul;4208906;CAESP - APAE DE JARAGUA DO SUL;42130123;1;0;1;0;0;0;1;0;0;0;0;1;;;-26.48419564;-49.03871242
Guaramirim;4206504;CAESP MARIA ANNA MALUTTA;42130140;1;0;1;0;0;0;1;0;0;0;0;1;;;-26.4699038;-48.9785109
Mondaí;4211009;ESCOLA ESPECIAL RAIO DE SOL - APAE DE MONDAI;42130158;1;0;1;0;1;0;0;1;0;0;0;0;;;;
Anchieta;4200804;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DE ANCHIETA;42130166;1;0;1;0;0;0;0;1;0;0;0;1;;;-26.5341359;-53.3317744
São Domingos;4216107;ESC ESPECIAL PROF ILDA LAGO DALLA CORTE;42130174;1;0;1;0;0;0;1;1;0;0;0;1;;;-26.5631309;-52.5295716
Lages;4209300;CAESP APAE DE LAGES;42130182;1;0;1;0;1;0;1;0;0;0;0;1;;;-27.81684001;-50.31924021
Correia Pinto;4204558;ESC ESPECIAL PATRICIA PETRY MESQUITA;42130190;1;0;1;0;0;0;1;0;0;0;0;1;;;-27.5862055;-50.3628365
Águas Mornas;4200606;CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DE AGUAS MORNAS;42130212;1;0;1;0;0;0;0;0;1;0;0;1;;;-27.69712;-48.81777
Florianópolis;4205407;INST DE ED ESPECIAL PROFº MANOEL BOAVENTURA;42130220;1;0;1;0;0;0;1;0;0;0;0;0;;;-27.59369717;-48.49277241
Fraiburgo;4205506;ESCOLA ESPECIAL MARIA FREY;42130263;1;0;1;0;0;0;1;0;0;0;0;1;;;-27.0285354;-50.917684
Caçador;4203006;ESCOLA ESPECIAL APOLONIA CAPITULINA MILLES;42130271;1;0;1;0;0;0;1;0;0;0;0;1;;;-26.771625;-51.02153167
Balneário Camboriú;4202008;SENAI SC - BALNEARIO CAMBORIU;42130298;1;0;1;0;0;0;1;0;0;0;0;0;14;4;-27.00813;-48.64117
Itajaí;4208203;ASSOCIACAO DE DEFICIENTES VISUAIS DE ITAJAI E REGIAO;42130301;1;0;1;0;0;0;1;0;0;0;0;1;;;-26.91599;-48.6742
Itapema;4208302;ESCOLA ESPECIAL RAZAO DE VIVER;42130310;1;0;1;0;0;0;1;0;0;0;0;0;;;;
Bom Jardim da Serra;4202503;UD DE BOM JARDIM DA SERRA;42130344;1;0;1;0;0;0;1;0;0;0;0;0;8;2;-28.34066265;-49.63104502
São José do Cerrito;4216800;UD DE SAO JOSE DO CERRITO;42130352;1;0;1;0;0;0;1;1;0;0;0;0;23;12;-27.65823;-50.58548
São Domingos;4216107;UD DE SAO DOMINGOS;42130387;1;0;1;0;0;0;0;0;1;0;0;1;26;5;-26.56852247;-52.53176407
Faxinal dos Guedes;4205308;UD DE FAXINAL DOS GUEDES;42130395;1;0;1;0;0;0;1;0;0;0;0;0;48;11;-26.84582037;-52.26164356
Xaxim;4219705;UD DE XAXIM;42130409;1;0;1;0;0;0;1;0;1;0;0;1;32;7;-26.9612866;-52.5344182
Otacílio Costa;4211751;ESC DE ED AMIGOS PARA SEMPRE;42130450;1;0;1;0;0;0;1;0;0;0;0;1;;;-27.50581;-50.11946
Canoinhas;4203808;CENTRO DE EDUCACAO INFANTIL EMILIA FERREIRO;42130484;1;0;1;0;0;0;0;1;0;0;0;1;141;18;-26.19498976;-50.37585356
Imbuia;4207403;CENTRO MUNICIPAL DE EDUCACAO INFANTIL CRECHE PROFESSORA IONE;42130492;1;0;1;0;0;0;1;0;0;0;0;1;19;3;-27.4981816;-49.4170035
Chapadão do Lageado;4204194;UNIDADE DE EDUCACAO INFANTIL MARIA FUCK KREUSCH;42130514;1;0;1;0;0;0;0;1;0;0;0;1;151;14;-27.58402579;-49.54262766
São Lourenço do Oeste;4216909;CEIM MUNDO COLORIDO;42130522;1;0;1;0;0;0;0;1;0;0;0;1;344;28;-26.35469;-52.85421667
São Miguel do Oeste;4217204;CEI TIO PATINHAS;42130530;1;0;1;0;0;0;1;0;0;0;0;1;69;6;-26.7408488;-53.5111336
Itapiranga;4208401;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL CRECHE ELISABETA ROST;42130549;1;0;1;0;0;0;1;0;0;0;0;1;72;6;-27.17066;-53.71259
Chapecó;4204202;CEIM ORACILIO COSTELLA;42130565;1;0;1;0;0;0;0;1;0;0;0;1;389;21;-27.09090083;-52.67139684
Itapiranga;4208401;EMEI CRECHE ESPERANCA;42130573;1;0;1;0;0;0;1;0;0;0;0;1;86;8;-27.18012;-53.72515
São Cristóvão do Sul;4216057;CRECHE ABC;42130581;1;0;1;0;0;0;1;1;0;0;0;1;92;13;-27.2572762;-50.447912
Lages;4209300;CEIM GIRASSOL;42130590;1;0;1;0;0;0;1;0;0;0;0;1;199;19;-27.80616181;-50.36813844
Laguna;4209409;CEI TURMA DA MONICA;42130603;2;0;1;0;0;0;0;0;1;0;0;1;14;3;;
Zortéa;4219853;CEI ESTRELA DO AMANHA;42130620;1;0;1;0;0;0;0;1;0;0;0;1;245;19;-27.4514628;-51.5534113
Lages;4209300;CEIM MORANGUINHO;42130638;1;0;1;0;0;0;1;0;0;0;0;1;54;8;-27.83513074;-50.33700619
Bom Retiro;4202602;CRECHE MUN IRMA PAULA;42130654;1;0;1;0;0;0;1;0;0;0;0;0;78;16;-27.806033;-49.491746
Balneário Camboriú;4202008;N E I IATE CLUBE;42130670;1;0;1;0;0;0;1;0;0;0;0;1;179;44;-27.01458;-48.63172
Balneário Camboriú;4202008;N E I SANTA INES;42130700;1;0;1;0;0;0;1;0;0;0;0;1;172;39;-27.00710985;-48.63899555
Criciúma;4204608;CEI AFASC ZILA TEREZINHA PUGISKI LINEMBURGER;42130727;1;0;1;0;0;0;1;1;0;0;0;1;192;27;-28.67582594;-49.33986148
Petrolândia;4212700;UD DE PETROLANDIA;42130794;1;0;1;0;0;0;1;1;0;0;0;0;62;10;-27.53298603;-49.69971527
Calmon;4203154;EBM MARGARIDA MARIA ALVES;42130832;2;1;1;0;0;0;0;1;0;0;1;0;123;11;-26.65365702;-51.22990591
Chapecó;4204202;CENTRO DE ED MONTEIRO LOBATO;42130859;1;0;1;0;0;0;1;0;0;0;0;1;79;8;-27.1145993;-52.6092006
Tubarão;4218707;FUNDACAO EDUCACIONAL JOANNA DE ANGELIS;42130867;1;0;1;0;0;0;1;0;0;0;0;1;117;15;-28.469813;-48.9815028
Chapecó;4204202;COLEGIO ALFA CHAPECO - EI EF E EM;42130875;1;0;1;0;0;0;1;0;0;0;0;1;597;43;-27.1034667;-52.6215736
Palhoça;4211900;CENTRO EDUCACIONAL SAO JUDAS TADEU;42130913;1;0;1;0;0;0;1;0;0;0;0;1;303;28;-27.631435;-48.65367
Balneário Rincão;4220000;CEI SONHO INFANTIL;42130921;1;0;1;0;0;0;0;1;0;0;0;1;227;20;-28.80727409;-49.24076616
Camboriú;4203204;CENTRO DE ED CAMBORIU LTDA ME - CECAM;42130930;1;0;1;0;1;0;1;0;0;0;0;1;641;46;;
Florianópolis;4205407;ESCOLA A NOVA DIMENSAO;42130956;1;0;1;0;0;0;0;1;0;0;0;1;377;19;-27.66412;-48.53737
Santo Amaro da Imperatriz;4215703;CENTRO EDUCACIONAL ESPACO DO SABER;42131014;1;0;1;0;0;0;1;0;0;0;0;1;224;16;;
Ituporanga;4208500;CENTRO EDUCACIONAL BERNARDINA FARIAS DE MATOS;42131065;1;0;1;0;0;0;1;0;0;0;0;1;366;30;-27.41731143;-49.5827148
Jaraguá do Sul;4208906;EEM PROF DARCI FRANKE WELK;42131073;1;0;1;0;0;0;1;0;0;0;0;1;419;22;-26.5043957;-49.112101
Jaraguá do Sul;4208906;EEB PROFESSOR LINO FLORIANI;42131081;1;0;1;0;0;0;1;0;0;0;0;0;575;44;-26.4331951;-49.1499331
São Francisco do Sul;4216206;ESCOLA BASICA MUNICIPAL IDA BEATRIZ BRUNATO DE CAMARGO;42131090;1;0;1;0;0;0;0;1;0;0;0;1;490;22;-26.2301366;-48.5247632
Modelo;4210902;ER MUN PROF GRISELDI MARIA MULLER;42131103;1;0;1;0;0;0;0;1;0;0;0;1;245;20;-26.7781458;-53.0537568
Caçador;4203006;EMEB DR ULYSSES GUIMARAES;42131138;1;0;1;0;0;0;1;1;0;0;0;1;362;31;-26.80399048;-50.99621538
Santa Rosa do Sul;4215653;IFC - CAMPUS SANTA ROSA DO SUL;42131154;2;0;1;0;0;0;0;1;0;0;0;0;477;55;-29.0957641;-49.8142248
Rio do Sul;4214805;IFC - CAMPUS RIO DO SUL;42131162;2;0;1;1;1;0;1;1;0;0;0;1;558;76;-27.18438147;-49.66064209
Novo Horizonte;4211652;CENTRO EDUCACIONAL MUNICIPAL NOVO HORIZONTE;42131170;1;0;1;0;0;0;0;0;1;0;0;1;240;22;-26.44016667;-52.83809333
