NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_INEXISTENTE;IN_LIXO_QUEIMA;IN_TRATAMENTO_LIXO_SEPARACAO;QT_MAT_BAS;QT_DOC_BAS;COORDENADAS_LAT;COORDENADAS_LON
Balneário Rincão;4220000;EMEF PROFESSORA AMELIA DE SOUZA SILVA;42013224;2;0;1;0;0;0;0;1;0;0;0;1;162;10;-28.87839837;-49.29541632
Içara;4207007;EMEF JOSE FERNANDES SILVEIRA;42013291;2;0;1;0;0;0;0;1;0;0;0;1;218;10;-28.7839742;-49.2657232
Içara;4207007;EMEIEF PROFESSORA MARIA BARCELOS PUZISKI;42013330;2;0;1;0;0;0;0;1;0;0;0;0;163;8;-28.6951256;-49.2755049
Içara;4207007;EMEF HERCILIO SERAFIN;42013429;2;0;1;0;0;0;0;1;0;0;0;1;119;7;-28.77289167;-49.22440833
Içara;4207007;EEB PROF SALETE SCOTTI DOS SANTOS;42013437;1;0;1;0;0;0;1;0;0;0;0;0;813;54;-28.71402669;-49.30085501
Içara;4207007;COLEGIO CRISTO REI;42013445;1;0;1;0;0;0;1;0;0;0;0;1;362;25;-28.714025;-49.30675667
Içara;4207007;EEF ALAIDE TABALIPA;42013453;2;0;1;0;0;0;0;0;1;0;0;0;199;17;-28.69638058;-49.18560216
Nova Veneza;4211603;CENTRO EDUCACIONAL CHAPEUZINHO VERMELHO;42013518;1;0;1;0;0;0;1;0;0;0;0;1;42;3;-28.70707857;-49.50990521
Nova Veneza;4211603;CENTRO EDUCACIONAL PEQUENO PRINCIPE;42013542;1;0;1;0;0;0;1;0;0;0;0;1;61;5;;
Nova Veneza;4211603;CENTRO EDUCACIONAL PINGO DE GENTE;42013550;1;0;1;0;0;0;1;0;0;0;0;1;142;7;-28.6363412;-49.5022981
Nova Veneza;4211603;CENTRO EDUCACIONAL ITALO AMBONI;42013658;2;0;1;0;0;0;0;1;0;0;0;1;44;8;-28.70977296;-49.55962537
Nova Veneza;4211603;EEB JULIETA T GONCALVES;42013755;1;0;1;0;0;0;1;0;0;0;1;0;246;32;-28.7072291;-49.5102184
Nova Veneza;4211603;EEB ABILIO CESAR BORGES;42013763;1;0;1;0;0;0;1;0;0;0;0;0;445;31;-28.63585973;-49.5013348
Nova Veneza;4211603;EEB HUMBERTO H HOFFMANN;42013771;1;0;1;0;0;0;1;0;0;0;0;1;283;39;-28.6624515;-49.4650026
Concórdia;4204301;CMEI ANTONIO CARLOS GALEAZZI;42013798;2;0;1;0;0;0;1;1;0;0;0;1;40;5;-27.25058304;-51.92623763
Cocal do Sul;4204251;IEI CANTINHO ALEGRE;42013810;1;0;1;0;0;0;1;0;0;0;0;1;95;7;-28.60194726;-49.32470982
Urussanga;4219002;CEI SERGIO TEIXEIRA;42013836;2;0;1;0;0;0;0;1;0;0;0;1;50;7;-28.46623758;-49.360286
Lages;4209300;CEIM PROFESSORA VALERIA GUIMARAES GOSS;42013844;1;0;1;0;0;0;1;0;0;0;0;1;168;18;-27.78262677;-50.28609023
Cocal do Sul;4204251;IEI MAXIMILIANO GAIDZINSKI;42013895;1;0;1;0;0;0;1;0;0;0;0;1;80;12;-28.59629624;-49.31970212
Cocal do Sul;4204251;IEI FERNANDO DE FAVERI;42013909;1;0;1;0;0;0;1;0;0;0;0;1;94;13;-28.59313168;-49.33119558
Urussanga;4219002;EEB BARAO DO RIO BRANCO;42013933;1;0;1;0;0;0;1;0;0;0;0;0;599;47;-28.52207135;-49.32245589
Urussanga;4219002;EEF LUCAS BEZ BATTI;42013941;2;0;1;0;0;0;0;1;0;0;0;0;102;16;-28.46875167;-49.36082505
Cocal do Sul;4204251;EEF DEMETRIO BETTIOL;42013950;1;0;1;0;0;0;1;0;0;0;0;1;594;32;-28.60072293;-49.31859711
Cocal do Sul;4204251;EEB PROF JOSE PERUCCHI;42013968;1;0;1;0;0;0;1;0;0;0;0;1;79;8;-28.58832827;-49.31595743
Urussanga;4219002;ESCOLA MUN VER ROSALINO DE NEZ;42014077;2;0;1;0;0;0;0;1;0;0;0;1;199;16;-28.42667485;-49.29675507
Urussanga;4219002;ESCOLA MUN ALDA BROGNOLI MARCON;42014107;2;0;1;0;0;0;0;1;0;0;0;0;111;8;-28.54954023;-49.35929628
Cocal do Sul;4204251;EEB PROF PADRE SCHULER;42014239;1;0;1;0;0;0;1;0;0;0;0;0;693;43;-28.6009976;-49.3280399
Mafra;4210100;COLEGIO EXCELENCIA;42014247;1;0;1;0;0;0;1;0;0;0;0;1;397;49;-26.12634579;-49.80744534
Urussanga;4219002;EEB CAETANO BEZ BATTI;42014255;1;0;1;0;0;0;1;0;0;0;0;0;641;49;-28.53173197;-49.32153415
Urussanga;4219002;EEF ANTONIETA QUINTANILHA DE ANDRADE;42014271;2;0;1;0;0;0;1;0;0;0;0;1;80;17;-28.51528755;-49.36819822
Urussanga;4219002;EEF VINCENZO DE VILLA;42014280;1;0;1;0;0;0;0;0;1;0;0;0;216;22;-28.53298063;-49.30219044
Cocal do Sul;4204251;COLEGIO MAXIMILIANO GAIDZINSKI;42014298;1;0;1;0;0;0;1;0;0;0;0;1;220;21;-28.60138;-49.32852
Lauro Müller;4209607;PE REINO INFANTIL;42014301;1;0;1;0;0;0;1;0;0;0;0;0;38;6;-28.43253602;-49.38733883
Lauro Müller;4209607;CENTRO DE EDUCACAO INFANTIL CRIANCA FELIZ;42014328;1;0;1;0;0;0;1;0;0;0;0;0;127;13;-28.41352738;-49.41720449
Lauro Müller;4209607;PE BRANCA DE NEVE;42014336;1;0;1;0;0;0;1;0;0;0;0;1;24;3;-28.39014759;-49.37981952
Lauro Müller;4209607;PE SAGRADA FAMILIA;42014344;1;0;1;0;0;0;1;0;0;0;0;1;133;11;-28.38308709;-49.43712956
Lauro Müller;4209607;ESC MUN EDUCACAO INFANTIL TIA MARLI;42014360;1;0;1;0;0;0;1;0;0;0;0;1;205;15;-28.38867872;-49.39382216
Lauro Müller;4209607;ESCOLA MUNICIPAL PROFESSORA EMILIA MAMEDE SOARES;42014379;1;0;1;0;0;0;1;0;0;0;0;0;186;14;-28.41443216;-49.41162675
Lauro Müller;4209607;EM PROF LIGIA CHAVES CABRAL;42014387;1;0;1;0;0;0;1;0;0;0;0;0;119;13;-28.43248127;-49.38736416
Lauro Müller;4209607;ESCOLA MUNICIPAL PROFESSOR JOSE HELEODORO BARRETO JUNIOR;42014417;1;0;1;0;0;0;1;0;0;0;0;0;131;12;-28.38944777;-49.37988628
Lauro Müller;4209607;ESC MUN RIO CAPIVARAS ALTO;42014590;2;0;1;0;0;0;0;1;0;0;0;1;34;5;-28.32331534;-49.44667667
Lauro Müller;4209607;EEB ENG ERNANI COTRIN;42014670;1;0;1;0;0;0;1;0;0;0;0;0;291;34;-28.38455833;-49.43750667
Lauro Müller;4209607;EEB WALTER HOLTHAUSEN;42014689;1;0;1;0;0;0;1;0;0;0;0;1;416;31;-28.39023376;-49.3902657
Lauro Müller;4209607;EEB VISCONDE DE TAUNAY;42014697;1;0;1;0;0;0;0;0;1;0;0;0;423;26;-28.3939462;-49.394971
Morro da Fumaça;4211207;EEFM ZULEIMA BURIGO GUGLIELMI;42014794;1;0;1;0;0;0;1;1;0;0;0;1;208;11;-28.65701691;-49.2060132
Morro da Fumaça;4211207;EEBM VICENTE GUOLLO;42014816;1;0;1;0;0;0;1;1;0;0;0;1;422;21;-28.64812837;-49.19397653
Morro da Fumaça;4211207;EEBM OLIVIO RECCO;42014840;1;0;1;0;0;0;1;1;0;0;0;1;485;23;-28.64225623;-49.22588923
Morro da Fumaça;4211207;CEI LUIZ CASAGRANDE;42014883;1;0;1;0;0;0;1;1;0;0;0;1;76;11;-28.61592;-49.25972
Morro da Fumaça;4211207;EEBM PIETRO MACCARI;42014891;1;0;1;0;0;0;1;0;0;0;0;1;565;28;-28.64758929;-49.20561709
Morro da Fumaça;4211207;EEBM MAURINA DE SOUZA PATRICIO;42014930;1;0;1;0;0;0;1;0;0;0;0;1;252;18;-28.67227354;-49.23540506
Morro da Fumaça;4211207;EEFM PROF AGENOR BORTOLATTO;42014948;1;0;1;0;0;0;1;1;0;0;0;1;154;12;-28.66329667;-49.208495
Morro da Fumaça;4211207;EEB PRINCESA ISABEL;42014956;1;0;1;0;0;0;1;0;0;0;0;0;781;48;-28.6557063;-49.210044
Morro da Fumaça;4211207;EEB VITORIO BURIGO;42014964;1;0;1;0;0;0;0;1;0;0;0;1;256;24;-28.5966547;-49.2476268
Blumenau;4202404;CEI OSVALDO DESCHAMPS;42014999;1;0;1;0;0;0;1;0;0;0;0;1;149;20;-26.9645935;-49.0556791
Blumenau;4202404;CEI THIAGO ANZINI;42015006;1;0;1;0;0;0;1;0;0;0;0;1;229;27;-26.90589167;-49.12691333
Blumenau;4202404;CEI ANTONIO JOSE CURTIPASSI;42015014;1;0;1;0;0;0;1;0;0;0;0;1;256;37;-26.9323346;-49.0547491
Blumenau;4202404;CEI PROFª MARIA ZIMMERMANN;42015022;1;0;1;0;0;0;1;0;0;0;0;1;147;31;-26.89897052;-49.06479975
Blumenau;4202404;CEI MANOEL DA LUZ RAMPELOTI;42015030;1;0;1;0;0;0;1;0;0;0;0;1;237;45;-26.8932958;-49.0986151
Blumenau;4202404;CEI ERICA BRAUN;42015049;1;0;1;0;0;0;1;0;0;0;0;1;185;26;-26.9105037;-49.1026569
Blumenau;4202404;CEI ANILDA BATISTA SCHMITT;42015057;1;0;1;0;0;0;1;1;0;0;0;1;321;45;-26.87763965;-49.06654591
Blumenau;4202404;CEI ELISA HORT;42015073;1;0;1;0;0;0;1;0;0;0;0;1;198;34;-26.984705;-49.075845
Blumenau;4202404;CEI HEINRICH REIF;42015081;1;0;1;0;0;0;1;0;0;0;0;1;155;28;-26.8915867;-49.0546792
Campos Novos;4203600;CEIM JOSE CARLOS PISANI - CAIO;42015090;1;0;1;0;0;0;1;0;0;0;0;1;243;29;-27.4084474;-51.23408298
Tubarão;4218707;CEI ANJOS DA GUARDA;42015103;2;0;1;0;0;0;1;0;0;0;0;0;38;5;-28.43299102;-49.09057753
Blumenau;4202404;CEI MANOELA REINERT;42015111;1;0;1;0;0;0;1;0;0;0;0;1;158;17;-26.87216083;-49.08310709
Blumenau;4202404;CEI PROFª ERNA ANNA TRAPP;42015120;2;0;1;0;0;0;0;1;0;0;0;1;101;16;-26.7045225;-49.1021947
Blumenau;4202404;CEI JOSE DICKMANN;42015146;1;0;1;0;0;0;1;0;0;0;0;1;192;30;-26.8987537;-49.1486946
Blumenau;4202404;CEI PEDRO KRAUSS;42015154;1;0;1;0;0;0;1;0;0;0;0;1;77;19;-26.91854178;-49.04706008
Blumenau;4202404;CEI PROFº ANSELMO ANTONIO HILLESHEIM;42015162;1;0;1;0;0;0;1;0;0;0;0;1;109;18;-26.87898379;-49.10017988
Blumenau;4202404;CEI HERONDINA HELENA DA SILVA;42015170;1;0;1;0;0;0;1;0;0;0;0;1;91;27;-26.90421629;-49.04882812
Blumenau;4202404;CEI WALTER ROSEMANN;42015189;2;0;1;0;0;0;1;0;0;0;0;1;78;18;-26.8305045;-49.0617097
Blumenau;4202404;CEI EVALINO ROTH;42015197;1;0;1;0;0;0;1;0;0;0;0;1;88;20;-26.90459667;-49.10246833
Blumenau;4202404;CEI PROFº LEONIDES WESTARB;42015200;1;0;1;0;0;0;1;0;0;0;0;1;97;23;-26.91008777;-49.03412059
Blumenau;4202404;CEI ANTON MAX ARTUR SPRANGER;42015235;1;0;1;0;0;0;1;0;0;0;0;1;278;39;-26.85626304;-49.15434288
Blumenau;4202404;CEI OSWALDO BURGER;42015251;1;0;1;0;0;0;1;0;0;0;0;1;117;12;-26.91693947;-49.09559499
Blumenau;4202404;CEI HILCA PIAZERA SCHNAIDER;42015260;1;0;1;0;0;0;1;0;0;0;0;1;94;16;-26.9133465;-49.0846541
Blumenau;4202404;CEI OLGA BREHMER;42015278;1;0;1;0;0;0;1;0;0;0;0;1;310;31;-26.93417915;-49.12959615
Blumenau;4202404;CEI BRANDINA BUERGER;42015286;1;0;1;0;0;0;1;0;0;0;0;1;74;12;-26.9481295;-49.0792979
Blumenau;4202404;CEI DR WILSON GOMES SANTIAGO;42015294;1;0;1;0;0;0;1;0;0;0;0;1;161;24;-26.9048913;-49.08559271
Blumenau;4202404;PRINCESA ISABEL EDUCACAO INFATIL - UNIDADE ITOUPAVA SECA;42015316;1;0;1;0;0;0;1;0;0;0;0;1;176;16;-26.8880908;-49.0863864
Blumenau;4202404;PRINCESA ISABEL UNIDADE ESCOLA AGRICOLA;42015367;1;0;1;0;0;0;1;0;0;0;0;1;59;8;-26.89364218;-49.09856902
Blumenau;4202404;EBM ALMIRANTE TAMANDARE;42015391;1;0;1;0;0;0;1;0;0;0;0;1;483;40;-26.90234167;-49.04854
Blumenau;4202404;EEB CARLOS TECHENTIN;42015405;1;0;1;0;0;0;0;1;0;0;0;0;808;50;-26.90094081;-49.14860241
Blumenau;4202404;EBM LEOBERTO LEAL;42015413;1;0;1;0;0;0;1;0;0;0;0;1;1053;69;-26.8659055;-49.1205329
Blumenau;4202404;EBM MACHADO DE ASSIS;42015421;1;0;1;0;0;0;1;0;0;0;0;1;1564;100;-26.8924174;-49.0856403
Blumenau;4202404;EBM PEDRO I;42015430;1;0;1;0;0;0;1;0;0;0;0;1;643;49;-26.85386167;-49.08834833
Blumenau;4202404;EBM PROF OSCAR UNBEHAUN;42015448;1;0;1;0;0;0;1;0;0;0;0;1;989;85;-26.910835;-49.122965
Blumenau;4202404;EBM QUINTINO BOCAIUVA;42015456;1;0;1;0;0;0;0;1;0;0;0;1;764;44;-26.8564063;-49.155156
Blumenau;4202404;EBM BILINGUE PROFª NORMA DIGNART HUBER;42015464;1;0;1;0;0;0;0;1;0;0;0;1;281;35;-26.9039753;-49.1030806
Blumenau;4202404;EBM DUQUE DE CAXIAS;42015472;1;0;1;0;0;0;0;1;0;0;0;1;464;30;-26.76683905;-49.0797626
Blumenau;4202404;EBMB PROF RODOLFO HOLLENWEGER;42015480;1;0;1;0;0;0;1;0;0;0;0;1;330;31;-26.8306431;-49.0616056
Blumenau;4202404;EBM VISCONDE DE TAUNAY;42015499;1;0;1;0;1;0;1;0;0;0;0;1;1003;53;-26.83355954;-49.1083721
Blumenau;4202404;EIM ALVES RAMOS;42015510;2;0;1;0;0;0;1;0;0;0;0;1;134;11;-26.7651228;-49.111579
Blumenau;4202404;EIM DR BLUMENAU;42015529;2;0;1;0;0;0;1;0;0;0;0;1;54;7;-26.7885368;-49.0595286
Blumenau;4202404;EBMB PROFª NEMESIA MARGARIDA;42015561;1;0;1;0;0;0;1;0;0;0;0;1;87;23;-26.87924793;-49.1684605
Blumenau;4202404;EEB GOV CELSO RAMOS;42015570;1;0;1;0;0;0;1;0;0;0;0;0;1109;65;-26.9639072;-49.0606152
Blumenau;4202404;ESC BARAO DO RIO BRANCO;42015588;1;0;1;0;0;0;1;0;0;0;0;1;2008;130;-26.9244557;-49.0621223
Blumenau;4202404;EBM PROFª ZULMA SOUZA DA SILVA;42015596;1;0;1;0;0;0;1;0;0;0;0;1;754;56;-26.9236288;-49.1227713
Blumenau;4202404;EBM GAL LUCIO ESTEVES;42015600;1;0;1;0;1;0;1;0;0;0;0;1;880;66;-26.89249;-49.09929
Blumenau;4202404;EEB PROF IZOLETE ELIZA GOUVEIA MULLER;42015626;1;0;1;0;0;0;1;1;0;0;0;0;729;39;-26.9555605;-49.0725847
Blumenau;4202404;EBM PROFª ALICE THIELE;42015634;1;0;1;0;0;0;1;0;0;0;0;1;428;33;-26.9381446;-49.05637929
Blumenau;4202404;EBM ALBERTO STEIN;42015642;1;0;1;0;0;0;1;0;0;0;0;1;1057;83;-26.91322797;-49.11280327
Blumenau;4202404;EBM ANITA GARIBALDI;42015650;1;0;1;0;0;0;1;0;0;0;0;1;1179;65;-26.82388017;-49.0888826
Blumenau;4202404;EBM FELIPE SCHMIDT;42015669;1;0;1;0;0;0;1;0;0;0;0;1;1068;60;-26.85510673;-49.11548239
Blumenau;4202404;EBM FRANCISCO LANSER;42015677;1;0;1;0;0;0;1;0;0;0;0;1;918;59;-26.87252246;-49.04904073
Blumenau;4202404;EBM HENRIQUE ALFARTH;42015685;1;0;1;0;0;0;0;1;0;0;0;1;483;41;-26.97418667;-49.078415
Blumenau;4202404;EEB HERCILIO DEEKE;42015693;1;0;1;0;0;0;1;0;0;0;0;0;1568;76;-26.9336058;-49.1338655
Blumenau;4202404;EBM LAURO MULLER;42015707;1;0;1;0;0;0;1;0;0;0;0;1;532;36;-26.8848352;-49.1402294
Blumenau;4202404;EEB PE JOSE MAURICIO;42015715;1;0;1;0;0;0;1;0;0;0;0;0;984;62;-26.9706446;-49.0749928
Blumenau;4202404;EBM PEDRO II;42015723;1;0;1;0;0;0;1;0;0;0;0;1;748;60;-26.986601;-49.0828194
Blumenau;4202404;EBM BILINGUE PROFESSOR FERNANDO OSTERMANN;42015731;1;0;1;0;0;0;1;0;0;0;0;1;176;38;-26.8992052;-49.0653751
Blumenau;4202404;EBM PROF ADELAIDE STARKE;42015740;1;0;1;0;0;0;1;0;0;0;0;1;829;71;-26.8883032;-49.0665374
Blumenau;4202404;EEB SANTOS DUMONT;42015758;1;0;1;0;0;0;1;0;0;0;0;1;1530;84;-26.94290879;-49.07074202
Blumenau;4202404;EBM VIDAL RAMOS;42015766;1;0;1;0;0;0;1;0;0;0;0;1;777;54;-26.90206956;-49.04225355
Blumenau;4202404;EBM BILINGUE GUSTAVO RICHARD;42015774;1;0;1;0;0;0;1;0;0;0;0;1;388;38;-26.89128305;-49.05608936
Blumenau;4202404;EBM TIRADENTES E PROFª JULIA STRZALKOWSKA;42015782;1;0;1;0;0;0;1;0;0;0;0;1;363;46;-26.93772015;-49.06335188
Blumenau;4202404;EBM CONSELHEIRO MAFRA;42015790;1;0;1;0;0;0;1;0;0;0;0;1;796;46;-26.95169667;-49.13313758
Blumenau;4202404;EBM BILINGUE PASTOR FAULHABER;42015804;1;0;1;0;0;0;1;0;0;0;0;1;235;28;-26.92816898;-49.04580557
Blumenau;4202404;EBM PROFª HELENA MARTHA NATALIA WINCKLER;42015820;1;0;1;0;0;0;1;0;0;0;0;1;145;32;-26.93210186;-49.1051641
Blumenau;4202404;EIM CAPITAO EUCLIDES DE CASTRO;42015839;1;0;1;0;0;0;1;0;0;0;0;1;63;8;-27.013746;-49.0686906
Blumenau;4202404;CENTRO DE ED AMIGUINHO FELIZ;42015880;1;0;1;0;0;0;1;0;0;0;0;1;131;15;-26.9001852;-49.0981581
Blumenau;4202404;EM BILINGUE ERICH KLABUNDE;42015936;2;0;1;0;0;0;0;1;0;0;0;1;125;13;-26.69045555;-49.07643794
Blumenau;4202404;EEB ERWIN RADTKE;42015944;2;0;1;0;0;0;0;0;1;0;0;1;118;13;-26.6492759;-49.1217053
Blumenau;4202404;EM FREDERICO SIEVERT;42015960;2;0;1;0;0;0;0;1;0;0;0;1;55;6;-26.72341249;-49.10264876
Blumenau;4202404;EM CARLOS MANSKE;42015979;2;0;1;0;0;0;0;1;0;0;0;0;33;5;-26.65633167;-49.09898167
Blumenau;4202404;CEDUP HERMANN HERING;42015987;1;0;1;0;0;0;1;0;0;0;0;0;1011;96;-26.89432263;-49.09785588
Blumenau;4202404;EEB CEL PEDRO CHRISTIANO FEDDERSEN;42015995;1;0;1;0;0;0;1;0;0;0;0;1;673;34;-26.7234029;-49.0663874
Blumenau;4202404;EEB ADOLPHO KONDER;42016002;1;0;1;0;0;0;1;1;0;0;0;0;853;65;-26.91804417;-49.09375532
Blumenau;4202404;EEB PROF LOTHAR KRIECK;42016010;1;0;1;0;0;0;1;0;0;0;0;0;346;26;-26.9118744;-49.106106
Blumenau;4202404;EEB VICTOR HERING;42016029;1;0;1;0;0;0;1;0;0;0;0;1;520;35;-26.90751272;-49.09001746
Blumenau;4202404;CENTRO DE EDUCACAO INFANTO JUVENIL I SAO JOAO;42016037;1;0;1;0;0;0;1;0;0;0;0;0;118;8;-26.89004893;-49.07247904
Blumenau;4202404;CEI NAZARE;42016070;1;0;1;0;0;0;1;1;0;0;0;1;333;54;-26.785355;-49.086615
Blumenau;4202404;ASSOCIACAO ASSISTENCIAL LAR BETANIA;42016096;1;0;1;0;0;0;1;0;0;0;0;0;173;8;-26.90190548;-49.04728996
Blumenau;4202404;EEB HERMANN HAMANN;42016100;1;0;1;0;0;0;1;0;0;0;0;0;326;22;-26.88398934;-49.05042577
Blumenau;4202404;EM ALWINO DOROW;42016118;1;0;1;0;0;0;1;0;0;0;0;1;97;13;-26.85169233;-49.05625891
Blumenau;4202404;EEB PROF JOAO WIDEMANN;42016126;1;0;1;0;0;0;1;0;0;0;0;1;1667;79;-26.8874261;-49.082135
Blumenau;4202404;EEB EMILIO BAUMGART;42016134;1;0;1;0;0;0;1;0;0;0;0;1;1025;51;-26.79087301;-49.08697315
Blumenau;4202404;COLEGIO BOM JESUS SANTO ANTONIO;42016142;1;0;1;0;0;0;1;0;0;0;0;1;2036;102;-26.91927062;-49.06717929
Blumenau;4202404;COLEGIO SAGRADA FAMILIA;42016150;1;0;1;0;0;0;1;0;0;0;0;1;1491;72;-26.92284972;-49.06596392
Blumenau;4202404;EEB PEDRO II;42016169;1;0;1;0;0;0;1;0;0;0;0;0;888;69;-26.92736333;-49.06306833
Blumenau;4202404;EEB LUIZ DELFINO;42016177;1;0;1;0;0;0;1;0;0;0;0;0;912;61;-26.9170368;-49.0735303
Blumenau;4202404;EEB PROF AUREA PERPETUA GOMES;42016185;1;0;1;0;0;0;0;1;0;0;0;0;211;18;-26.8762473;-49.0993303
Blumenau;4202404;EEB PROF HERIBERTO JOSEPH MULLER;42016193;1;0;1;0;0;0;1;0;0;0;0;0;1254;67;-26.87818158;-49.06807857
Blumenau;4202404;COLEGIO ADVENTISTA DE BLUMENAU;42016207;1;0;1;0;0;0;1;0;0;0;0;1;2031;72;-26.89776817;-49.07882475
Blumenau;4202404;COLEGIO ALFA BLUMENAU 2;42016215;1;0;1;0;0;0;1;0;0;0;0;1;210;23;-26.9249633;-49.0744401
Blumenau;4202404;EEB DR MAX TAVARES D AMARAL;42016223;1;0;1;0;0;0;1;1;0;0;0;1;685;48;-26.8725885;-49.0851086
Blumenau;4202404;EEB JULIA LOPES DE ALMEIDA;42016231;1;0;1;0;0;0;1;0;0;0;0;0;104;12;-26.9144063;-49.0648196
